'Elapsed time','ECG'
'0:12.010',-0.265
'0:12.020',-0.270
'0:12.030',-0.220
'0:12.040',-0.245
'0:12.050',-0.160
'0:12.060',-0.070
'0:12.070',-0.135
'0:12.080',-0.300
'0:12.090',-0.235
'0:12.100',-0.230
'0:12.110',-0.240
'0:12.120',-0.205
'0:12.130',-0.125
'0:12.140',-0.195
'0:12.150',-0.195
'0:12.160',-0.120
'0:12.170',-0.050
'0:12.180',-0.140
'0:12.190',-0.120
'0:12.200',-0.135
'0:12.210',-0.145
'0:12.220',-0.115
'0:12.230',-0.030
'0:12.240',-0.070
'0:12.250',0.030
'0:12.260',0.080
'0:12.270',0.080
'0:12.280',0.105
'0:12.290',0.160
'0:12.300',0.080
'0:12.310',0.015
'0:12.320',-0.060
'0:12.330',-0.065
'0:12.340',-0.115
'0:12.350',-0.085
'0:12.360',-0.145
'0:12.370',-0.135
'0:12.380',-0.150
'0:12.390',-0.105
'0:12.400',-0.140
'0:12.410',-0.065
'0:12.420',0.080
'0:12.430',1.235
'0:12.440',3.020
'0:12.450',2.225
'0:12.460',-0.700
'0:12.470',-2.195
'0:12.480',-2.160
'0:12.490',-1.200
'0:12.500',-0.525
'0:12.510',-0.275
'0:12.520',-0.045
'0:12.530',0.105
'0:12.540',0.030
'0:12.550',-0.040
'0:12.560',-0.055
'0:12.570',-0.005
'0:12.580',0.000
'0:12.590',0.045
'0:12.600',0.040
'0:12.610',0.095
'0:12.620',0.070
'0:12.630',0.115
'0:12.640',0.155
'0:12.650',0.245
'0:12.660',0.245
'0:12.670',0.340
'0:12.680',0.355
'0:12.690',0.485
'0:12.700',0.505
'0:12.710',0.545
'0:12.720',0.515
'0:12.730',0.530
'0:12.740',0.475
'0:12.750',0.460
'0:12.760',0.365
'0:12.770',0.275
'0:12.780',0.130
'0:12.790',0.085
'0:12.800',-0.030
'0:12.810',-0.050
'0:12.820',-0.105
'0:12.830',-0.095
'0:12.840',-0.145
'0:12.850',-0.175
'0:12.860',-0.205
'0:12.870',-0.175
'0:12.880',-0.230
'0:12.890',-0.230
'0:12.900',-0.255
'0:12.910',-0.205
'0:12.920',-0.230
'0:12.930',-0.190
'0:12.940',-0.190
'0:12.950',-0.155
'0:12.960',-0.195
'0:12.970',-0.170
'0:12.980',-0.170
'0:12.990',-0.130
'0:13.000',-0.150
'0:13.010',-0.130
'0:13.020',-0.145
'0:13.030',-0.110
'0:13.040',-0.175
'0:13.050',-0.125
'0:13.060',-0.140
'0:13.070',-0.105
'0:13.080',-0.145
'0:13.090',-0.140
'0:13.100',-0.160
'0:13.110',-0.050
'0:13.120',-0.050
'0:13.130',-0.005
'0:13.140',0.010
'0:13.150',0.085
'0:13.160',0.090
'0:13.170',0.080
'0:13.180',0.000
'0:13.190',-0.015
'0:13.200',-0.110
'0:13.210',-0.110
'0:13.220',-0.160
'0:13.230',-0.175
'0:13.240',-0.230
'0:13.250',-0.180
'0:13.260',-0.205
'0:13.270',-0.210
'0:13.280',-0.235
'0:13.290',-0.155
'0:13.300',0.150
'0:13.310',1.695
'0:13.320',3.015
'0:13.330',1.195
'0:13.340',-1.520
'0:13.350',-2.345
'0:13.360',-2.080
'0:13.370',-1.085
'0:13.380',-0.510
'0:13.390',-0.285
'0:13.400',-0.185
'0:13.410',-0.095
'0:13.420',-0.090
'0:13.430',-0.015
'0:13.440',-0.010
'0:13.450',0.020
'0:13.460',-0.015
'0:13.470',0.015
'0:13.480',0.025
'0:13.490',0.070
'0:13.500',0.045
'0:13.510',0.115
'0:13.520',0.125
'0:13.530',0.225
'0:13.540',0.240
'0:13.550',0.315
'0:13.560',0.335
'0:13.570',0.435
'0:13.580',0.475
'0:13.590',0.520
'0:13.600',0.470
'0:13.610',0.495
'0:13.620',0.425
'0:13.630',0.390
'0:13.640',0.255
'0:13.650',0.180
'0:13.660',0.025
'0:13.670',-0.040
'0:13.680',-0.115
'0:13.690',-0.125
'0:13.700',-0.210
'0:13.710',-0.225
'0:13.720',-0.275
'0:13.730',-0.270
'0:13.740',-0.295
'0:13.750',-0.260
'0:13.760',-0.300
'0:13.770',-0.290
'0:13.780',-0.325
'0:13.790',-0.255
'0:13.800',-0.275
'0:13.810',-0.255
'0:13.820',-0.260
'0:13.830',-0.165
'0:13.840',-0.185
'0:13.850',-0.160
'0:13.860',-0.185
'0:13.870',-0.165
'0:13.880',-0.175
'0:13.890',-0.145
'0:13.900',-0.225
'0:13.910',-0.155
'0:13.920',-0.195
'0:13.930',-0.165
'0:13.940',-0.200
'0:13.950',-0.205
'0:13.960',-0.190
'0:13.970',-0.100
'0:13.980',-0.105
'0:13.990',-0.065
'0:14.000',-0.065
'0:14.010',0.010
'0:14.020',0.020
'0:14.030',0.055
'0:14.040',-0.045
'0:14.050',-0.065
'0:14.060',-0.125
'0:14.070',-0.145
'0:14.080',-0.235
'0:14.090',-0.270
'0:14.100',-0.300
'0:14.110',-0.205
'0:14.120',-0.265
'0:14.130',-0.255
'0:14.140',-0.255
'0:14.150',-0.225
'0:14.160',-0.120
'0:14.170',1.205
'0:14.180',3.215
'0:14.190',2.290
'0:14.200',-0.880
'0:14.210',-2.280
'0:14.220',-2.205
'0:14.230',-1.345
'0:14.240',-0.650
'0:14.250',-0.360
'0:14.260',-0.230
'0:14.270',-0.135
'0:14.280',-0.120
'0:14.290',-0.045
'0:14.300',-0.065
'0:14.310',-0.025
'0:14.320',-0.035
'0:14.330',0.030
'0:14.340',0.000
'0:14.350',0.025
'0:14.360',0.015
'0:14.370',0.115
'0:14.380',0.210
'0:14.390',0.300
'0:14.400',0.255
'0:14.410',0.320
'0:14.420',0.315
'0:14.430',0.420
'0:14.440',0.460
'0:14.450',0.515
'0:14.460',0.460
'0:14.470',0.465
'0:14.480',0.415
'0:14.490',0.405
'0:14.500',0.245
'0:14.510',0.145
'0:14.520',0.015
'0:14.530',-0.010
'0:14.540',-0.100
'0:14.550',-0.130
'0:14.560',-0.210
'0:14.570',-0.225
'0:14.580',-0.270
'0:14.590',-0.240
'0:14.600',-0.315
'0:14.610',-0.325
'0:14.620',-0.345
'0:14.630',-0.310
'0:14.640',-0.320
'0:14.650',-0.290
'0:14.660',-0.280
'0:14.670',-0.210
'0:14.680',-0.235
'0:14.690',-0.195
'0:14.700',-0.180
'0:14.710',-0.140
'0:14.720',-0.160
'0:14.730',-0.120
'0:14.740',-0.155
'0:14.750',-0.120
'0:14.760',-0.175
'0:14.770',-0.140
'0:14.780',-0.170
'0:14.790',-0.170
'0:14.800',-0.210
'0:14.810',-0.175
'0:14.820',-0.190
'0:14.830',-0.110
'0:14.840',-0.100
'0:14.850',-0.010
'0:14.860',0.025
'0:14.870',0.060
'0:14.880',-0.030
'0:14.890',0.015
'0:14.900',-0.055
'0:14.910',-0.090
'0:14.920',-0.130
'0:14.930',-0.040
'0:14.940',-0.030
'0:14.950',-0.090
'0:14.960',-0.210
'0:14.970',-0.215
'0:14.980',-0.310
'0:14.990',-0.305
'0:15.000',-0.335
'0:15.010',-0.275
'0:15.020',-0.295
'0:15.030',-0.075
'0:15.040',1.375
'0:15.050',3.470
'0:15.060',2.135
'0:15.070',-1.040
'0:15.080',-2.445
'0:15.090',-2.180
'0:15.100',-1.295
'0:15.110',-0.620
'0:15.120',-0.430
'0:15.130',-0.250
'0:15.140',-0.255
'0:15.150',-0.175
'0:15.160',-0.215
'0:15.170',-0.185
'0:15.180',-0.150
'0:15.190',-0.080
'0:15.200',-0.120
'0:15.210',-0.075
'0:15.220',-0.055
'0:15.230',0.015
'0:15.240',0.065
'0:15.250',0.130
'0:15.260',0.120
'0:15.270',0.215
'0:15.280',0.385
'0:15.290',0.535
'0:15.300',0.365
'0:15.310',0.375
'0:15.320',0.375
'0:15.330',0.390
'0:15.340',0.540
'0:15.350',0.595
'0:15.360',0.435
'0:15.370',0.260
'0:15.380',-0.030
'0:15.390',-0.305
'0:15.400',-0.585
'0:15.410',-0.605
'0:15.420',-0.440
'0:15.430',-0.285
'0:15.440',-0.280
'0:15.450',-0.235
'0:15.460',-0.325
'0:15.470',-0.325
'0:15.480',-0.360
'0:15.490',-0.305
'0:15.500',-0.345
'0:15.510',-0.295
'0:15.520',-0.330
'0:15.530',-0.300
'0:15.540',-0.240
'0:15.550',-0.220
'0:15.560',-0.255
'0:15.570',-0.185
'0:15.580',-0.185
'0:15.590',-0.195
'0:15.600',-0.265
'0:15.610',-0.205
'0:15.620',-0.160
'0:15.630',-0.105
'0:15.640',-0.100
'0:15.650',-0.080
'0:15.660',-0.140
'0:15.670',-0.080
'0:15.680',-0.130
'0:15.690',-0.110
'0:15.700',-0.110
'0:15.710',0.030
'0:15.720',0.210
'0:15.730',0.400
'0:15.740',0.440
'0:15.750',0.435
'0:15.760',0.345
'0:15.770',0.255
'0:15.780',0.075
'0:15.790',0.010
'0:15.800',-0.030
'0:15.810',-0.075
'0:15.820',-0.185
'0:15.830',-0.165
'0:15.840',-0.240
'0:15.850',-0.245
'0:15.860',-0.315
'0:15.870',-0.305
'0:15.880',-0.390
'0:15.890',-0.385
'0:15.900',-0.360
'0:15.910',0.315
'0:15.920',2.140
'0:15.930',2.775
'0:15.940',0.395
'0:15.950',-1.625
'0:15.960',-2.140
'0:15.970',-1.705
'0:15.980',-0.880
'0:15.990',-0.470
'0:16.000',-0.325
'0:16.010',-0.200
'0:16.020',-0.220
'0:16.030',-0.205
'0:16.040',-0.205
'0:16.050',-0.140
'0:16.060',-0.185
'0:16.070',-0.080
'0:16.080',-0.045
'0:16.090',0.000
'0:16.100',-0.060
'0:16.110',0.020
'0:16.120',0.025
'0:16.130',0.105
'0:16.140',0.115
'0:16.150',0.185
'0:16.160',0.205
'0:16.170',0.310
'0:16.180',0.320
'0:16.190',0.400
'0:16.200',0.385
'0:16.210',0.455
'0:16.220',0.410
'0:16.230',0.380
'0:16.240',0.275
'0:16.250',0.240
'0:16.260',0.040
'0:16.270',-0.095
'0:16.280',-0.290
'0:16.290',-0.325
'0:16.300',-0.455
'0:16.310',-0.405
'0:16.320',-0.395
'0:16.330',-0.440
'0:16.340',-0.590
'0:16.350',-0.705
'0:16.360',-0.950
'0:16.370',-0.915
'0:16.380',-0.650
'0:16.390',-0.500
'0:16.400',-0.505
'0:16.410',-0.325
'0:16.420',-0.325
'0:16.430',-0.255
'0:16.440',-0.295
'0:16.450',-0.250
'0:16.460',-0.230
'0:16.470',-0.185
'0:16.480',-0.240
'0:16.490',-0.200
'0:16.500',-0.195
'0:16.510',-0.175
'0:16.520',-0.210
'0:16.530',-0.205
'0:16.540',-0.260
'0:16.550',-0.195
'0:16.560',-0.250
'0:16.570',-0.195
'0:16.580',-0.170
'0:16.590',-0.095
'0:16.600',-0.095
'0:16.610',-0.030
'0:16.620',-0.045
'0:16.630',0.015
'0:16.640',-0.065
'0:16.650',-0.115
'0:16.660',-0.185
'0:16.670',-0.165
'0:16.680',-0.260
'0:16.690',-0.265
'0:16.700',-0.315
'0:16.710',-0.280
'0:16.720',-0.325
'0:16.730',-0.275
'0:16.740',-0.290
'0:16.750',-0.280
'0:16.760',-0.210
'0:16.770',0.640
'0:16.780',2.595
'0:16.790',2.940
'0:16.800',0.495
'0:16.810',-1.375
'0:16.820',-1.885
'0:16.830',-1.410
'0:16.840',-0.735
'0:16.850',-0.460
'0:16.860',-0.335
'0:16.870',-0.215
'0:16.880',-0.130
'0:16.890',-0.015
'0:16.900',-0.050
'0:16.910',0.085
'0:16.920',0.235
'0:16.930',0.345
'0:16.940',0.315
'0:16.950',0.285
'0:16.960',0.190
'0:16.970',0.160
'0:16.980',0.095
'0:16.990',0.095
'0:17.000',0.030
'0:17.010',0.045
'0:17.020',0.015
'0:17.030',0.115
'0:17.040',0.170
'0:17.050',0.315
'0:17.060',0.395
'0:17.070',0.565
'0:17.080',0.615
'0:17.090',0.640
'0:17.100',0.495
'0:17.110',0.395
'0:17.120',0.185
'0:17.130',0.080
'0:17.140',-0.075
'0:17.150',-0.155
'0:17.160',-0.290
'0:17.170',-0.275
'0:17.180',-0.305
'0:17.190',-0.315
'0:17.200',-0.380
'0:17.210',-0.330
'0:17.220',-0.375
'0:17.230',-0.315
'0:17.240',-0.325
'0:17.250',-0.260
'0:17.260',-0.270
'0:17.270',-0.205
'0:17.280',-0.215
'0:17.290',-0.175
'0:17.300',-0.220
'0:17.310',-0.185
'0:17.320',-0.250
'0:17.330',-0.210
'0:17.340',-0.240
'0:17.350',-0.200
'0:17.360',-0.235
'0:17.370',-0.180
'0:17.380',-0.205
'0:17.390',-0.170
'0:17.400',-0.205
'0:17.410',-0.125
'0:17.420',-0.125
'0:17.430',-0.130
'0:17.440',-0.185
'0:17.450',-0.085
'0:17.460',-0.085
'0:17.470',-0.010
'0:17.480',-0.080
'0:17.490',-0.030
'0:17.500',-0.050
'0:17.510',0.005
'0:17.520',-0.060
'0:17.530',-0.065
'0:17.540',-0.145
'0:17.550',-0.150
'0:17.560',-0.200
'0:17.570',-0.165
'0:17.580',-0.230
'0:17.590',-0.175
'0:17.600',-0.235
'0:17.610',-0.185
'0:17.620',-0.235
'0:17.630',-0.185
'0:17.640',0.025
'0:17.650',1.360
'0:17.660',2.990
'0:17.670',1.895
'0:17.680',-0.930
'0:17.690',-2.215
'0:17.700',-2.135
'0:17.710',-1.180
'0:17.720',-0.600
'0:17.730',-0.325
'0:17.740',-0.230
'0:17.750',-0.105
'0:17.760',-0.135
'0:17.770',-0.060
'0:17.780',-0.080
'0:17.790',-0.025
'0:17.800',-0.060
'0:17.810',-0.035
'0:17.820',-0.050
'0:17.830',0.035
'0:17.840',0.005
'0:17.850',0.105
'0:17.860',0.090
'0:17.870',0.165
'0:17.880',0.165
'0:17.890',0.275
'0:17.900',0.275
'0:17.910',0.405
'0:17.920',0.415
'0:17.930',0.530
'0:17.940',0.505
'0:17.950',0.525
'0:17.960',0.465
'0:17.970',0.465
'0:17.980',0.295
'0:17.990',0.240
'0:18.000',0.080
'0:18.010',0.020
'0:18.020',-0.110
'0:18.030',-0.100
'0:18.040',-0.185
'0:18.050',-0.140
'0:18.060',-0.220
'0:18.070',-0.205
'0:18.080',-0.270
'0:18.090',-0.225
'0:18.100',-0.285
'0:18.110',-0.260
'0:18.120',-0.305
'0:18.130',-0.265
'0:18.140',-0.340
'0:18.150',-0.275
'0:18.160',-0.300
'0:18.170',-0.240
'0:18.180',-0.290
'0:18.190',-0.235
'0:18.200',-0.255
'0:18.210',-0.195
'0:18.220',-0.240
'0:18.230',-0.195
'0:18.240',-0.230
'0:18.250',-0.185
'0:18.260',-0.260
'0:18.270',-0.175
'0:18.280',-0.205
'0:18.290',-0.185
'0:18.300',-0.215
'0:18.310',-0.130
'0:18.320',-0.195
'0:18.330',-0.100
'0:18.340',-0.060
'0:18.350',0.005
'0:18.360',-0.075
'0:18.370',0.005
'0:18.380',-0.025
'0:18.390',-0.045
'0:18.400',-0.140
'0:18.410',-0.145
'0:18.420',-0.240
'0:18.430',-0.205
'0:18.440',-0.315
'0:18.450',-0.295
'0:18.460',-0.345
'0:18.470',-0.280
'0:18.480',-0.335
'0:18.490',-0.265
'0:18.500',-0.305
'0:18.510',-0.040
'0:18.520',1.180
'0:18.530',2.975
'0:18.540',1.840
'0:18.550',-0.925
'0:18.560',-2.335
'0:18.570',-2.250
'0:18.580',-1.395
'0:18.590',-0.625
'0:18.600',-0.440
'0:18.610',-0.255
'0:18.620',-0.270
'0:18.630',-0.145
'0:18.640',-0.145
'0:18.650',-0.070
'0:18.660',-0.120
'0:18.670',-0.060
'0:18.680',-0.110
'0:18.690',-0.035
'0:18.700',-0.070
'0:18.710',0.000
'0:18.720',-0.025
'0:18.730',0.100
'0:18.740',0.080
'0:18.750',0.180
'0:18.760',0.195
'0:18.770',0.310
'0:18.780',0.325
'0:18.790',0.310
'0:18.800',0.295
'0:18.810',0.450
'0:18.820',0.435
'0:18.830',0.450
'0:18.840',0.330
'0:18.850',0.280
'0:18.860',0.110
'0:18.870',0.085
'0:18.880',-0.050
'0:18.890',-0.065
'0:18.900',-0.170
'0:18.910',-0.135
'0:18.920',-0.235
'0:18.930',-0.185
'0:18.940',-0.250
'0:18.950',-0.190
'0:18.960',-0.300
'0:18.970',-0.265
'0:18.980',-0.330
'0:18.990',-0.310
'0:19.000',-0.370
'0:19.010',-0.295
'0:19.020',-0.330
'0:19.030',-0.250
'0:19.040',-0.315
'0:19.050',-0.225
'0:19.060',-0.250
'0:19.070',-0.180
'0:19.080',-0.235
'0:19.090',-0.165
'0:19.100',-0.225
'0:19.110',-0.165
'0:19.120',-0.215
'0:19.130',-0.155
'0:19.140',-0.230
'0:19.150',-0.170
'0:19.160',-0.215
'0:19.170',-0.150
'0:19.180',-0.220
'0:19.190',-0.170
'0:19.200',-0.185
'0:19.210',-0.080
'0:19.220',-0.100
'0:19.230',0.045
'0:19.240',0.005
'0:19.250',0.090
'0:19.260',0.015
'0:19.270',0.045
'0:19.280',-0.065
'0:19.290',-0.055
'0:19.300',-0.155
'0:19.310',-0.150
'0:19.320',-0.245
'0:19.330',-0.195
'0:19.340',-0.255
'0:19.350',-0.205
'0:19.360',-0.265
'0:19.370',-0.205
'0:19.380',-0.235
'0:19.390',-0.090
'0:19.400',0.415
'0:19.410',2.380
'0:19.420',2.890
'0:19.430',0.530
'0:19.440',-1.785
'0:19.450',-2.310
'0:19.460',-1.820
'0:19.470',-0.770
'0:19.480',-0.445
'0:19.490',-0.215
'0:19.500',-0.170
'0:19.510',-0.075
'0:19.520',-0.110
'0:19.530',0.005
'0:19.540',-0.070
'0:19.550',0.005
'0:19.560',-0.020
'0:19.570',0.025
'0:19.580',-0.015
'0:19.590',0.115
'0:19.600',0.025
'0:19.610',0.140
'0:19.620',0.135
'0:19.630',0.195
'0:19.640',0.155
'0:19.650',0.295
'0:19.660',0.300
'0:19.670',0.465
'0:19.680',0.505
'0:19.690',0.570
'0:19.700',0.460
'0:19.710',0.500
'0:19.720',0.345
'0:19.730',0.325
'0:19.740',0.185
'0:19.750',0.185
'0:19.760',0.025
'0:19.770',0.025
'0:19.780',-0.125
'0:19.790',-0.105
'0:19.800',-0.145
'0:19.810',-0.070
'0:19.820',-0.230
'0:19.830',-0.240
'0:19.840',-0.300
'0:19.850',-0.220
'0:19.860',-0.250
'0:19.870',-0.235
'0:19.880',-0.345
'0:19.890',-0.185
'0:19.900',-0.200
'0:19.910',-0.095
'0:19.920',-0.130
'0:19.930',-0.150
'0:19.940',-0.255
'0:19.950',-0.210
'0:19.960',-0.275
'0:19.970',0.065
'0:19.980',0.115
'0:19.990',-0.065
'0:20.000',-0.305
'0:20.010',-0.205
'0:20.020',-0.230
'0:20.030',-0.200
'0:20.040',-0.255
'0:20.050',-0.145
'0:20.060',-0.200
'0:20.070',-0.190
'0:20.080',-0.385
'0:20.090',-0.230
'0:20.100',-0.110
'0:20.110',-0.175
'0:20.120',-0.340
'0:20.130',-0.235
'0:20.140',-0.240
'0:20.150',-0.005
'0:20.160',0.015
'0:20.170',-0.055
'0:20.180',-0.285
'0:20.190',-0.260
'0:20.200',-0.400
'0:20.210',-0.310
'0:20.220',-0.310
'0:20.230',-0.265
'0:20.240',-0.280
'0:20.250',-0.400
'0:20.260',-0.630
'0:20.270',-0.305
'0:20.280',-0.400
'0:20.290',-0.100
'0:20.300',1.525
'0:20.310',2.995
'0:20.320',1.070
'0:20.330',-1.485
'0:20.340',-2.680
'0:20.350',-2.410
'0:20.360',-1.360
'0:20.370',-0.675
'0:20.380',-0.435
'0:20.390',0.040
'0:20.400',0.010
'0:20.410',0.070
'0:20.420',-0.255
'0:20.430',-0.430
'0:20.440',-0.310
'0:20.450',-0.010
'0:20.460',-0.195
'0:20.470',-0.335
'0:20.480',-0.075
'0:20.490',0.175
'0:20.500',-0.150
'0:20.510',-0.095
'0:20.520',-0.005
'0:20.530',0.265
'0:20.540',0.230
'0:20.550',0.430
'0:20.560',0.580
'0:20.570',0.595
'0:20.580',0.530
'0:20.590',0.820
'0:20.600',0.650
'0:20.610',0.250
'0:20.620',0.065
'0:20.630',0.275
'0:20.640',-0.010
'0:20.650',0.025
'0:20.660',-0.025
'0:20.670',0.090
'0:20.680',-0.135
'0:20.690',-0.155
'0:20.700',0.115
'0:20.710',0.255
'0:20.720',0.170
'0:20.730',0.515
'0:20.740',0.255
'0:20.750',0.005
'0:20.760',-0.135
'0:20.770',-0.135
'0:20.780',0.085
'0:20.790',0.385
'0:20.800',0.295
'0:20.810',0.235
'0:20.820',0.020
'0:20.830',-0.035
'0:20.840',-0.105
'0:20.850',-0.090
'0:20.860',-0.135
'0:20.870',-0.170
'0:20.880',-0.255
'0:20.890',-0.330
'0:20.900',-0.355
'0:20.910',-0.315
'0:20.920',-0.335
'0:20.930',-0.130
'0:20.940',0.055
'0:20.950',0.150
'0:20.960',-0.315
'0:20.970',-0.675
'0:20.980',-0.645
'0:20.990',-0.495
'0:21.000',-0.395
'0:21.010',-0.190
'0:21.020',-0.220
'0:21.030',-0.325
'0:21.040',-0.650
'0:21.050',-1.170
'0:21.060',-1.750
'0:21.070',-1.260
'0:21.080',-0.975
'0:21.090',-1.140
'0:21.100',-0.910
'0:21.110',-0.785
'0:21.120',-1.255
'0:21.130',-1.190
'0:21.140',-1.200
'0:21.150',-0.850
'0:21.160',-0.665
'0:21.170',1.175
'0:21.180',3.335
'0:21.190',2.480
'0:21.200',-0.970
'0:21.210',-2.295
'0:21.220',-2.160
'0:21.230',-1.100
'0:21.240',-0.510
'0:21.250',-0.150
'0:21.260',-0.120
'0:21.270',0.845
'0:21.280',0.745
'0:21.290',-0.145
'0:21.300',-0.315
'0:21.310',0.515
'0:21.320',0.240
'0:21.330',0.195
'0:21.340',0.250
'0:21.350',0.510
'0:21.360',0.235
'0:21.370',0.225
'0:21.380',0.080
'0:21.390',0.270
'0:21.400',0.335
'0:21.410',0.845
'0:21.420',0.645
'0:21.430',0.165
'0:21.440',-0.180
'0:21.450',0.425
'0:21.460',0.610
'0:21.470',0.845
'0:21.480',0.550
'0:21.490',0.885
'0:21.500',0.680
'0:21.510',0.275
'0:21.520',-0.055
'0:21.530',0.275
'0:21.540',0.165
'0:21.550',0.390
'0:21.560',-0.050
'0:21.570',0.055
'0:21.580',-0.105
'0:21.590',0.045
'0:21.600',0.790
'0:21.610',2.325
'0:21.620',2.240
'0:21.630',2.205
'0:21.640',3.925
'0:21.650',3.655
'0:21.660',1.455
'0:21.670',0.815
'0:21.680',-0.160
'0:21.690',0.015
'0:21.700',-0.290
'0:21.710',0.070
'0:21.720',0.475
'0:21.730',0.060
'0:21.740',-0.325
'0:21.750',0.490
'0:21.760',0.445
'0:21.770',0.635
'0:21.780',0.635
'0:21.790',1.040
'0:21.800',1.160
'0:21.810',1.380
'0:21.820',1.320
'0:21.830',2.210
'0:21.840',2.580
'0:21.850',1.990
'0:21.860',0.990
'0:21.870',0.685
'0:21.880',0.045
'0:21.890',0.275
'0:21.900',0.275
'0:21.910',0.570
'0:21.920',0.385
'0:21.930',0.445
'0:21.940',0.195
'0:21.950',0.305
'0:21.960',0.100
'0:21.970',0.285
'0:21.980',0.110
'0:21.990',0.135
'0:22.000',-0.095
'0:22.010',0.055
'0:22.020',0.285
'0:22.030',0.085
'0:22.040',-0.920
'0:22.050',-0.125
'0:22.060',2.025
'0:22.070',3.090
'0:22.080',0.690
'0:22.090',-1.225
'0:22.100',-1.575
'0:22.110',-0.270
'0:22.120',0.920
'0:22.130',1.730
'0:22.140',1.365
'0:22.150',1.045
'0:22.160',0.905
'0:22.170',1.865
'0:22.180',2.015
'0:22.190',2.015
'0:22.200',1.440
'0:22.210',1.160
'0:22.220',0.940
'0:22.230',0.915
'0:22.240',0.355
'0:22.250',0.315
'0:22.260',0.125
'0:22.270',0.230
'0:22.280',0.100
'0:22.290',0.280
'0:22.300',0.135
'0:22.310',0.265
'0:22.320',0.115
'0:22.330',0.245
'0:22.340',0.005
'0:22.350',0.160
'0:22.360',0.190
'0:22.370',0.230
'0:22.380',-0.265
'0:22.390',-0.080
'0:22.400',-0.190
'0:22.410',-0.070
'0:22.420',-0.225
'0:22.430',-0.120
'0:22.440',-0.420
'0:22.450',-0.270
'0:22.460',-0.385
'0:22.470',-0.330
'0:22.480',-0.435
'0:22.490',-0.450
'0:22.500',-0.880
'0:22.510',-0.615
'0:22.520',-0.715
'0:22.530',-0.525
'0:22.540',-0.675
'0:22.550',-0.500
'0:22.560',-0.670
'0:22.570',-0.480
'0:22.580',-0.470
'0:22.590',-0.210
'0:22.600',-0.425
'0:22.610',-0.295
'0:22.620',-0.470
'0:22.630',-0.305
'0:22.640',-0.305
'0:22.650',-0.100
'0:22.660',-0.325
'0:22.670',-0.170
'0:22.680',-0.425
'0:22.690',-0.395
'0:22.700',-0.510
'0:22.710',0.130
'0:22.720',-0.315
'0:22.730',-0.625
'0:22.740',-0.430
'0:22.750',0.055
'0:22.760',0.030
'0:22.770',0.225
'0:22.780',0.155
'0:22.790',0.370
'0:22.800',0.205
'0:22.810',0.340
'0:22.820',-1.085
'0:22.830',-1.565
'0:22.840',-0.810
'0:22.850',-0.085
'0:22.860',-0.090
'0:22.870',0.430
'0:22.880',0.305
'0:22.890',0.385
'0:22.900',0.065
'0:22.910',0.125
'0:22.920',1.470
'0:22.930',2.825
'0:22.940',3.620
'0:22.950',3.230
'0:22.960',-0.135
'0:22.970',-1.850
'0:22.980',-2.220
'0:22.990',-1.005
'0:23.000',-0.200
'0:23.010',0.215
'0:23.020',0.025
'0:23.030',0.190
'0:23.040',0.170
'0:23.050',0.105
'0:23.060',-0.245
'0:23.070',-0.080
'0:23.080',-0.175
'0:23.090',0.045
'0:23.100',-0.195
'0:23.110',-0.020
'0:23.120',0.070
'0:23.130',0.090
'0:23.140',-0.515
'0:23.150',-0.450
'0:23.160',-0.260
'0:23.170',0.400
'0:23.180',0.575
'0:23.190',1.040
'0:23.200',1.285
'0:23.210',1.795
'0:23.220',1.785
'0:23.230',1.780
'0:23.240',1.385
'0:23.250',1.360
'0:23.260',1.070
'0:23.270',1.270
'0:23.280',1.535
'0:23.290',1.865
'0:23.300',1.345
'0:23.310',0.975
'0:23.320',0.475
'0:23.330',0.475
'0:23.340',0.050
'0:23.350',-0.005
'0:23.360',-0.035
'0:23.370',0.065
'0:23.380',-0.850
'0:23.390',0.260
'0:23.400',1.270
'0:23.410',0.995
'0:23.420',0.925
'0:23.430',1.860
'0:23.440',2.255
'0:23.450',2.515
'0:23.460',2.620
'0:23.470',3.540
'0:23.480',3.830
'0:23.490',4.575
'0:23.500',5.190
'0:23.510',5.375
'0:23.520',4.965
'0:23.530',4.625
'0:23.540',4.105
'0:23.550',4.080
'0:23.560',3.735
'0:23.570',3.975
'0:23.580',4.215
'0:23.590',4.750
'0:23.600',4.975
'0:23.610',4.885
'0:23.620',4.100
'0:23.630',3.675
'0:23.640',2.545
'0:23.650',-9.075
'0:23.660',2.125
'0:23.670',6.785
'0:23.680',9.165
'0:23.690',10.235
'0:23.700',10.235
'0:23.710',10.235
'0:23.720',10.235
'0:23.730',10.235
'0:23.740',10.235
'0:23.750',10.235
'0:23.760',10.235
'0:23.770',10.235
'0:23.780',10.235
'0:23.790',10.235
'0:23.800',10.235
'0:23.810',10.235
'0:23.820',10.235
'0:23.830',10.235
'0:23.840',10.235
'0:23.850',10.235
'0:23.860',10.235
'0:23.870',10.235
'0:23.880',10.235
'0:23.890',10.235
'0:23.900',10.235
'0:23.910',10.235
'0:23.920',10.235
'0:23.930',10.235
'0:23.940',10.235
'0:23.950',10.235
'0:23.960',10.235
'0:23.970',10.235
'0:23.980',10.235
'0:23.990',10.235
'0:24.000',10.235
'0:24.010',10.235
'0:24.020',10.235
'0:24.030',10.235
'0:24.040',10.235
'0:24.050',10.235
'0:24.060',10.235
