'Elapsed time','ECG','Resp C','Resp A','Resp N','SpO2'
'0:11.110',0.105,-0.311,-0.302,-0.055,98.000
'0:11.120',0.050,-0.310,-0.301,-0.055,98.000
'0:11.130',-0.030,-0.310,-0.301,-0.055,98.000
'0:11.140',-0.060,-0.309,-0.301,-0.055,98.000
'0:11.150',-0.080,-0.309,-0.300,-0.055,98.000
'0:11.160',-0.075,-0.309,-0.301,-0.055,98.000
'0:11.170',-0.085,-0.310,-0.301,-0.055,98.000
'0:11.180',-0.080,-0.310,-0.301,-0.055,98.000
'0:11.190',-0.095,-0.310,-0.302,-0.054,98.000
'0:11.200',-0.080,-0.311,-0.302,-0.054,98.000
'0:11.210',-0.095,-0.310,-0.301,-0.054,98.000
'0:11.220',-0.085,-0.310,-0.301,-0.054,98.000
'0:11.230',-0.095,-0.310,-0.300,-0.054,98.000
'0:11.240',-0.070,-0.310,-0.299,-0.054,98.000
'0:11.250',-0.090,-0.310,-0.299,-0.054,98.000
'0:11.260',-0.105,-0.310,-0.299,-0.054,98.000
'0:11.270',-0.230,-0.310,-0.299,-0.054,98.000
'0:11.280',-0.430,-0.310,-0.299,-0.054,98.000
'0:11.290',-0.630,-0.310,-0.299,-0.054,98.000
'0:11.300',0.525,-0.311,-0.299,-0.054,98.000
'0:11.310',1.990,-0.311,-0.299,-0.054,98.000
'0:11.320',1.165,-0.311,-0.299,-0.054,98.000
'0:11.330',0.330,-0.312,-0.299,-0.054,98.000
'0:11.340',-0.020,-0.312,-0.300,-0.054,98.000
'0:11.350',0.070,-0.312,-0.300,-0.054,98.000
'0:11.360',-0.030,-0.312,-0.299,-0.054,98.000
'0:11.370',-0.085,-0.311,-0.298,-0.054,98.000
'0:11.380',-0.075,-0.310,-0.297,-0.054,98.000
'0:11.390',-0.095,-0.309,-0.296,-0.054,98.000
'0:11.400',-0.075,-0.308,-0.295,-0.054,98.000
'0:11.410',-0.095,-0.308,-0.294,-0.053,98.000
'0:11.420',-0.080,-0.307,-0.294,-0.053,98.000
'0:11.430',-0.095,-0.307,-0.294,-0.053,98.000
'0:11.440',-0.080,-0.306,-0.293,-0.053,98.000
'0:11.450',-0.090,-0.306,-0.293,-0.053,98.000
'0:11.460',-0.055,-0.307,-0.294,-0.053,98.000
'0:11.470',-0.080,-0.308,-0.295,-0.053,98.000
'0:11.480',-0.055,-0.308,-0.296,-0.053,98.000
'0:11.490',-0.060,-0.309,-0.297,-0.053,98.000
'0:11.500',-0.035,-0.310,-0.299,-0.054,98.000
'0:11.510',-0.045,-0.310,-0.299,-0.054,98.000
'0:11.520',-0.025,-0.309,-0.299,-0.054,98.000
'0:11.530',-0.025,-0.309,-0.299,-0.054,98.000
'0:11.540',0.000,-0.309,-0.299,-0.054,98.000
'0:11.550',0.010,-0.308,-0.299,-0.054,98.000
'0:11.560',0.045,-0.308,-0.298,-0.054,98.000
'0:11.570',0.060,-0.307,-0.298,-0.054,98.000
'0:11.580',0.100,-0.307,-0.298,-0.054,98.000
'0:11.590',0.135,-0.307,-0.297,-0.054,98.000
'0:11.600',0.165,-0.306,-0.297,-0.054,98.000
'0:11.610',0.150,-0.306,-0.297,-0.054,98.000
'0:11.620',0.130,-0.306,-0.297,-0.054,98.000
'0:11.630',0.080,-0.305,-0.297,-0.054,98.000
'0:11.640',0.045,-0.305,-0.297,-0.054,98.000
'0:11.650',0.025,-0.304,-0.297,-0.054,98.000
'0:11.660',0.000,-0.304,-0.296,-0.054,98.000
'0:11.670',-0.010,-0.303,-0.295,-0.054,98.000
'0:11.680',-0.015,-0.302,-0.294,-0.054,98.000
'0:11.690',-0.005,-0.302,-0.293,-0.054,98.000
'0:11.700',-0.025,-0.301,-0.292,-0.054,98.000
'0:11.710',-0.015,-0.302,-0.293,-0.054,98.000
'0:11.720',-0.020,-0.303,-0.293,-0.054,98.000
'0:11.730',-0.010,-0.303,-0.294,-0.054,98.000
'0:11.740',-0.015,-0.304,-0.295,-0.054,98.000
'0:11.750',0.000,-0.305,-0.295,-0.054,98.000
'0:11.760',-0.010,-0.306,-0.296,-0.054,98.000
'0:11.770',0.000,-0.307,-0.297,-0.054,98.000
'0:11.780',0.000,-0.308,-0.298,-0.054,98.000
'0:11.790',-0.010,-0.309,-0.299,-0.054,98.000
'0:11.800',0.000,-0.310,-0.299,-0.054,98.000
'0:11.810',0.000,-0.310,-0.299,-0.054,98.000
'0:11.820',0.000,-0.309,-0.298,-0.054,98.000
'0:11.830',-0.010,-0.309,-0.297,-0.054,98.000
'0:11.840',0.000,-0.309,-0.296,-0.054,98.000
'0:11.850',-0.005,-0.308,-0.295,-0.054,98.000
'0:11.860',0.000,-0.307,-0.295,-0.054,98.000
'0:11.870',0.000,-0.306,-0.294,-0.054,98.000
'0:11.880',0.000,-0.304,-0.293,-0.054,98.000
'0:11.890',0.005,-0.303,-0.292,-0.054,98.000
'0:11.900',0.000,-0.302,-0.292,-0.054,98.000
'0:11.910',0.005,-0.301,-0.290,-0.054,98.000
'0:11.920',0.005,-0.300,-0.289,-0.054,98.000
'0:11.930',0.000,-0.298,-0.288,-0.054,98.000
'0:11.940',0.000,-0.297,-0.287,-0.054,98.000
'0:11.950',-0.010,-0.296,-0.286,-0.055,98.000
'0:11.960',-0.010,-0.297,-0.286,-0.055,98.000
'0:11.970',0.000,-0.297,-0.286,-0.055,98.000
'0:11.980',-0.005,-0.298,-0.286,-0.055,98.000
'0:11.990',-0.020,-0.299,-0.286,-0.055,98.000
'0:12.000',0.005,-0.300,-0.286,-0.055,98.000
'0:12.010',-0.005,-0.299,-0.286,-0.056,98.000
'0:12.020',-0.015,-0.299,-0.285,-0.056,98.000
'0:12.030',-0.010,-0.299,-0.285,-0.056,98.000
'0:12.040',-0.005,-0.299,-0.285,-0.056,98.000
'0:12.050',-0.015,-0.299,-0.285,-0.056,98.000
'0:12.060',-0.010,-0.299,-0.284,-0.056,98.000
'0:12.070',-0.020,-0.298,-0.283,-0.057,98.000
'0:12.080',-0.015,-0.297,-0.282,-0.057,98.000
'0:12.090',-0.025,-0.296,-0.281,-0.057,98.000
'0:12.100',-0.025,-0.295,-0.280,-0.057,98.000
'0:12.110',-0.015,-0.295,-0.281,-0.058,98.000
'0:12.120',-0.025,-0.295,-0.281,-0.058,98.000
'0:12.130',-0.025,-0.295,-0.281,-0.058,98.000
'0:12.140',-0.025,-0.295,-0.281,-0.058,98.000
'0:12.150',-0.030,-0.295,-0.281,-0.059,98.000
'0:12.160',-0.035,-0.294,-0.281,-0.059,98.000
'0:12.170',-0.035,-0.294,-0.280,-0.059,98.000
'0:12.180',-0.040,-0.293,-0.279,-0.059,98.000
'0:12.190',-0.035,-0.293,-0.279,-0.060,98.000
'0:12.200',-0.030,-0.292,-0.278,-0.060,98.000
'0:12.210',-0.035,-0.293,-0.278,-0.060,98.000
'0:12.220',-0.035,-0.293,-0.278,-0.061,98.000
'0:12.230',-0.025,-0.293,-0.277,-0.061,98.000
'0:12.240',-0.035,-0.293,-0.277,-0.062,98.000
'0:12.250',-0.040,-0.294,-0.276,-0.062,98.000
'0:12.260',-0.025,-0.294,-0.276,-0.063,98.000
'0:12.270',-0.030,-0.294,-0.277,-0.063,98.000
'0:12.280',-0.050,-0.294,-0.277,-0.064,98.000
'0:12.290',-0.040,-0.295,-0.277,-0.064,98.000
'0:12.300',-0.045,-0.295,-0.277,-0.065,98.000
'0:12.310',-0.045,-0.295,-0.277,-0.065,98.000
'0:12.320',-0.035,-0.295,-0.277,-0.066,98.000
'0:12.330',-0.065,-0.295,-0.277,-0.066,98.000
'0:12.340',-0.030,-0.295,-0.277,-0.067,98.000
'0:12.350',-0.055,-0.295,-0.277,-0.067,98.000
'0:12.360',-0.035,-0.295,-0.277,-0.067,98.000
'0:12.370',0.000,-0.295,-0.277,-0.068,98.000
'0:12.380',0.040,-0.295,-0.276,-0.068,98.000
'0:12.390',0.045,-0.295,-0.276,-0.069,98.000
'0:12.400',0.075,-0.295,-0.276,-0.069,98.000
'0:12.410',0.095,-0.296,-0.276,-0.069,98.000
'0:12.420',0.035,-0.296,-0.276,-0.069,98.000
'0:12.430',-0.030,-0.296,-0.276,-0.070,98.000
'0:12.440',-0.035,-0.296,-0.276,-0.070,98.000
'0:12.450',-0.065,-0.296,-0.276,-0.070,98.000
'0:12.460',-0.075,-0.296,-0.275,-0.070,98.000
'0:12.470',-0.100,-0.296,-0.275,-0.071,98.000
'0:12.480',-0.080,-0.296,-0.274,-0.071,98.000
'0:12.490',-0.095,-0.296,-0.274,-0.071,98.000
'0:12.500',-0.090,-0.296,-0.274,-0.072,98.000
'0:12.510',-0.095,-0.297,-0.274,-0.072,98.000
'0:12.520',-0.085,-0.297,-0.275,-0.072,98.000
'0:12.530',-0.085,-0.298,-0.275,-0.072,98.000
'0:12.540',-0.085,-0.299,-0.276,-0.073,98.000
'0:12.550',-0.075,-0.299,-0.276,-0.073,98.000
'0:12.560',-0.075,-0.299,-0.275,-0.073,98.000
'0:12.570',-0.130,-0.298,-0.275,-0.073,98.000
'0:12.580',-0.280,-0.297,-0.274,-0.074,98.000
'0:12.590',-0.425,-0.297,-0.273,-0.074,98.000
'0:12.600',-0.605,-0.296,-0.272,-0.074,98.000
'0:12.610',0.815,-0.295,-0.271,-0.074,98.000
'0:12.620',1.925,-0.294,-0.269,-0.075,98.000
'0:12.630',1.105,-0.293,-0.268,-0.075,98.000
'0:12.640',0.195,-0.292,-0.266,-0.075,98.000
'0:12.650',-0.015,-0.291,-0.265,-0.076,98.000
'0:12.660',0.070,-0.291,-0.265,-0.076,98.000
'0:12.670',-0.030,-0.291,-0.265,-0.077,98.000
'0:12.680',-0.080,-0.291,-0.265,-0.077,98.000
'0:12.690',-0.085,-0.292,-0.265,-0.077,98.000
'0:12.700',-0.080,-0.292,-0.265,-0.078,98.000
'0:12.710',-0.085,-0.291,-0.264,-0.078,98.000
'0:12.720',-0.080,-0.291,-0.263,-0.079,98.000
'0:12.730',-0.085,-0.290,-0.262,-0.079,98.000
'0:12.740',-0.080,-0.290,-0.261,-0.079,98.000
'0:12.750',-0.075,-0.289,-0.260,-0.080,98.000
'0:12.760',-0.070,-0.288,-0.260,-0.080,98.000
'0:12.770',-0.060,-0.288,-0.259,-0.081,98.000
'0:12.780',-0.060,-0.287,-0.259,-0.081,98.000
'0:12.790',-0.070,-0.287,-0.258,-0.082,98.000
'0:12.800',-0.045,-0.286,-0.257,-0.082,98.000
'0:12.810',-0.050,-0.285,-0.255,-0.083,98.000
'0:12.820',-0.060,-0.284,-0.253,-0.083,98.000
'0:12.830',-0.025,-0.283,-0.251,-0.084,98.000
'0:12.840',-0.020,-0.281,-0.249,-0.084,98.000
'0:12.850',-0.010,-0.280,-0.247,-0.084,98.000
'0:12.860',0.005,-0.277,-0.242,-0.085,98.000
'0:12.870',0.030,-0.274,-0.237,-0.085,98.000
'0:12.880',0.060,-0.270,-0.232,-0.086,98.000
'0:12.890',0.090,-0.267,-0.227,-0.086,98.000
'0:12.900',0.120,-0.264,-0.223,-0.086,98.000
'0:12.910',0.150,-0.260,-0.218,-0.087,98.000
'0:12.920',0.155,-0.257,-0.213,-0.087,98.000
'0:12.930',0.130,-0.253,-0.208,-0.087,98.000
'0:12.940',0.085,-0.250,-0.203,-0.088,98.000
'0:12.950',0.040,-0.247,-0.198,-0.088,98.000
'0:12.960',0.010,-0.244,-0.192,-0.088,98.000
'0:12.970',-0.005,-0.242,-0.186,-0.089,98.000
'0:12.980',0.000,-0.240,-0.180,-0.089,98.000
'0:12.990',-0.040,-0.237,-0.174,-0.089,98.000
'0:13.000',-0.005,-0.235,-0.168,-0.090,98.000
'0:13.010',-0.015,-0.235,-0.158,-0.090,98.000
'0:13.020',-0.025,-0.235,-0.148,-0.090,98.000
'0:13.030',-0.020,-0.234,-0.138,-0.091,98.000
'0:13.040',-0.020,-0.234,-0.128,-0.091,98.000
'0:13.050',-0.010,-0.234,-0.118,-0.091,98.000
'0:13.060',-0.020,-0.232,-0.109,-0.091,98.000
'0:13.070',0.000,-0.231,-0.099,-0.092,98.000
'0:13.080',-0.040,-0.229,-0.089,-0.092,98.000
'0:13.090',0.005,-0.227,-0.080,-0.092,98.000
'0:13.100',-0.010,-0.226,-0.070,-0.092,98.000
'0:13.110',-0.005,-0.222,-0.061,-0.092,98.000
'0:13.120',-0.005,-0.219,-0.052,-0.092,98.000
'0:13.130',-0.015,-0.216,-0.044,-0.092,98.000
'0:13.140',-0.010,-0.213,-0.035,-0.092,98.000
'0:13.150',-0.025,-0.210,-0.026,-0.093,98.000
'0:13.160',0.000,-0.208,-0.015,-0.093,98.000
'0:13.170',-0.005,-0.207,-0.004,-0.092,98.000
'0:13.180',-0.020,-0.205,0.007,-0.092,98.000
'0:13.190',-0.005,-0.203,0.018,-0.092,98.000
'0:13.200',-0.015,-0.202,0.029,-0.092,98.000
'0:13.210',-0.010,-0.200,0.037,-0.092,98.000
'0:13.220',-0.010,-0.198,0.045,-0.092,98.000
'0:13.230',-0.030,-0.196,0.053,-0.092,98.000
'0:13.240',-0.005,-0.193,0.061,-0.091,98.000
'0:13.250',-0.015,-0.191,0.069,-0.091,98.000
'0:13.260',-0.015,-0.189,0.075,-0.091,98.000
'0:13.270',-0.015,-0.187,0.081,-0.091,98.000
'0:13.280',-0.020,-0.185,0.087,-0.091,98.000
'0:13.290',-0.025,-0.183,0.094,-0.091,98.000
'0:13.300',-0.030,-0.181,0.100,-0.091,98.000
'0:13.310',-0.025,-0.178,0.111,-0.091,98.000
'0:13.320',-0.020,-0.176,0.123,-0.091,98.000
'0:13.330',-0.025,-0.173,0.134,-0.091,98.000
'0:13.340',-0.025,-0.170,0.146,-0.091,98.000
'0:13.350',-0.035,-0.168,0.157,-0.091,98.000
'0:13.360',-0.030,-0.165,0.168,-0.091,98.000
'0:13.370',-0.045,-0.163,0.179,-0.091,98.000
'0:13.380',-0.020,-0.160,0.190,-0.091,98.000
'0:13.390',-0.040,-0.158,0.200,-0.091,98.000
'0:13.400',-0.030,-0.155,0.211,-0.091,98.000
'0:13.410',-0.050,-0.154,0.219,-0.091,98.000
'0:13.420',-0.040,-0.153,0.226,-0.092,98.000
'0:13.430',-0.050,-0.152,0.234,-0.092,98.000
'0:13.440',-0.030,-0.151,0.242,-0.092,98.000
'0:13.450',-0.035,-0.150,0.249,-0.092,98.000
'0:13.460',-0.040,-0.149,0.257,-0.093,98.000
'0:13.470',-0.035,-0.147,0.265,-0.093,98.000
'0:13.480',-0.050,-0.146,0.274,-0.093,98.000
'0:13.490',-0.045,-0.144,0.282,-0.093,98.000
'0:13.500',-0.045,-0.143,0.290,-0.094,98.000
'0:13.510',-0.075,-0.140,0.296,-0.094,98.000
'0:13.520',-0.040,-0.137,0.301,-0.094,98.000
'0:13.530',-0.050,-0.134,0.307,-0.094,98.000
'0:13.540',-0.045,-0.131,0.313,-0.094,98.000
'0:13.550',-0.060,-0.128,0.319,-0.094,98.000
'0:13.560',-0.030,-0.126,0.325,-0.094,98.000
'0:13.570',0.015,-0.123,0.331,-0.094,98.000
'0:13.580',0.010,-0.121,0.338,-0.094,98.000
'0:13.590',0.080,-0.118,0.344,-0.094,98.000
'0:13.600',0.120,-0.116,0.350,-0.094,98.000
'0:13.610',0.110,-0.116,0.354,-0.094,98.000
'0:13.620',0.075,-0.116,0.358,-0.093,98.000
'0:13.630',-0.015,-0.116,0.362,-0.093,98.000
'0:13.640',-0.020,-0.116,0.366,-0.093,98.000
'0:13.650',-0.110,-0.116,0.369,-0.093,98.000
'0:13.660',-0.055,-0.113,0.378,-0.093,98.000
'0:13.670',-0.105,-0.111,0.386,-0.093,98.000
'0:13.680',-0.090,-0.108,0.395,-0.093,98.000
'0:13.690',-0.115,-0.106,0.403,-0.093,98.000
'0:13.700',-0.075,-0.103,0.411,-0.092,98.000
'0:13.710',-0.125,-0.101,0.427,-0.092,98.000
'0:13.720',-0.085,-0.098,0.442,-0.092,98.000
'0:13.730',-0.115,-0.096,0.457,-0.092,98.000
'0:13.740',-0.080,-0.093,0.473,-0.092,98.000
'0:13.750',-0.105,-0.090,0.488,-0.092,98.000
'0:13.760',-0.050,-0.089,0.497,-0.092,98.000
'0:13.770',-0.205,-0.088,0.506,-0.092,98.000
'0:13.780',-0.325,-0.086,0.516,-0.092,98.000
'0:13.790',-0.400,-0.085,0.525,-0.091,98.000
'0:13.800',-0.315,-0.084,0.534,-0.091,98.000
'0:13.810',1.350,-0.081,0.544,-0.091,98.000
'0:13.820',1.585,-0.079,0.554,-0.092,98.000
'0:13.830',0.845,-0.076,0.564,-0.092,98.000
'0:13.840',0.085,-0.074,0.574,-0.092,98.000
'0:13.850',0.005,-0.071,0.584,-0.092,98.000
'0:13.860',0.065,-0.070,0.596,-0.092,98.000
'0:13.870',-0.070,-0.069,0.607,-0.092,98.000
'0:13.880',-0.070,-0.068,0.619,-0.093,98.000
'0:13.890',-0.090,-0.067,0.630,-0.093,98.000
'0:13.900',-0.075,-0.066,0.642,-0.093,98.000
'0:13.910',-0.105,-0.066,0.646,-0.093,98.000
'0:13.920',-0.080,-0.066,0.651,-0.094,98.000
'0:13.930',-0.115,-0.065,0.655,-0.094,98.000
'0:13.940',-0.070,-0.065,0.660,-0.094,98.000
'0:13.950',-0.095,-0.065,0.664,-0.094,98.000
'0:13.960',-0.085,-0.064,0.668,-0.094,98.000
'0:13.970',-0.075,-0.062,0.672,-0.095,98.000
'0:13.980',-0.075,-0.061,0.676,-0.095,98.000
'0:13.990',-0.070,-0.059,0.679,-0.095,98.000
'0:14.000',-0.050,-0.058,0.683,-0.095,98.000
'0:14.010',-0.050,-0.055,0.687,-0.095,98.000
'0:14.020',-0.060,-0.052,0.691,-0.096,98.000
'0:14.030',-0.005,-0.049,0.695,-0.096,98.000
'0:14.040',-0.010,-0.046,0.699,-0.096,98.000
'0:14.050',-0.005,-0.043,0.703,-0.096,98.000
'0:14.060',0.025,-0.042,0.706,-0.096,98.000
'0:14.070',0.060,-0.041,0.710,-0.097,98.000
'0:14.080',0.075,-0.039,0.714,-0.097,98.000
'0:14.090',0.070,-0.038,0.717,-0.097,98.000
'0:14.100',0.160,-0.036,0.721,-0.097,98.000
'0:14.110',0.155,-0.036,0.722,-0.097,98.000
'0:14.120',0.135,-0.036,0.723,-0.097,98.000
'0:14.130',0.100,-0.036,0.724,-0.098,98.000
'0:14.140',0.050,-0.036,0.726,-0.098,98.000
'0:14.150',0.015,-0.036,0.727,-0.098,98.000
'0:14.160',-0.010,-0.037,0.727,-0.098,98.000
'0:14.170',-0.025,-0.037,0.728,-0.098,98.000
'0:14.180',-0.015,-0.038,0.728,-0.099,98.000
'0:14.190',-0.015,-0.038,0.728,-0.099,98.000
'0:14.200',-0.035,-0.039,0.729,-0.099,98.000
'0:14.210',-0.035,-0.039,0.730,-0.100,98.000
'0:14.220',-0.030,-0.038,0.731,-0.100,98.000
'0:14.230',-0.040,-0.038,0.733,-0.101,98.000
'0:14.240',-0.035,-0.038,0.734,-0.101,98.000
'0:14.250',-0.045,-0.037,0.735,-0.102,98.000
'0:14.260',-0.015,-0.038,0.732,-0.102,98.000
'0:14.270',-0.030,-0.038,0.730,-0.102,98.000
'0:14.280',-0.030,-0.038,0.727,-0.103,98.000
'0:14.290',-0.035,-0.038,0.724,-0.103,98.000
'0:14.300',-0.020,-0.039,0.722,-0.104,98.000
'0:14.310',-0.040,-0.038,0.720,-0.104,98.000
'0:14.320',-0.020,-0.038,0.718,-0.104,98.000
'0:14.330',-0.055,-0.038,0.716,-0.105,98.000
'0:14.340',-0.010,-0.038,0.714,-0.105,98.000
'0:14.350',-0.025,-0.037,0.713,-0.106,98.000
'0:14.360',-0.025,-0.038,0.710,-0.106,98.000
'0:14.370',-0.015,-0.038,0.707,-0.106,98.000
'0:14.380',-0.010,-0.038,0.705,-0.107,98.000
'0:14.390',-0.040,-0.039,0.702,-0.107,98.000
'0:14.400',-0.030,-0.039,0.699,-0.108,98.000
'0:14.410',-0.020,-0.041,0.696,-0.108,98.000
'0:14.420',-0.020,-0.042,0.693,-0.108,98.000
'0:14.430',-0.025,-0.044,0.690,-0.108,98.000
'0:14.440',-0.035,-0.045,0.687,-0.109,98.000
'0:14.450',-0.030,-0.047,0.684,-0.109,98.000
'0:14.460',-0.050,-0.046,0.682,-0.109,98.000
'0:14.470',-0.040,-0.045,0.680,-0.109,98.000
'0:14.480',-0.040,-0.044,0.678,-0.109,98.000
'0:14.490',-0.030,-0.043,0.676,-0.109,98.000
'0:14.500',-0.070,-0.042,0.674,-0.109,98.000
'0:14.510',-0.015,-0.043,0.670,-0.109,98.000
'0:14.520',-0.050,-0.045,0.665,-0.109,98.000
'0:14.530',-0.030,-0.046,0.660,-0.109,98.000
'0:14.540',-0.065,-0.048,0.656,-0.109,98.000
'0:14.550',-0.040,-0.049,0.651,-0.109,98.000
'0:14.560',-0.060,-0.050,0.649,-0.109,98.000
'0:14.570',-0.035,-0.051,0.646,-0.109,98.000
'0:14.580',-0.055,-0.052,0.644,-0.109,98.000
'0:14.590',-0.040,-0.053,0.642,-0.109,98.000
'0:14.600',-0.050,-0.053,0.639,-0.108,98.000
'0:14.610',-0.015,-0.054,0.636,-0.108,98.000
'0:14.620',-0.005,-0.054,0.633,-0.108,98.000
'0:14.630',0.070,-0.054,0.630,-0.108,98.000
'0:14.640',0.095,-0.054,0.627,-0.108,98.000
'0:14.650',0.160,-0.054,0.624,-0.109,98.000
'0:14.660',0.115,-0.057,0.619,-0.109,98.000
'0:14.670',0.085,-0.059,0.614,-0.109,98.000
'0:14.680',-0.005,-0.061,0.609,-0.109,98.000
'0:14.690',-0.045,-0.063,0.604,-0.109,98.000
'0:14.700',-0.075,-0.066,0.599,-0.109,98.000
'0:14.710',-0.095,-0.066,0.596,-0.109,98.000
'0:14.720',-0.095,-0.066,0.593,-0.110,98.000
'0:14.730',-0.075,-0.066,0.590,-0.110,98.000
'0:14.740',-0.105,-0.066,0.588,-0.110,98.000
'0:14.750',-0.080,-0.066,0.585,-0.110,98.000
'0:14.760',-0.115,-0.066,0.580,-0.111,98.000
'0:14.770',-0.075,-0.067,0.576,-0.112,98.000
'0:14.780',-0.110,-0.067,0.571,-0.113,98.000
'0:14.790',-0.080,-0.067,0.567,-0.114,98.000
'0:14.800',-0.110,-0.068,0.563,-0.115,98.000
'0:14.810',-0.065,-0.068,0.557,-0.118,98.000
'0:14.820',-0.195,-0.068,0.551,-0.121,98.000
'0:14.830',-0.340,-0.068,0.546,-0.123,98.000
'0:14.840',-0.385,-0.068,0.540,-0.126,98.000
'0:14.850',-0.250,-0.069,0.535,-0.129,98.000
'0:14.860',1.475,-0.069,0.530,-0.133,98.000
'0:14.870',1.480,-0.070,0.526,-0.137,98.000
'0:14.880',0.770,-0.071,0.521,-0.141,98.000
'0:14.890',0.060,-0.072,0.517,-0.145,98.000
'0:14.900',0.015,-0.072,0.512,-0.149,98.000
'0:14.910',0.045,-0.073,0.508,-0.153,98.000
'0:14.920',-0.065,-0.074,0.504,-0.157,98.000
'0:14.930',-0.050,-0.075,0.499,-0.160,98.000
'0:14.940',-0.115,-0.076,0.495,-0.164,98.000
'0:14.950',-0.065,-0.077,0.491,-0.167,98.000
'0:14.960',-0.105,-0.078,0.486,-0.170,98.000
'0:14.970',-0.075,-0.080,0.482,-0.173,98.000
'0:14.980',-0.105,-0.081,0.477,-0.175,98.000
'0:14.990',-0.070,-0.083,0.473,-0.178,98.000
'0:15.000',-0.095,-0.084,0.468,-0.181,98.000
'0:15.010',-0.060,-0.086,0.461,-0.183,98.000
'0:15.020',-0.085,-0.088,0.454,-0.185,98.000
'0:15.030',-0.040,-0.089,0.447,-0.188,98.000
'0:15.040',-0.065,-0.091,0.440,-0.190,98.000
'0:15.050',-0.045,-0.093,0.433,-0.192,98.000
'0:15.060',-0.045,-0.092,0.428,-0.194,98.000
'0:15.070',-0.035,-0.091,0.423,-0.197,98.000
'0:15.080',0.000,-0.090,0.418,-0.199,98.000
'0:15.090',0.010,-0.090,0.413,-0.201,98.000
'0:15.100',0.015,-0.089,0.408,-0.204,98.000
'0:15.110',0.060,-0.088,0.403,-0.206,98.000
'0:15.120',0.075,-0.088,0.397,-0.209,98.000
'0:15.130',0.110,-0.087,0.391,-0.212,98.000
'0:15.140',0.140,-0.086,0.385,-0.215,98.000
'0:15.150',0.175,-0.086,0.379,-0.218,98.000
'0:15.160',0.190,-0.086,0.375,-0.221,98.000
'0:15.170',0.160,-0.086,0.371,-0.224,98.000
'0:15.180',0.100,-0.086,0.367,-0.227,98.000
'0:15.190',0.070,-0.087,0.363,-0.230,98.000
'0:15.200',0.025,-0.087,0.359,-0.234,98.000
'0:15.210',0.005,-0.087,0.360,-0.238,98.000
'0:15.220',0.000,-0.086,0.362,-0.242,98.000
'0:15.230',0.000,-0.086,0.363,-0.246,98.000
'0:15.240',-0.005,-0.086,0.365,-0.251,98.000
'0:15.250',-0.015,-0.086,0.366,-0.255,98.000
'0:15.260',-0.010,-0.087,0.361,-0.260,98.000
'0:15.270',-0.015,-0.087,0.356,-0.265,98.000
'0:15.280',-0.015,-0.087,0.352,-0.270,98.000
'0:15.290',-0.010,-0.088,0.347,-0.276,98.000
'0:15.300',-0.010,-0.088,0.342,-0.281,98.000
'0:15.310',-0.005,-0.090,0.341,-0.286,98.000
'0:15.320',-0.010,-0.091,0.339,-0.292,98.000
'0:15.330',0.010,-0.092,0.338,-0.297,98.000
'0:15.340',0.000,-0.093,0.337,-0.303,98.000
'0:15.350',0.000,-0.094,0.336,-0.308,98.000
'0:15.360',-0.015,-0.094,0.333,-0.314,98.000
'0:15.370',-0.005,-0.093,0.329,-0.320,98.000
'0:15.380',0.000,-0.092,0.326,-0.326,98.000
'0:15.390',0.000,-0.091,0.323,-0.332,98.000
'0:15.400',-0.010,-0.091,0.320,-0.338,98.000
'0:15.410',0.000,-0.092,0.310,-0.344,98.000
'0:15.420',0.000,-0.093,0.299,-0.350,98.000
'0:15.430',-0.005,-0.094,0.288,-0.356,98.000
'0:15.440',0.000,-0.095,0.277,-0.362,98.000
'0:15.450',0.000,-0.096,0.266,-0.368,98.000
'0:15.460',-0.010,-0.098,0.265,-0.374,98.000
'0:15.470',-0.010,-0.099,0.264,-0.380,98.000
'0:15.480',0.000,-0.100,0.263,-0.386,98.000
'0:15.490',-0.005,-0.101,0.261,-0.392,98.000
'0:15.500',-0.005,-0.103,0.260,-0.398,98.000
'0:15.510',-0.015,-0.102,0.262,-0.404,98.000
'0:15.520',-0.005,-0.101,0.264,-0.410,98.000
'0:15.530',-0.005,-0.101,0.266,-0.416,98.000
'0:15.540',0.000,-0.100,0.268,-0.422,98.000
'0:15.550',-0.015,-0.100,0.270,-0.428,98.000
'0:15.560',-0.005,-0.101,0.266,-0.434,98.000
'0:15.570',-0.005,-0.101,0.263,-0.440,98.000
'0:15.580',-0.005,-0.102,0.260,-0.446,98.000
'0:15.590',-0.010,-0.103,0.256,-0.452,98.000
'0:15.600',-0.010,-0.104,0.253,-0.458,98.000
'0:15.610',-0.020,-0.104,0.248,-0.465,98.000
'0:15.620',-0.010,-0.104,0.244,-0.471,98.000
'0:15.630',-0.030,-0.104,0.239,-0.477,98.000
'0:15.640',-0.005,-0.105,0.234,-0.483,98.000
'0:15.650',-0.020,-0.105,0.230,-0.489,98.000
'0:15.660',-0.020,-0.105,0.228,-0.495,98.000
'0:15.670',-0.015,-0.106,0.227,-0.501,98.000
'0:15.680',-0.015,-0.107,0.225,-0.507,98.000
'0:15.690',-0.020,-0.107,0.224,-0.513,98.000
'0:15.700',-0.010,-0.108,0.222,-0.518,98.000
'0:15.710',-0.010,-0.108,0.221,-0.524,98.000
'0:15.720',-0.005,-0.109,0.219,-0.529,98.000
