'Elapsed time','ECG','Resp C','Resp A','Resp N','SpO2'
'0:10.730',-0.095,-0.048,0.037,-0.339,95.000
'0:10.740',-0.125,-0.048,0.044,-0.345,95.000
'0:10.750',-0.095,-0.048,0.052,-0.352,95.000
'0:10.760',-0.070,-0.050,0.060,-0.358,95.000
'0:10.770',0.130,-0.051,0.069,-0.364,95.000
'0:10.780',0.505,-0.053,0.078,-0.370,95.000
'0:10.790',-0.145,-0.055,0.087,-0.376,95.000
'0:10.800',-0.370,-0.057,0.096,-0.382,95.000
'0:10.810',-0.260,-0.058,0.101,-0.387,95.000
'0:10.820',-0.170,-0.058,0.106,-0.393,95.000
'0:10.830',-0.085,-0.059,0.111,-0.398,95.000
'0:10.840',-0.105,-0.059,0.116,-0.404,95.000
'0:10.850',-0.095,-0.059,0.122,-0.409,95.000
'0:10.860',-0.105,-0.059,0.126,-0.414,95.000
'0:10.870',-0.095,-0.058,0.130,-0.419,95.000
'0:10.880',-0.085,-0.058,0.135,-0.423,95.000
'0:10.890',-0.100,-0.057,0.139,-0.428,95.000
'0:10.900',-0.065,-0.056,0.144,-0.433,95.000
'0:10.910',-0.045,-0.057,0.150,-0.437,95.000
'0:10.920',-0.065,-0.057,0.157,-0.441,95.000
'0:10.930',-0.035,-0.057,0.163,-0.446,95.000
'0:10.940',-0.040,-0.057,0.169,-0.450,95.000
'0:10.950',0.000,-0.058,0.176,-0.454,95.000
'0:10.960',0.030,-0.058,0.181,-0.458,95.000
'0:10.970',0.045,-0.058,0.186,-0.462,95.000
'0:10.980',0.055,-0.058,0.192,-0.466,95.000
'0:10.990',0.095,-0.057,0.197,-0.470,95.000
'0:11.000',0.120,-0.057,0.203,-0.473,95.000
'0:11.010',0.175,-0.058,0.209,-0.477,95.000
'0:11.020',0.220,-0.058,0.215,-0.480,95.000
'0:11.030',0.240,-0.059,0.221,-0.483,95.000
'0:11.040',0.260,-0.059,0.227,-0.486,95.000
'0:11.050',0.280,-0.060,0.233,-0.490,95.000
'0:11.060',0.310,-0.059,0.233,-0.492,95.000
'0:11.070',0.310,-0.059,0.233,-0.495,95.000
'0:11.080',0.290,-0.058,0.234,-0.498,95.000
'0:11.090',0.215,-0.058,0.234,-0.501,95.000
'0:11.100',0.145,-0.057,0.234,-0.503,95.000
'0:11.110',0.080,-0.057,0.230,-0.506,95.000
'0:11.120',0.035,-0.056,0.226,-0.508,95.000
'0:11.130',-0.010,-0.056,0.222,-0.510,95.000
'0:11.140',-0.025,-0.056,0.218,-0.512,95.000
'0:11.150',-0.035,-0.056,0.214,-0.514,95.000
'0:11.160',-0.070,-0.056,0.210,-0.515,95.000
'0:11.170',-0.035,-0.056,0.206,-0.515,95.000
'0:11.180',-0.040,-0.056,0.203,-0.515,95.000
'0:11.190',-0.030,-0.057,0.199,-0.516,95.000
'0:11.200',-0.035,-0.057,0.195,-0.516,95.000
'0:11.210',-0.025,-0.057,0.188,-0.513,95.000
'0:11.220',-0.015,-0.057,0.182,-0.510,95.000
'0:11.230',-0.020,-0.057,0.175,-0.507,95.000
'0:11.240',-0.025,-0.057,0.168,-0.504,95.000
'0:11.250',-0.045,-0.057,0.161,-0.502,95.000
'0:11.260',-0.055,-0.058,0.155,-0.495,95.000
'0:11.270',-0.035,-0.059,0.149,-0.489,95.000
'0:11.280',-0.030,-0.060,0.143,-0.482,95.000
'0:11.290',-0.040,-0.060,0.137,-0.476,95.000
'0:11.300',-0.035,-0.061,0.130,-0.470,95.000
'0:11.310',-0.050,-0.062,0.124,-0.461,95.000
'0:11.320',-0.055,-0.062,0.118,-0.452,95.000
'0:11.330',-0.055,-0.062,0.112,-0.443,95.000
'0:11.340',-0.050,-0.062,0.106,-0.434,95.000
'0:11.350',-0.070,-0.062,0.100,-0.425,95.000
'0:11.360',0.000,-0.062,0.092,-0.415,95.000
'0:11.370',0.050,-0.061,0.084,-0.405,95.000
'0:11.380',0.065,-0.060,0.076,-0.395,95.000
'0:11.390',0.060,-0.060,0.068,-0.385,95.000
'0:11.400',0.125,-0.059,0.060,-0.375,95.000
'0:11.410',0.100,-0.058,0.051,-0.365,95.000
'0:11.420',0.065,-0.058,0.043,-0.354,95.000
'0:11.430',0.005,-0.057,0.035,-0.344,95.000
'0:11.440',0.000,-0.056,0.027,-0.334,95.000
'0:11.450',-0.090,-0.056,0.018,-0.323,95.000
'0:11.460',-0.100,-0.056,0.012,-0.312,95.000
'0:11.470',-0.105,-0.056,0.006,-0.301,95.000
'0:11.480',-0.085,-0.056,-0.000,-0.291,95.000
'0:11.490',-0.105,-0.057,-0.006,-0.280,95.000
'0:11.500',-0.110,-0.057,-0.012,-0.269,95.000
'0:11.510',-0.115,-0.058,-0.016,-0.258,95.000
'0:11.520',-0.100,-0.059,-0.019,-0.247,95.000
'0:11.530',-0.070,-0.060,-0.023,-0.236,95.000
'0:11.540',0.185,-0.061,-0.027,-0.225,95.000
'0:11.550',0.530,-0.062,-0.030,-0.214,95.000
'0:11.560',-0.175,-0.062,-0.033,-0.203,95.000
'0:11.570',-0.395,-0.062,-0.035,-0.192,95.000
'0:11.580',-0.230,-0.062,-0.038,-0.181,95.000
'0:11.590',-0.110,-0.062,-0.040,-0.170,95.000
'0:11.600',-0.065,-0.063,-0.043,-0.158,95.000
'0:11.610',-0.100,-0.063,-0.045,-0.147,95.000
'0:11.620',-0.110,-0.064,-0.048,-0.137,95.000
'0:11.630',-0.120,-0.065,-0.051,-0.126,95.000
'0:11.640',-0.085,-0.066,-0.054,-0.115,95.000
'0:11.650',-0.090,-0.066,-0.057,-0.104,95.000
'0:11.660',-0.075,-0.067,-0.060,-0.093,95.000
'0:11.670',-0.080,-0.069,-0.062,-0.083,95.000
'0:11.680',-0.055,-0.070,-0.065,-0.072,95.000
'0:11.690',-0.060,-0.071,-0.068,-0.062,95.000
'0:11.700',-0.040,-0.072,-0.070,-0.051,95.000
'0:11.710',-0.035,-0.071,-0.072,-0.041,95.000
'0:11.720',0.000,-0.071,-0.074,-0.031,95.000
'0:11.730',0.010,-0.071,-0.076,-0.021,95.000
'0:11.740',0.035,-0.070,-0.077,-0.010,95.000
'0:11.750',0.055,-0.070,-0.079,-0.000,95.000
'0:11.760',0.100,-0.070,-0.085,0.009,95.000
'0:11.770',0.125,-0.071,-0.091,0.019,95.000
'0:11.780',0.160,-0.072,-0.096,0.028,95.000
'0:11.790',0.190,-0.072,-0.102,0.038,95.000
'0:11.800',0.235,-0.073,-0.108,0.047,95.000
'0:11.810',0.280,-0.073,-0.117,0.056,95.000
'0:11.820',0.300,-0.073,-0.127,0.065,95.000
'0:11.830',0.295,-0.074,-0.137,0.074,95.000
'0:11.840',0.295,-0.074,-0.146,0.083,95.000
'0:11.850',0.265,-0.074,-0.156,0.092,95.000
'0:11.860',0.210,-0.074,-0.166,0.101,95.000
'0:11.870',0.140,-0.073,-0.175,0.109,95.000
'0:11.880',0.080,-0.073,-0.185,0.118,95.000
'0:11.890',0.020,-0.072,-0.195,0.126,95.000
'0:11.900',-0.010,-0.072,-0.204,0.135,95.000
'0:11.910',-0.030,-0.072,-0.213,0.143,95.000
'0:11.920',-0.030,-0.072,-0.221,0.151,95.000
'0:11.930',-0.025,-0.072,-0.230,0.159,95.000
'0:11.940',-0.035,-0.072,-0.239,0.167,95.000
'0:11.950',-0.050,-0.072,-0.247,0.175,95.000
'0:11.960',-0.035,-0.072,-0.256,0.182,95.000
'0:11.970',-0.030,-0.072,-0.264,0.189,95.000
'0:11.980',-0.030,-0.072,-0.273,0.197,95.000
'0:11.990',-0.020,-0.072,-0.281,0.204,95.000
'0:12.000',-0.030,-0.072,-0.290,0.212,95.000
'0:12.010',-0.020,-0.072,-0.296,0.218,95.000
'0:12.020',-0.040,-0.072,-0.303,0.225,95.000
'0:12.030',-0.025,-0.071,-0.309,0.232,95.000
'0:12.040',-0.050,-0.071,-0.316,0.238,95.000
'0:12.050',-0.040,-0.071,-0.323,0.245,95.000
'0:12.060',-0.070,-0.071,-0.327,0.251,95.000
'0:12.070',-0.060,-0.072,-0.331,0.257,95.000
'0:12.080',-0.050,-0.072,-0.335,0.263,95.000
'0:12.090',-0.070,-0.072,-0.339,0.268,95.000
'0:12.100',-0.070,-0.072,-0.343,0.274,95.000
'0:12.110',-0.065,-0.073,-0.347,0.279,95.000
'0:12.120',-0.065,-0.073,-0.352,0.284,95.000
'0:12.130',-0.005,-0.073,-0.356,0.289,95.000
'0:12.140',0.040,-0.073,-0.361,0.294,95.000
'0:12.150',0.045,-0.074,-0.365,0.299,95.000
'0:12.160',0.050,-0.073,-0.370,0.304,95.000
'0:12.170',0.120,-0.072,-0.374,0.308,95.000
'0:12.180',0.095,-0.072,-0.378,0.312,95.000
'0:12.190',0.040,-0.071,-0.382,0.317,95.000
'0:12.200',0.000,-0.071,-0.387,0.321,95.000
'0:12.210',-0.005,-0.071,-0.389,0.325,95.000
'0:12.220',-0.075,-0.071,-0.392,0.329,95.000
'0:12.230',-0.110,-0.072,-0.394,0.332,95.000
'0:12.240',-0.120,-0.072,-0.396,0.336,95.000
'0:12.250',-0.100,-0.073,-0.399,0.340,95.000
'0:12.260',-0.100,-0.072,-0.400,0.343,95.000
'0:12.270',-0.100,-0.072,-0.401,0.347,95.000
'0:12.280',-0.115,-0.072,-0.402,0.350,95.000
'0:12.290',-0.105,-0.072,-0.403,0.353,95.000
'0:12.300',-0.105,-0.072,-0.404,0.356,95.000
'0:12.310',0.105,-0.073,-0.405,0.359,95.000
'0:12.320',0.415,-0.073,-0.406,0.362,95.000
'0:12.330',-0.220,-0.073,-0.407,0.365,95.000
'0:12.340',-0.435,-0.074,-0.408,0.368,95.000
'0:12.350',-0.255,-0.074,-0.409,0.371,95.000
'0:12.360',-0.125,-0.074,-0.411,0.373,95.000
'0:12.370',-0.100,-0.074,-0.413,0.376,95.000
'0:12.380',-0.110,-0.075,-0.415,0.378,95.000
'0:12.390',-0.100,-0.075,-0.417,0.381,95.000
'0:12.400',-0.115,-0.075,-0.419,0.384,95.000
'0:12.410',-0.100,-0.075,-0.420,0.386,95.000
'0:12.420',-0.105,-0.076,-0.420,0.388,95.000
'0:12.430',-0.085,-0.076,-0.421,0.390,95.000
'0:12.440',-0.080,-0.076,-0.422,0.393,95.000
'0:12.450',-0.050,-0.076,-0.423,0.395,95.000
'0:12.460',-0.060,-0.076,-0.423,0.397,95.000
'0:12.470',-0.055,-0.076,-0.424,0.399,95.000
'0:12.480',-0.025,-0.075,-0.424,0.401,95.000
'0:12.490',0.005,-0.075,-0.425,0.403,95.000
'0:12.500',0.000,-0.075,-0.426,0.405,95.000
'0:12.510',0.025,-0.075,-0.426,0.407,95.000
'0:12.520',0.065,-0.075,-0.426,0.408,95.000
'0:12.530',0.095,-0.075,-0.426,0.410,95.000
'0:12.540',0.145,-0.075,-0.426,0.412,95.000
'0:12.550',0.185,-0.075,-0.426,0.414,95.000
'0:12.560',0.205,-0.076,-0.426,0.415,95.000
'0:12.570',0.245,-0.076,-0.425,0.417,95.000
'0:12.580',0.275,-0.077,-0.425,0.418,95.000
'0:12.590',0.295,-0.078,-0.425,0.420,95.000
'0:12.600',0.305,-0.079,-0.425,0.422,95.000
'0:12.610',0.325,-0.078,-0.424,0.423,95.000
'0:12.620',0.285,-0.077,-0.424,0.424,95.000
'0:12.630',0.215,-0.077,-0.423,0.426,95.000
'0:12.640',0.140,-0.076,-0.422,0.427,95.000
'0:12.650',0.080,-0.076,-0.421,0.428,95.000
'0:12.660',0.025,-0.076,-0.419,0.429,95.000
'0:12.670',-0.010,-0.076,-0.417,0.430,95.000
'0:12.680',-0.040,-0.076,-0.414,0.431,95.000
'0:12.690',-0.040,-0.076,-0.412,0.431,95.000
'0:12.700',-0.025,-0.076,-0.409,0.432,95.000
'0:12.710',-0.045,-0.075,-0.406,0.431,95.000
'0:12.720',-0.040,-0.074,-0.402,0.430,95.000
'0:12.730',-0.025,-0.073,-0.399,0.429,95.000
'0:12.740',-0.030,-0.072,-0.395,0.428,95.000
'0:12.750',-0.030,-0.071,-0.392,0.427,95.000
'0:12.760',-0.030,-0.070,-0.387,0.422,95.000
'0:12.770',-0.035,-0.068,-0.382,0.417,95.000
'0:12.780',-0.025,-0.067,-0.377,0.412,95.000
'0:12.790',-0.035,-0.066,-0.372,0.407,95.000
'0:12.800',-0.035,-0.065,-0.367,0.402,95.000
'0:12.810',-0.055,-0.067,-0.362,0.393,95.000
'0:12.820',-0.050,-0.068,-0.356,0.384,95.000
'0:12.830',-0.050,-0.069,-0.351,0.374,95.000
'0:12.840',-0.055,-0.071,-0.346,0.365,95.000
'0:12.850',-0.065,-0.072,-0.341,0.356,95.000
'0:12.860',-0.055,-0.073,-0.334,0.343,95.000
'0:12.870',-0.055,-0.073,-0.326,0.331,95.000
'0:12.880',-0.050,-0.073,-0.318,0.318,95.000
'0:12.890',-0.040,-0.073,-0.311,0.306,95.000
'0:12.900',0.025,-0.073,-0.303,0.293,95.000
'0:12.910',0.025,-0.072,-0.294,0.279,95.000
'0:12.920',0.075,-0.072,-0.284,0.264,95.000
'0:12.930',0.070,-0.071,-0.275,0.250,95.000
'0:12.940',0.135,-0.070,-0.266,0.236,95.000
'0:12.950',0.085,-0.070,-0.256,0.221,95.000
'0:12.960',0.030,-0.071,-0.239,0.207,95.000
'0:12.970',-0.005,-0.071,-0.222,0.192,95.000
'0:12.980',-0.025,-0.072,-0.206,0.177,95.000
'0:12.990',-0.100,-0.073,-0.189,0.163,95.000
'0:13.000',-0.100,-0.074,-0.172,0.148,95.000
'0:13.010',-0.125,-0.073,-0.156,0.133,95.000
'0:13.020',-0.080,-0.072,-0.140,0.119,95.000
'0:13.030',-0.105,-0.071,-0.125,0.104,95.000
'0:13.040',-0.090,-0.070,-0.109,0.090,95.000
'0:13.050',-0.125,-0.069,-0.094,0.075,95.000
'0:13.060',-0.070,-0.069,-0.090,0.062,95.000
'0:13.070',-0.060,-0.069,-0.087,0.048,95.000
'0:13.080',0.175,-0.069,-0.084,0.035,95.000
'0:13.090',0.505,-0.069,-0.081,0.021,95.000
'0:13.100',-0.355,-0.070,-0.077,0.007,95.000
'0:13.110',-0.365,-0.069,-0.072,-0.005,95.000
'0:13.120',-0.235,-0.069,-0.067,-0.018,95.000
'0:13.130',-0.130,-0.069,-0.062,-0.030,95.000
'0:13.140',-0.100,-0.068,-0.056,-0.042,95.000
'0:13.150',-0.115,-0.068,-0.051,-0.055,95.000
'0:13.160',-0.090,-0.067,-0.046,-0.066,95.000
'0:13.170',-0.110,-0.066,-0.041,-0.077,95.000
'0:13.180',-0.100,-0.065,-0.035,-0.089,95.000
'0:13.190',-0.095,-0.064,-0.030,-0.100,95.000
'0:13.200',-0.070,-0.063,-0.024,-0.111,95.000
'0:13.210',-0.070,-0.063,-0.017,-0.121,95.000
'0:13.220',-0.060,-0.064,-0.010,-0.131,95.000
'0:13.230',-0.060,-0.065,-0.003,-0.141,95.000
'0:13.240',-0.020,-0.066,0.004,-0.150,95.000
'0:13.250',-0.030,-0.067,0.011,-0.160,95.000
'0:13.260',0.010,-0.065,0.019,-0.168,95.000
'0:13.270',0.025,-0.064,0.027,-0.177,95.000
'0:13.280',0.055,-0.062,0.035,-0.185,95.000
'0:13.290',0.060,-0.061,0.043,-0.193,95.000
'0:13.300',0.115,-0.060,0.051,-0.202,95.000
'0:13.310',0.145,-0.059,0.057,-0.209,95.000
'0:13.320',0.200,-0.058,0.064,-0.216,95.000
'0:13.330',0.220,-0.058,0.070,-0.224,95.000
'0:13.340',0.275,-0.057,0.076,-0.231,95.000
'0:13.350',0.285,-0.056,0.082,-0.238,95.000
'0:13.360',0.310,-0.055,0.090,-0.244,95.000
'0:13.370',0.310,-0.054,0.098,-0.251,95.000
'0:13.380',0.320,-0.053,0.107,-0.257,95.000
'0:13.390',0.275,-0.052,0.115,-0.263,95.000
'0:13.400',0.225,-0.051,0.123,-0.270,95.000
'0:13.410',0.150,-0.050,0.128,-0.275,95.000
'0:13.420',0.060,-0.048,0.134,-0.281,95.000
'0:13.430',0.035,-0.046,0.139,-0.287,95.000
'0:13.440',0.000,-0.045,0.144,-0.293,95.000
'0:13.450',-0.015,-0.043,0.150,-0.299,95.000
'0:13.460',-0.035,-0.042,0.157,-0.305,95.000
'0:13.470',-0.030,-0.041,0.164,-0.310,95.000
'0:13.480',-0.035,-0.041,0.172,-0.316,95.000
'0:13.490',-0.020,-0.040,0.179,-0.321,95.000
'0:13.500',-0.040,-0.039,0.186,-0.327,95.000
'0:13.510',-0.015,-0.038,0.193,-0.332,95.000
'0:13.520',-0.030,-0.036,0.199,-0.337,95.000
'0:13.530',-0.035,-0.035,0.205,-0.343,95.000
'0:13.540',-0.010,-0.033,0.211,-0.348,95.000
'0:13.550',0.000,-0.032,0.218,-0.353,95.000
'0:13.560',-0.020,-0.032,0.222,-0.358,95.000
'0:13.570',-0.035,-0.032,0.226,-0.363,95.000
'0:13.580',-0.040,-0.031,0.230,-0.367,95.000
'0:13.590',-0.035,-0.031,0.234,-0.372,95.000
'0:13.600',-0.030,-0.031,0.238,-0.377,95.000
'0:13.610',-0.045,-0.031,0.244,-0.381,95.000
'0:13.620',-0.045,-0.032,0.251,-0.386,95.000
'0:13.630',-0.055,-0.032,0.257,-0.390,95.000
'0:13.640',-0.070,-0.032,0.263,-0.394,95.000
'0:13.650',-0.060,-0.032,0.270,-0.399,95.000
'0:13.660',-0.020,-0.032,0.275,-0.402,95.000
'0:13.670',0.055,-0.032,0.281,-0.406,95.000
'0:13.680',0.040,-0.032,0.287,-0.409,95.000
'0:13.690',0.055,-0.032,0.293,-0.413,95.000
'0:13.700',0.090,-0.032,0.299,-0.417,95.000
'0:13.710',0.110,-0.031,0.305,-0.419,95.000
'0:13.720',0.075,-0.031,0.311,-0.422,95.000
'0:13.730',0.010,-0.031,0.317,-0.425,95.000
'0:13.740',-0.005,-0.030,0.323,-0.428,95.000
'0:13.750',-0.060,-0.030,0.329,-0.431,95.000
'0:13.760',-0.120,-0.030,0.336,-0.434,95.000
'0:13.770',-0.090,-0.030,0.343,-0.436,95.000
'0:13.780',-0.115,-0.030,0.350,-0.438,95.000
'0:13.790',-0.115,-0.031,0.357,-0.440,95.000
'0:13.800',-0.125,-0.031,0.364,-0.443,95.000
'0:13.810',-0.105,-0.030,0.370,-0.444,95.000
'0:13.820',-0.120,-0.030,0.376,-0.446,95.000
'0:13.830',-0.060,-0.030,0.383,-0.448,95.000
'0:13.840',0.055,-0.030,0.389,-0.449,95.000
'0:13.850',0.375,-0.029,0.395,-0.451,95.000
'0:13.860',0.340,-0.029,0.399,-0.452,95.000
'0:13.870',-0.370,-0.029,0.402,-0.454,95.000
'0:13.880',-0.295,-0.029,0.406,-0.455,95.000
'0:13.890',-0.200,-0.029,0.410,-0.456,95.000
'0:13.900',-0.095,-0.028,0.414,-0.457,95.000
'0:13.910',-0.105,-0.029,0.417,-0.458,95.000
'0:13.920',-0.110,-0.029,0.420,-0.459,95.000
'0:13.930',-0.090,-0.030,0.422,-0.460,95.000
'0:13.940',-0.110,-0.030,0.425,-0.461,95.000
'0:13.950',-0.095,-0.031,0.428,-0.462,95.000
'0:13.960',-0.105,-0.031,0.426,-0.463,95.000
'0:13.970',-0.085,-0.032,0.425,-0.463,95.000
'0:13.980',-0.080,-0.032,0.424,-0.464,95.000
'0:13.990',-0.065,-0.032,0.423,-0.464,95.000
'0:14.000',-0.045,-0.032,0.422,-0.465,95.000
'0:14.010',-0.035,-0.033,0.415,-0.465,95.000
'0:14.020',-0.025,-0.033,0.408,-0.465,95.000
'0:14.030',0.000,-0.033,0.402,-0.465,95.000
'0:14.040',0.005,-0.034,0.396,-0.465,95.000
'0:14.050',0.040,-0.034,0.389,-0.465,95.000
'0:14.060',0.070,-0.033,0.381,-0.463,95.000
'0:14.070',0.120,-0.033,0.372,-0.462,95.000
'0:14.080',0.135,-0.032,0.364,-0.460,95.000
'0:14.090',0.195,-0.032,0.355,-0.458,95.000
'0:14.100',0.230,-0.031,0.347,-0.456,95.000
'0:14.110',0.255,-0.030,0.337,-0.451,95.000
'0:14.120',0.265,-0.029,0.327,-0.446,95.000
'0:14.130',0.295,-0.028,0.317,-0.441,95.000
'0:14.140',0.305,-0.027,0.307,-0.436,95.000
'0:14.150',0.300,-0.026,0.297,-0.431,95.000
'0:14.160',0.245,-0.026,0.287,-0.424,95.000
'0:14.170',0.175,-0.025,0.278,-0.416,95.000
'0:14.180',0.110,-0.025,0.268,-0.408,95.000
'0:14.190',0.040,-0.025,0.258,-0.400,95.000
'0:14.200',0.000,-0.024,0.248,-0.393,95.000
'0:14.210',-0.010,-0.025,0.240,-0.383,95.000
'0:14.220',-0.030,-0.025,0.232,-0.374,95.000
'0:14.230',-0.025,-0.025,0.224,-0.364,95.000
'0:14.240',-0.025,-0.026,0.216,-0.355,95.000
'0:14.250',-0.040,-0.026,0.208,-0.345,95.000
'0:14.260',-0.040,-0.027,0.200,-0.335,95.000
'0:14.270',-0.025,-0.028,0.193,-0.325,95.000
'0:14.280',-0.035,-0.029,0.185,-0.315,95.000
'0:14.290',-0.030,-0.030,0.177,-0.305,95.000
'0:14.300',-0.020,-0.031,0.170,-0.295,95.000
'0:14.310',-0.035,-0.032,0.161,-0.284,95.000
'0:14.320',-0.040,-0.033,0.151,-0.273,95.000
'0:14.330',-0.030,-0.033,0.142,-0.263,95.000
'0:14.340',-0.040,-0.034,0.132,-0.252,95.000
'0:14.350',-0.020,-0.035,0.123,-0.241,95.000
'0:14.360',-0.040,-0.034,0.112,-0.230,95.000
'0:14.370',-0.045,-0.033,0.101,-0.219,95.000
'0:14.380',-0.045,-0.032,0.090,-0.208,95.000
'0:14.390',-0.050,-0.032,0.080,-0.197,95.000
'0:14.400',-0.050,-0.031,0.069,-0.185,95.000
'0:14.410',-0.045,-0.030,0.061,-0.174,95.000
'0:14.420',-0.055,-0.030,0.052,-0.163,95.000
'0:14.430',-0.005,-0.030,0.044,-0.152,95.000
'0:14.440',0.035,-0.030,0.036,-0.141,95.000
'0:14.450',0.070,-0.030,0.028,-0.130,95.000
'0:14.460',0.085,-0.031,0.022,-0.119,95.000
'0:14.470',0.120,-0.032,0.017,-0.108,95.000
'0:14.480',0.095,-0.033,0.012,-0.096,95.000
'0:14.490',0.060,-0.034,0.007,-0.085,95.000
'0:14.500',0.000,-0.035,0.002,-0.074,95.000
'0:14.510',-0.005,-0.036,-0.001,-0.063,95.000
'0:14.520',-0.075,-0.036,-0.004,-0.052,95.000
'0:14.530',-0.100,-0.037,-0.007,-0.042,95.000
'0:14.540',-0.125,-0.037,-0.010,-0.031,95.000
'0:14.550',-0.105,-0.037,-0.013,-0.020,95.000
'0:14.560',-0.115,-0.038,-0.017,-0.010,95.000
'0:14.570',-0.090,-0.039,-0.020,0.001,95.000
'0:14.580',-0.115,-0.039,-0.023,0.011,95.000
'0:14.590',-0.110,-0.040,-0.026,0.021,95.000
'0:14.600',-0.095,-0.041,-0.029,0.032,95.000
'0:14.610',0.190,-0.041,-0.032,0.041,95.000
'0:14.620',0.520,-0.042,-0.034,0.051,95.000
'0:14.630',-0.250,-0.042,-0.037,0.061,95.000
'0:14.640',-0.405,-0.042,-0.040,0.070,95.000
'0:14.650',-0.220,-0.043,-0.042,0.080,95.000
'0:14.660',-0.105,-0.043,-0.045,0.089,95.000
'0:14.670',-0.090,-0.043,-0.047,0.099,95.000
'0:14.680',-0.115,-0.043,-0.050,0.108,95.000
'0:14.690',-0.100,-0.043,-0.052,0.117,95.000
'0:14.700',-0.120,-0.043,-0.055,0.126,95.000
'0:14.710',-0.095,-0.044,-0.059,0.135,95.000
'0:14.720',-0.090,-0.045,-0.062,0.144,95.000
'0:14.730',-0.085,-0.046,-0.066,0.153,95.000
'0:14.740',-0.085,-0.047,-0.069,0.162,95.000
'0:14.750',-0.065,-0.048,-0.073,0.171,95.000
'0:14.760',-0.060,-0.048,-0.082,0.179,95.000
'0:14.770',-0.045,-0.049,-0.092,0.187,95.000
'0:14.780',-0.030,-0.049,-0.101,0.195,95.000
'0:14.790',-0.015,-0.050,-0.111,0.203,95.000
'0:14.800',0.000,-0.051,-0.120,0.212,95.000
'0:14.810',0.020,-0.051,-0.137,0.219,95.000
'0:14.820',0.045,-0.051,-0.153,0.227,95.000
'0:14.830',0.090,-0.051,-0.170,0.235,95.000
'0:14.840',0.115,-0.051,-0.186,0.243,95.000
'0:14.850',0.175,-0.051,-0.203,0.250,95.000
'0:14.860',0.195,-0.051,-0.214,0.257,95.000
'0:14.870',0.240,-0.051,-0.225,0.265,95.000
'0:14.880',0.255,-0.051,-0.236,0.272,95.000
'0:14.890',0.275,-0.051,-0.247,0.279,95.000
'0:14.900',0.275,-0.051,-0.259,0.286,95.000
'0:14.910',0.305,-0.051,-0.266,0.293,95.000
'0:14.920',0.270,-0.051,-0.273,0.299,95.000
'0:14.930',0.200,-0.051,-0.280,0.306,95.000
'0:14.940',0.130,-0.051,-0.287,0.313,95.000
'0:14.950',0.080,-0.052,-0.294,0.320,95.000
'0:14.960',0.030,-0.052,-0.301,0.326,95.000
'0:14.970',-0.005,-0.052,-0.307,0.332,95.000
'0:14.980',-0.025,-0.052,-0.313,0.338,95.000
'0:14.990',-0.045,-0.052,-0.319,0.344,95.000
'0:15.000',-0.045,-0.052,-0.325,0.350,95.000
'0:15.010',-0.035,-0.051,-0.329,0.355,95.000
'0:15.020',-0.040,-0.050,-0.333,0.360,95.000
'0:15.030',-0.020,-0.050,-0.338,0.365,95.000
'0:15.040',-0.025,-0.049,-0.342,0.370,95.000
'0:15.050',-0.035,-0.049,-0.346,0.376,95.000
'0:15.060',-0.015,-0.049,-0.351,0.380,95.000
'0:15.070',-0.030,-0.050,-0.356,0.384,95.000
'0:15.080',-0.025,-0.051,-0.360,0.389,95.000
'0:15.090',-0.045,-0.052,-0.365,0.393,95.000
'0:15.100',-0.025,-0.053,-0.370,0.398,95.000
'0:15.110',-0.040,-0.052,-0.373,0.401,95.000
'0:15.120',-0.040,-0.052,-0.376,0.405,95.000
'0:15.130',-0.045,-0.052,-0.379,0.408,95.000
'0:15.140',-0.040,-0.051,-0.382,0.412,95.000
'0:15.150',-0.070,-0.051,-0.385,0.416,95.000
'0:15.160',-0.050,-0.051,-0.387,0.418,95.000
'0:15.170',-0.060,-0.050,-0.389,0.421,95.000
'0:15.180',-0.055,-0.050,-0.391,0.424,95.000
'0:15.190',-0.035,-0.049,-0.393,0.427,95.000
'0:15.200',0.030,-0.049,-0.394,0.430,95.000
'0:15.210',0.040,-0.050,-0.396,0.433,95.000
'0:15.220',0.075,-0.051,-0.398,0.435,95.000
'0:15.230',0.080,-0.052,-0.400,0.437,95.000
'0:15.240',0.110,-0.053,-0.402,0.440,95.000
'0:15.250',0.080,-0.054,-0.404,0.442,95.000
'0:15.260',0.015,-0.054,-0.405,0.444,95.000
'0:15.270',-0.020,-0.055,-0.406,0.446,95.000
'0:15.280',-0.045,-0.055,-0.407,0.448,95.000
'0:15.290',-0.105,-0.056,-0.408,0.450,95.000
'0:15.300',-0.100,-0.056,-0.409,0.452,95.000
'0:15.310',-0.120,-0.056,-0.410,0.453,95.000
'0:15.320',-0.105,-0.057,-0.411,0.455,95.000
'0:15.330',-0.125,-0.057,-0.412,0.457,95.000
'0:15.340',-0.095,-0.057,-0.413,0.458,95.000
'0:15.350',-0.130,-0.057,-0.414,0.460,95.000
'0:15.360',-0.090,-0.058,-0.414,0.461,95.000
'0:15.370',-0.050,-0.058,-0.414,0.462,95.000
'0:15.380',0.215,-0.059,-0.414,0.464,95.000
'0:15.390',0.360,-0.059,-0.415,0.465,95.000
'0:15.400',-0.475,-0.060,-0.415,0.466,95.000
'0:15.410',-0.385,-0.061,-0.414,0.467,95.000
