'Elapsed time','Resp C','Resp A','Resp N','SpO2'
'0:15.020',-0.103,-0.323,0.237,98.000
'0:15.030',-0.106,-0.321,0.237,98.000
'0:15.040',-0.108,-0.319,0.237,98.000
'0:15.050',-0.111,-0.316,0.238,98.000
'0:15.060',-0.101,-0.319,0.237,98.000
'0:15.070',-0.091,-0.321,0.237,98.000
'0:15.080',-0.081,-0.324,0.237,98.000
'0:15.090',-0.071,-0.326,0.237,98.000
'0:15.100',-0.061,-0.329,0.237,98.000
'0:15.110',-0.062,-0.328,0.236,98.000
'0:15.120',-0.063,-0.327,0.235,98.000
'0:15.130',-0.063,-0.326,0.234,98.000
'0:15.140',-0.064,-0.325,0.233,98.000
'0:15.150',-0.064,-0.325,0.232,98.000
'0:15.160',-0.063,-0.325,0.231,98.000
'0:15.170',-0.062,-0.324,0.230,98.000
'0:15.180',-0.061,-0.324,0.229,98.000
'0:15.190',-0.060,-0.324,0.227,98.000
'0:15.200',-0.059,-0.324,0.226,98.000
'0:15.210',-0.061,-0.323,0.225,98.000
'0:15.220',-0.063,-0.323,0.223,98.000
'0:15.230',-0.064,-0.323,0.222,98.000
'0:15.240',-0.066,-0.323,0.220,98.000
'0:15.250',-0.068,-0.322,0.219,98.000
'0:15.260',-0.070,-0.322,0.217,98.000
'0:15.270',-0.073,-0.322,0.216,98.000
'0:15.280',-0.076,-0.322,0.214,98.000
'0:15.290',-0.079,-0.322,0.213,98.000
'0:15.300',-0.082,-0.322,0.211,98.000
'0:15.310',-0.077,-0.321,0.210,98.000
'0:15.320',-0.073,-0.321,0.209,98.000
'0:15.330',-0.068,-0.320,0.208,98.000
'0:15.340',-0.064,-0.320,0.207,98.000
'0:15.350',-0.059,-0.320,0.205,98.000
'0:15.360',-0.060,-0.318,0.205,98.000
'0:15.370',-0.061,-0.317,0.204,98.000
'0:15.380',-0.062,-0.316,0.204,98.000
'0:15.390',-0.063,-0.314,0.203,98.000
'0:15.400',-0.065,-0.313,0.203,98.000
'0:15.410',-0.070,-0.314,0.203,98.000
'0:15.420',-0.074,-0.315,0.203,98.000
'0:15.430',-0.080,-0.316,0.204,98.000
'0:15.440',-0.085,-0.317,0.204,98.000
'0:15.450',-0.090,-0.318,0.204,98.000
'0:15.460',-0.092,-0.320,0.205,98.000
'0:15.470',-0.094,-0.323,0.205,98.000
'0:15.480',-0.096,-0.326,0.205,98.000
'0:15.490',-0.098,-0.328,0.206,98.000
'0:15.500',-0.101,-0.331,0.206,98.000
'0:15.510',-0.103,-0.331,0.207,98.000
'0:15.520',-0.106,-0.331,0.207,98.000
'0:15.530',-0.108,-0.332,0.208,98.000
'0:15.540',-0.111,-0.332,0.209,98.000
'0:15.550',-0.113,-0.332,0.209,98.000
'0:15.560',-0.116,-0.331,0.210,98.000
'0:15.570',-0.119,-0.330,0.211,98.000
'0:15.580',-0.122,-0.329,0.212,98.000
'0:15.590',-0.124,-0.328,0.213,98.000
'0:15.600',-0.127,-0.327,0.214,98.000
'0:15.610',-0.122,-0.329,0.215,98.000
'0:15.620',-0.116,-0.331,0.216,98.000
'0:15.630',-0.111,-0.332,0.218,98.000
'0:15.640',-0.105,-0.334,0.219,98.000
'0:15.650',-0.099,-0.336,0.220,98.000
'0:15.660',-0.099,-0.335,0.221,98.000
'0:15.670',-0.099,-0.335,0.222,98.000
'0:15.680',-0.099,-0.335,0.223,98.000
'0:15.690',-0.099,-0.334,0.225,98.000
'0:15.700',-0.099,-0.334,0.226,98.000
'0:15.710',-0.099,-0.334,0.227,98.000
'0:15.720',-0.099,-0.334,0.227,98.000
'0:15.730',-0.099,-0.334,0.228,98.000
'0:15.740',-0.099,-0.334,0.229,98.000
'0:15.750',-0.099,-0.333,0.230,98.000
'0:15.760',-0.097,-0.333,0.231,98.000
'0:15.770',-0.096,-0.333,0.232,98.000
'0:15.780',-0.094,-0.332,0.233,98.000
'0:15.790',-0.093,-0.332,0.234,98.000
'0:15.800',-0.092,-0.331,0.235,98.000
'0:15.810',-0.087,-0.332,0.235,98.000
'0:15.820',-0.083,-0.333,0.236,98.000
'0:15.830',-0.079,-0.333,0.237,98.000
'0:15.840',-0.075,-0.334,0.238,98.000
'0:15.850',-0.070,-0.334,0.238,98.000
'0:15.860',-0.073,-0.332,0.239,98.000
'0:15.870',-0.076,-0.331,0.240,98.000
'0:15.880',-0.079,-0.329,0.240,98.000
'0:15.890',-0.082,-0.327,0.241,98.000
'0:15.900',-0.085,-0.325,0.241,98.000
'0:15.910',-0.092,-0.322,0.242,98.000
'0:15.920',-0.098,-0.319,0.242,98.000
'0:15.930',-0.105,-0.316,0.243,98.000
'0:15.940',-0.111,-0.313,0.244,98.000
'0:15.950',-0.118,-0.310,0.244,98.000
'0:15.960',-0.120,-0.305,0.245,98.000
'0:15.970',-0.122,-0.301,0.245,98.000
'0:15.980',-0.124,-0.297,0.246,98.000
'0:15.990',-0.127,-0.292,0.246,98.000
'0:16.000',-0.129,-0.288,0.247,98.000
'0:16.010',-0.137,-0.279,0.247,98.000
'0:16.020',-0.146,-0.271,0.248,98.000
'0:16.030',-0.154,-0.262,0.248,98.000
'0:16.040',-0.163,-0.254,0.249,98.000
'0:16.050',-0.171,-0.245,0.249,98.000
'0:16.060',-0.164,-0.246,0.250,98.000
'0:16.070',-0.158,-0.246,0.250,98.000
'0:16.080',-0.151,-0.246,0.251,98.000
'0:16.090',-0.145,-0.247,0.251,98.000
'0:16.100',-0.138,-0.247,0.251,98.000
'0:16.110',-0.142,-0.244,0.252,98.000
'0:16.120',-0.145,-0.240,0.252,98.000
'0:16.130',-0.149,-0.237,0.253,98.000
'0:16.140',-0.152,-0.233,0.253,98.000
'0:16.150',-0.156,-0.230,0.254,98.000
'0:16.160',-0.164,-0.226,0.254,98.000
'0:16.170',-0.172,-0.222,0.255,98.000
'0:16.180',-0.180,-0.218,0.255,98.000
'0:16.190',-0.188,-0.214,0.256,98.000
'0:16.200',-0.196,-0.210,0.256,98.000
'0:16.210',-0.196,-0.212,0.256,98.000
'0:16.220',-0.195,-0.214,0.257,98.000
'0:16.230',-0.195,-0.216,0.257,98.000
'0:16.240',-0.195,-0.219,0.257,98.000
'0:16.250',-0.194,-0.221,0.258,98.000
'0:16.260',-0.192,-0.221,0.258,98.000
'0:16.270',-0.189,-0.222,0.259,98.000
'0:16.280',-0.187,-0.223,0.259,98.000
'0:16.290',-0.184,-0.223,0.259,98.000
'0:16.300',-0.182,-0.224,0.260,98.000
'0:16.310',-0.178,-0.221,0.260,98.000
'0:16.320',-0.173,-0.218,0.260,98.000
'0:16.330',-0.169,-0.215,0.261,98.000
'0:16.340',-0.165,-0.212,0.261,98.000
'0:16.350',-0.160,-0.209,0.261,98.000
'0:16.360',-0.165,-0.205,0.262,98.000
'0:16.370',-0.169,-0.202,0.262,98.000
'0:16.380',-0.173,-0.198,0.262,98.000
'0:16.390',-0.178,-0.195,0.262,98.000
'0:16.400',-0.182,-0.191,0.263,98.000
'0:16.410',-0.187,-0.191,0.263,98.000
'0:16.420',-0.192,-0.192,0.263,98.000
'0:16.430',-0.196,-0.192,0.263,98.000
'0:16.440',-0.201,-0.192,0.264,98.000
'0:16.450',-0.205,-0.193,0.264,98.000
'0:16.460',-0.203,-0.198,0.264,98.000
'0:16.470',-0.201,-0.203,0.264,98.000
'0:16.480',-0.199,-0.208,0.264,98.000
'0:16.490',-0.197,-0.213,0.264,98.000
'0:16.500',-0.195,-0.218,0.265,98.000
'0:16.510',-0.185,-0.227,0.265,98.000
'0:16.520',-0.175,-0.237,0.265,98.000
'0:16.530',-0.165,-0.246,0.265,98.000
'0:16.540',-0.155,-0.256,0.265,98.000
'0:16.550',-0.145,-0.265,0.265,98.000
'0:16.560',-0.150,-0.265,0.265,98.000
'0:16.570',-0.156,-0.265,0.265,98.000
'0:16.580',-0.161,-0.265,0.265,98.000
'0:16.590',-0.166,-0.265,0.265,98.000
'0:16.600',-0.171,-0.265,0.266,98.000
'0:16.610',-0.174,-0.266,0.266,98.000
'0:16.620',-0.177,-0.268,0.266,98.000
'0:16.630',-0.181,-0.269,0.266,98.000
'0:16.640',-0.184,-0.270,0.266,98.000
'0:16.650',-0.187,-0.272,0.266,98.000
'0:16.660',-0.182,-0.277,0.266,98.000
'0:16.670',-0.176,-0.283,0.266,98.000
'0:16.680',-0.170,-0.288,0.266,98.000
'0:16.690',-0.165,-0.294,0.266,98.000
'0:16.700',-0.159,-0.300,0.266,98.000
'0:16.710',-0.154,-0.304,0.266,98.000
'0:16.720',-0.149,-0.309,0.266,98.000
'0:16.730',-0.145,-0.314,0.265,98.000
'0:16.740',-0.140,-0.318,0.265,98.000
'0:16.750',-0.136,-0.323,0.265,98.000
'0:16.760',-0.133,-0.327,0.265,98.000
'0:16.770',-0.130,-0.331,0.265,98.000
'0:16.780',-0.127,-0.335,0.265,98.000
'0:16.790',-0.124,-0.339,0.265,98.000
'0:16.800',-0.121,-0.343,0.265,98.000
'0:16.810',-0.119,-0.343,0.265,98.000
'0:16.820',-0.117,-0.344,0.265,98.000
'0:16.830',-0.115,-0.344,0.265,98.000
'0:16.840',-0.113,-0.345,0.265,98.000
'0:16.850',-0.111,-0.346,0.265,98.000
'0:16.860',-0.106,-0.347,0.265,98.000
'0:16.870',-0.101,-0.348,0.265,98.000
'0:16.880',-0.096,-0.349,0.265,98.000
'0:16.890',-0.091,-0.351,0.265,98.000
'0:16.900',-0.086,-0.352,0.265,98.000
'0:16.910',-0.088,-0.351,0.265,98.000
'0:16.920',-0.090,-0.351,0.265,98.000
'0:16.930',-0.093,-0.350,0.265,98.000
'0:16.940',-0.095,-0.349,0.264,98.000
'0:16.950',-0.098,-0.348,0.264,98.000
'0:16.960',-0.097,-0.348,0.263,98.000
'0:16.970',-0.096,-0.348,0.262,98.000
'0:16.980',-0.095,-0.348,0.261,98.000
'0:16.990',-0.094,-0.348,0.260,98.000
'0:17.000',-0.093,-0.347,0.259,98.000
'0:17.010',-0.091,-0.347,0.257,98.000
'0:17.020',-0.088,-0.347,0.255,98.000
'0:17.030',-0.086,-0.347,0.253,98.000
'0:17.040',-0.083,-0.347,0.252,98.000
'0:17.050',-0.081,-0.346,0.250,98.000
'0:17.060',-0.085,-0.346,0.248,98.000
'0:17.070',-0.090,-0.345,0.246,98.000
'0:17.080',-0.095,-0.344,0.244,98.000
'0:17.090',-0.099,-0.344,0.242,98.000
'0:17.100',-0.104,-0.343,0.240,98.000
'0:17.110',-0.104,-0.342,0.238,98.000
'0:17.120',-0.104,-0.342,0.236,98.000
'0:17.130',-0.104,-0.341,0.234,98.000
'0:17.140',-0.104,-0.340,0.232,98.000
'0:17.150',-0.104,-0.340,0.230,98.000
'0:17.160',-0.096,-0.340,0.228,98.000
'0:17.170',-0.089,-0.340,0.226,98.000
'0:17.180',-0.081,-0.340,0.224,98.000
'0:17.190',-0.074,-0.340,0.222,98.000
'0:17.200',-0.066,-0.340,0.220,98.000
'0:17.210',-0.064,-0.340,0.218,98.000
'0:17.220',-0.061,-0.340,0.216,98.000
'0:17.230',-0.059,-0.340,0.214,98.000
'0:17.240',-0.056,-0.340,0.212,98.000
'0:17.250',-0.054,-0.340,0.211,98.000
'0:17.260',-0.056,-0.341,0.209,98.000
'0:17.270',-0.059,-0.341,0.208,98.000
'0:17.280',-0.062,-0.342,0.206,98.000
'0:17.290',-0.064,-0.343,0.204,98.000
'0:17.300',-0.067,-0.343,0.203,98.000
'0:17.310',-0.068,-0.342,0.201,98.000
'0:17.320',-0.070,-0.342,0.200,98.000
'0:17.330',-0.071,-0.341,0.198,98.000
'0:17.340',-0.072,-0.340,0.196,98.000
'0:17.350',-0.074,-0.339,0.195,98.000
'0:17.360',-0.081,-0.337,0.193,98.000
'0:17.370',-0.088,-0.334,0.191,98.000
'0:17.380',-0.095,-0.331,0.190,98.000
'0:17.390',-0.103,-0.328,0.188,98.000
'0:17.400',-0.110,-0.326,0.187,98.000
'0:17.410',-0.107,-0.328,0.186,98.000
'0:17.420',-0.105,-0.330,0.185,98.000
'0:17.430',-0.102,-0.332,0.183,98.000
'0:17.440',-0.099,-0.334,0.182,98.000
'0:17.450',-0.097,-0.336,0.181,98.000
'0:17.460',-0.088,-0.339,0.180,98.000
'0:17.470',-0.079,-0.342,0.179,98.000
'0:17.480',-0.070,-0.344,0.178,98.000
'0:17.490',-0.061,-0.347,0.177,98.000
'0:17.500',-0.052,-0.350,0.176,98.000
'0:17.510',-0.059,-0.348,0.175,98.000
'0:17.520',-0.066,-0.347,0.174,98.000
'0:17.530',-0.073,-0.346,0.173,98.000
'0:17.540',-0.080,-0.345,0.172,98.000
'0:17.550',-0.086,-0.344,0.171,98.000
'0:17.560',-0.085,-0.343,0.170,98.000
'0:17.570',-0.084,-0.342,0.169,98.000
'0:17.580',-0.082,-0.341,0.168,98.000
'0:17.590',-0.081,-0.340,0.167,98.000
'0:17.600',-0.080,-0.339,0.167,98.000
'0:17.610',-0.075,-0.339,0.166,98.000
'0:17.620',-0.070,-0.339,0.165,98.000
'0:17.630',-0.065,-0.339,0.164,98.000
'0:17.640',-0.060,-0.339,0.163,98.000
'0:17.650',-0.056,-0.339,0.162,98.000
'0:17.660',-0.060,-0.338,0.161,98.000
'0:17.670',-0.065,-0.338,0.160,98.000
'0:17.680',-0.069,-0.337,0.160,98.000
'0:17.690',-0.074,-0.336,0.159,98.000
'0:17.700',-0.078,-0.335,0.158,98.000
'0:17.710',-0.081,-0.334,0.157,98.000
'0:17.720',-0.083,-0.332,0.156,98.000
'0:17.730',-0.085,-0.330,0.155,98.000
'0:17.740',-0.088,-0.329,0.154,98.000
'0:17.750',-0.090,-0.327,0.153,98.000
'0:17.760',-0.087,-0.327,0.152,98.000
'0:17.770',-0.085,-0.327,0.151,98.000
'0:17.780',-0.082,-0.328,0.150,98.000
'0:17.790',-0.080,-0.328,0.149,98.000
'0:17.800',-0.077,-0.328,0.148,98.000
'0:17.810',-0.073,-0.328,0.147,98.000
'0:17.820',-0.069,-0.328,0.146,98.000
'0:17.830',-0.065,-0.328,0.145,98.000
'0:17.840',-0.061,-0.327,0.144,98.000
'0:17.850',-0.058,-0.327,0.143,98.000
'0:17.860',-0.056,-0.327,0.142,98.000
'0:17.870',-0.054,-0.326,0.141,98.000
'0:17.880',-0.053,-0.325,0.140,98.000
'0:17.890',-0.051,-0.324,0.139,98.000
'0:17.900',-0.050,-0.323,0.138,98.000
'0:17.910',-0.053,-0.322,0.136,98.000
'0:17.920',-0.056,-0.321,0.135,98.000
'0:17.930',-0.059,-0.320,0.134,98.000
'0:17.940',-0.062,-0.319,0.133,98.000
'0:17.950',-0.065,-0.318,0.132,98.000
'0:17.960',-0.067,-0.316,0.130,98.000
'0:17.970',-0.069,-0.315,0.129,98.000
'0:17.980',-0.071,-0.313,0.128,98.000
'0:17.990',-0.072,-0.312,0.126,98.000
'0:18.000',-0.074,-0.310,0.125,98.000
'0:18.010',-0.073,-0.308,0.124,98.000
'0:18.020',-0.072,-0.307,0.122,98.000
'0:18.030',-0.070,-0.305,0.120,98.000
'0:18.040',-0.069,-0.303,0.119,98.000
'0:18.050',-0.068,-0.302,0.117,98.000
'0:18.060',-0.071,-0.300,0.116,98.000
'0:18.070',-0.073,-0.298,0.114,98.000
'0:18.080',-0.076,-0.297,0.112,98.000
'0:18.090',-0.079,-0.295,0.110,98.000
'0:18.100',-0.081,-0.294,0.108,98.000
'0:18.110',-0.078,-0.294,0.106,98.000
'0:18.120',-0.074,-0.294,0.104,98.000
'0:18.130',-0.071,-0.294,0.102,98.000
'0:18.140',-0.067,-0.294,0.100,98.000
'0:18.150',-0.064,-0.294,0.098,98.000
'0:18.160',-0.063,-0.292,0.096,98.000
'0:18.170',-0.062,-0.291,0.094,98.000
'0:18.180',-0.061,-0.289,0.092,98.000
'0:18.190',-0.060,-0.288,0.090,98.000
'0:18.200',-0.060,-0.286,0.088,98.000
'0:18.210',-0.066,-0.284,0.086,98.000
'0:18.220',-0.073,-0.282,0.083,98.000
'0:18.230',-0.079,-0.280,0.081,98.000
'0:18.240',-0.086,-0.278,0.079,98.000
'0:18.250',-0.092,-0.276,0.077,98.000
'0:18.260',-0.093,-0.275,0.074,98.000
'0:18.270',-0.093,-0.273,0.072,98.000
'0:18.280',-0.093,-0.272,0.070,98.000
'0:18.290',-0.094,-0.270,0.068,98.000
'0:18.300',-0.094,-0.268,0.066,98.000
'0:18.310',-0.085,-0.269,0.064,98.000
'0:18.320',-0.076,-0.269,0.062,98.000
'0:18.330',-0.067,-0.270,0.060,98.000
'0:18.340',-0.058,-0.271,0.058,98.000
'0:18.350',-0.048,-0.271,0.057,98.000
'0:18.360',-0.044,-0.274,0.055,98.000
'0:18.370',-0.040,-0.276,0.053,98.000
'0:18.380',-0.035,-0.278,0.051,98.000
'0:18.390',-0.031,-0.280,0.050,98.000
'0:18.400',-0.026,-0.283,0.048,98.000
'0:18.410',-0.032,-0.282,0.047,98.000
'0:18.420',-0.038,-0.282,0.045,98.000
'0:18.430',-0.043,-0.282,0.044,98.000
'0:18.440',-0.049,-0.282,0.042,98.000
'0:18.450',-0.054,-0.281,0.041,98.000
'0:18.460',-0.055,-0.279,0.039,98.000
'0:18.470',-0.055,-0.277,0.038,98.000
'0:18.480',-0.056,-0.275,0.036,98.000
'0:18.490',-0.056,-0.273,0.035,98.000
'0:18.500',-0.057,-0.271,0.033,98.000
'0:18.510',-0.058,-0.269,0.032,98.000
'0:18.520',-0.059,-0.266,0.030,98.000
'0:18.530',-0.060,-0.263,0.029,98.000
'0:18.540',-0.061,-0.260,0.028,98.000
'0:18.550',-0.062,-0.257,0.026,98.000
'0:18.560',-0.058,-0.256,0.025,98.000
'0:18.570',-0.055,-0.256,0.023,98.000
'0:18.580',-0.051,-0.256,0.022,98.000
'0:18.590',-0.048,-0.255,0.020,98.000
'0:18.600',-0.044,-0.255,0.019,98.000
'0:18.610',-0.045,-0.252,0.017,98.000
'0:18.620',-0.045,-0.248,0.015,98.000
'0:18.630',-0.046,-0.245,0.014,98.000
'0:18.640',-0.046,-0.242,0.012,98.000
'0:18.650',-0.047,-0.239,0.010,98.000
'0:18.660',-0.058,-0.230,0.009,98.000
'0:18.670',-0.069,-0.221,0.007,98.000
'0:18.680',-0.080,-0.212,0.005,98.000
'0:18.690',-0.091,-0.203,0.003,98.000
'0:18.700',-0.103,-0.193,0.002,98.000
'0:18.710',-0.098,-0.194,-0.000,98.000
'0:18.720',-0.094,-0.195,-0.002,98.000
'0:18.730',-0.089,-0.196,-0.004,98.000
'0:18.740',-0.085,-0.197,-0.006,98.000
'0:18.750',-0.081,-0.199,-0.008,98.000
'0:18.760',-0.070,-0.202,-0.010,98.000
'0:18.770',-0.060,-0.205,-0.012,98.000
'0:18.780',-0.050,-0.209,-0.014,98.000
'0:18.790',-0.040,-0.212,-0.016,98.000
'0:18.800',-0.030,-0.216,-0.019,98.000
'0:18.810',-0.035,-0.208,-0.021,98.000
'0:18.820',-0.041,-0.201,-0.023,98.000
'0:18.830',-0.046,-0.194,-0.025,98.000
'0:18.840',-0.052,-0.186,-0.028,98.000
'0:18.850',-0.057,-0.179,-0.030,98.000
'0:18.860',-0.059,-0.175,-0.032,98.000
'0:18.870',-0.060,-0.171,-0.035,98.000
'0:18.880',-0.061,-0.166,-0.037,98.000
'0:18.890',-0.062,-0.162,-0.040,98.000
'0:18.900',-0.063,-0.158,-0.042,98.000
'0:18.910',-0.063,-0.155,-0.045,98.000
'0:18.920',-0.063,-0.152,-0.047,98.000
'0:18.930',-0.063,-0.149,-0.050,98.000
'0:18.940',-0.063,-0.146,-0.052,98.000
'0:18.950',-0.063,-0.143,-0.055,98.000
'0:18.960',-0.069,-0.139,-0.058,97.000
'0:18.970',-0.075,-0.134,-0.060,97.000
'0:18.980',-0.082,-0.129,-0.063,97.000
'0:18.990',-0.088,-0.125,-0.066,97.000
'0:19.000',-0.094,-0.120,-0.068,97.000
'0:19.010',-0.088,-0.117,-0.071,97.000
'0:19.020',-0.082,-0.114,-0.073,97.000
'0:19.030',-0.076,-0.111,-0.076,97.000
'0:19.040',-0.071,-0.108,-0.079,97.000
'0:19.050',-0.065,-0.105,-0.081,97.000
'0:19.060',-0.060,-0.102,-0.084,97.000
'0:19.070',-0.055,-0.099,-0.087,97.000
'0:19.080',-0.050,-0.096,-0.089,97.000
'0:19.090',-0.045,-0.093,-0.092,97.000
'0:19.100',-0.040,-0.090,-0.095,97.000
'0:19.110',-0.038,-0.087,-0.098,97.000
'0:19.120',-0.035,-0.085,-0.100,97.000
'0:19.130',-0.033,-0.082,-0.103,97.000
'0:19.140',-0.031,-0.080,-0.106,97.000
'0:19.150',-0.028,-0.077,-0.108,97.000
'0:19.160',-0.029,-0.074,-0.111,97.000
'0:19.170',-0.030,-0.071,-0.114,97.000
'0:19.180',-0.031,-0.068,-0.116,97.000
'0:19.190',-0.032,-0.065,-0.119,97.000
'0:19.200',-0.033,-0.062,-0.122,97.000
'0:19.210',-0.032,-0.059,-0.124,97.000
'0:19.220',-0.031,-0.056,-0.127,97.000
'0:19.230',-0.030,-0.053,-0.129,97.000
'0:19.240',-0.029,-0.050,-0.132,97.000
'0:19.250',-0.028,-0.047,-0.134,97.000
'0:19.260',-0.033,-0.050,-0.136,97.000
'0:19.270',-0.038,-0.053,-0.139,97.000
'0:19.280',-0.042,-0.056,-0.141,97.000
'0:19.290',-0.047,-0.059,-0.144,97.000
'0:19.300',-0.052,-0.062,-0.146,97.000
'0:19.310',-0.058,-0.064,-0.149,97.000
'0:19.320',-0.065,-0.066,-0.151,97.000
'0:19.330',-0.071,-0.067,-0.154,97.000
'0:19.340',-0.078,-0.069,-0.156,97.000
'0:19.350',-0.084,-0.071,-0.159,97.000
'0:19.360',-0.071,-0.062,-0.161,97.000
'0:19.370',-0.058,-0.053,-0.164,97.000
'0:19.380',-0.044,-0.044,-0.166,97.000
'0:19.390',-0.031,-0.034,-0.169,97.000
'0:19.400',-0.018,-0.025,-0.171,97.000
'0:19.410',-0.017,-0.023,-0.173,97.000
'0:19.420',-0.016,-0.021,-0.176,97.000
'0:19.430',-0.015,-0.019,-0.178,97.000
'0:19.440',-0.014,-0.017,-0.181,97.000
'0:19.450',-0.013,-0.015,-0.184,97.000
'0:19.460',-0.015,-0.016,-0.186,97.000
'0:19.470',-0.018,-0.017,-0.189,97.000
'0:19.480',-0.021,-0.017,-0.191,97.000
'0:19.490',-0.024,-0.018,-0.194,97.000
'0:19.500',-0.026,-0.019,-0.196,97.000
'0:19.510',-0.029,-0.019,-0.199,97.000
'0:19.520',-0.031,-0.020,-0.201,97.000
'0:19.530',-0.033,-0.021,-0.203,97.000
'0:19.540',-0.035,-0.021,-0.206,97.000
'0:19.550',-0.037,-0.022,-0.208,97.000
'0:19.560',-0.044,-0.025,-0.210,97.000
'0:19.570',-0.051,-0.028,-0.213,97.000
'0:19.580',-0.058,-0.031,-0.215,97.000
'0:19.590',-0.065,-0.034,-0.217,97.000
'0:19.600',-0.072,-0.037,-0.220,97.000
'0:19.610',-0.063,-0.031,-0.222,97.000
'0:19.620',-0.055,-0.025,-0.225,97.000
'0:19.630',-0.046,-0.020,-0.227,97.000
'0:19.640',-0.038,-0.014,-0.229,97.000
'0:19.650',-0.029,-0.009,-0.232,97.000
'0:19.660',-0.031,-0.009,-0.234,97.000
'0:19.670',-0.033,-0.009,-0.236,97.000
'0:19.680',-0.036,-0.009,-0.238,97.000
'0:19.690',-0.038,-0.010,-0.240,97.000
'0:19.700',-0.040,-0.010,-0.242,97.000
'0:19.710',-0.047,-0.012,-0.245,97.000
'0:19.720',-0.053,-0.015,-0.247,97.000
'0:19.730',-0.060,-0.017,-0.249,97.000
'0:19.740',-0.067,-0.019,-0.251,97.000
'0:19.750',-0.074,-0.022,-0.253,97.000
'0:19.760',-0.064,-0.015,-0.255,97.000
'0:19.770',-0.055,-0.009,-0.257,97.000
'0:19.780',-0.046,-0.003,-0.259,97.000
'0:19.790',-0.036,0.003,-0.261,97.000
'0:19.800',-0.027,0.009,-0.263,97.000
'0:19.810',-0.029,0.010,-0.265,97.000
'0:19.820',-0.032,0.011,-0.266,97.000
'0:19.830',-0.034,0.013,-0.268,97.000
'0:19.840',-0.037,0.014,-0.270,97.000
'0:19.850',-0.039,0.015,-0.272,97.000
'0:19.860',-0.044,0.015,-0.273,97.000
'0:19.870',-0.049,0.014,-0.275,97.000
'0:19.880',-0.053,0.014,-0.277,97.000
'0:19.890',-0.058,0.014,-0.279,97.000
'0:19.900',-0.063,0.014,-0.281,97.000
'0:19.910',-0.062,0.016,-0.283,97.000
'0:19.920',-0.061,0.018,-0.285,97.000
'0:19.930',-0.060,0.020,-0.287,97.000
'0:19.940',-0.059,0.022,-0.288,97.000
'0:19.950',-0.058,0.024,-0.290,97.000
'0:19.960',-0.054,0.025,-0.292,97.000
'0:19.970',-0.050,0.026,-0.293,97.000
'0:19.980',-0.046,0.028,-0.295,97.000
'0:19.990',-0.042,0.029,-0.297,97.000
'0:20.000',-0.039,0.030,-0.298,97.000
'0:20.010',-0.031,0.033,-0.300,97.000
'0:20.020',-0.023,0.036,-0.301,97.000
'0:20.030',-0.015,0.039,-0.303,97.000
'0:20.040',-0.007,0.042,-0.304,97.000
'0:20.050',0.001,0.045,-0.306,97.000
'0:20.060',-0.001,0.044,-0.307,97.000
'0:20.070',-0.004,0.044,-0.308,97.000
'0:20.080',-0.006,0.043,-0.309,97.000
'0:20.090',-0.009,0.042,-0.310,97.000
'0:20.100',-0.011,0.041,-0.311,97.000
'0:20.110',-0.012,0.040,-0.312,97.000
'0:20.120',-0.013,0.038,-0.313,97.000
'0:20.130',-0.014,0.037,-0.314,97.000
'0:20.140',-0.015,0.035,-0.315,97.000
'0:20.150',-0.016,0.034,-0.316,97.000
'0:20.160',-0.010,0.037,-0.316,97.000
'0:20.170',-0.003,0.040,-0.317,97.000
'0:20.180',0.003,0.043,-0.318,97.000
'0:20.190',0.009,0.045,-0.318,97.000
'0:20.200',0.016,0.048,-0.319,97.000
'0:20.210',0.014,0.047,-0.319,97.000
'0:20.220',0.012,0.046,-0.319,97.000
'0:20.230',0.010,0.046,-0.319,97.000
'0:20.240',0.009,0.045,-0.319,97.000
'0:20.250',0.007,0.044,-0.319,97.000
'0:20.260',0.006,0.043,-0.319,97.000
'0:20.270',0.005,0.043,-0.319,97.000
'0:20.280',0.004,0.042,-0.318,97.000
'0:20.290',0.003,0.041,-0.318,97.000
'0:20.300',0.002,0.041,-0.317,97.000
'0:20.310',0.003,0.040,-0.316,97.000
'0:20.320',0.003,0.039,-0.315,97.000
'0:20.330',0.004,0.038,-0.314,97.000
'0:20.340',0.004,0.037,-0.312,97.000
'0:20.350',0.004,0.037,-0.311,97.000
'0:20.360',-0.000,0.033,-0.309,97.000
'0:20.370',-0.004,0.030,-0.306,97.000
'0:20.380',-0.009,0.026,-0.304,97.000
'0:20.390',-0.013,0.023,-0.301,97.000
'0:20.400',-0.018,0.020,-0.299,97.000
'0:20.410',-0.012,0.022,-0.296,97.000
'0:20.420',-0.007,0.025,-0.293,97.000
'0:20.430',-0.002,0.027,-0.290,97.000
'0:20.440',0.003,0.029,-0.286,97.000
'0:20.450',0.008,0.032,-0.283,97.000
'0:20.460',0.002,0.027,-0.280,97.000
'0:20.470',-0.004,0.022,-0.277,97.000
'0:20.480',-0.011,0.017,-0.273,97.000
'0:20.490',-0.017,0.012,-0.270,97.000
'0:20.500',-0.024,0.007,-0.267,97.000
'0:20.510',-0.031,0.002,-0.263,97.000
'0:20.520',-0.038,-0.003,-0.260,97.000
'0:20.530',-0.046,-0.008,-0.256,97.000
'0:20.540',-0.053,-0.013,-0.253,97.000
'0:20.550',-0.060,-0.018,-0.249,97.000
'0:20.560',-0.054,-0.015,-0.246,97.000
