'Elapsed time','ECG','Resp C','Resp A','Resp N','SpO2'
'0:14.440',-0.015,-0.058,-0.030,-0.282,93.000
'0:14.450',0.040,-0.053,-0.027,-0.291,93.000
'0:14.460',0.105,-0.049,-0.023,-0.300,93.000
'0:14.470',0.125,-0.044,-0.019,-0.308,93.000
'0:14.480',0.115,-0.039,-0.016,-0.316,93.000
'0:14.490',0.095,-0.035,-0.012,-0.324,93.000
'0:14.500',0.095,-0.030,-0.008,-0.333,93.000
'0:14.510',0.055,-0.026,-0.005,-0.340,93.000
'0:14.520',0.095,-0.022,-0.002,-0.347,93.000
'0:14.530',0.000,-0.018,0.001,-0.354,93.000
'0:14.540',-0.015,-0.014,0.004,-0.361,93.000
'0:14.550',0.015,-0.010,0.008,-0.368,93.000
'0:14.560',-0.025,-0.005,0.012,-0.374,93.000
'0:14.570',0.000,0.000,0.016,-0.381,93.000
'0:14.580',-0.030,0.005,0.020,-0.387,93.000
'0:14.590',-0.020,0.011,0.024,-0.393,93.000
'0:14.600',-0.060,0.016,0.028,-0.399,93.000
'0:14.610',-0.040,0.020,0.031,-0.405,93.000
'0:14.620',-0.020,0.024,0.035,-0.410,93.000
'0:14.630',-0.135,0.029,0.038,-0.415,93.000
'0:14.640',-0.135,0.033,0.042,-0.421,93.000
'0:14.650',-0.100,0.038,0.045,-0.426,93.000
'0:14.660',-0.110,0.042,0.048,-0.431,93.000
'0:14.670',-0.105,0.045,0.051,-0.436,93.000
'0:14.680',-0.065,0.049,0.054,-0.440,93.000
'0:14.690',-0.045,0.053,0.057,-0.445,93.000
'0:14.700',-0.115,0.057,0.060,-0.450,93.000
'0:14.710',-0.110,0.062,0.064,-0.454,93.000
'0:14.720',-0.045,0.066,0.067,-0.458,93.000
'0:14.730',-0.090,0.071,0.071,-0.462,93.000
'0:14.740',-0.085,0.076,0.075,-0.466,93.000
'0:14.750',-0.070,0.081,0.078,-0.470,93.000
'0:14.760',-0.115,0.084,0.081,-0.474,93.000
'0:14.770',-0.065,0.087,0.084,-0.477,93.000
'0:14.780',-0.020,0.091,0.087,-0.481,93.000
'0:14.790',-0.085,0.094,0.089,-0.485,93.000
'0:14.800',-0.145,0.098,0.092,-0.488,93.000
'0:14.810',-0.065,0.101,0.095,-0.492,93.000
'0:14.820',-0.080,0.104,0.098,-0.495,93.000
'0:14.830',-0.115,0.108,0.101,-0.498,93.000
'0:14.840',-0.030,0.111,0.104,-0.501,93.000
'0:14.850',-0.095,0.114,0.107,-0.504,93.000
'0:14.860',-0.170,0.118,0.110,-0.507,93.000
'0:14.870',-0.055,0.122,0.113,-0.510,93.000
'0:14.880',-0.035,0.126,0.116,-0.512,93.000
'0:14.890',-0.045,0.129,0.119,-0.515,93.000
'0:14.900',0.010,0.133,0.122,-0.518,93.000
'0:14.910',0.065,0.137,0.125,-0.520,93.000
'0:14.920',0.185,0.141,0.128,-0.523,93.000
'0:14.930',0.280,0.144,0.131,-0.525,93.000
'0:14.940',0.140,0.148,0.134,-0.528,93.000
'0:14.950',0.130,0.152,0.137,-0.530,93.000
'0:14.960',0.045,0.157,0.140,-0.532,92.000
'0:14.970',-0.050,0.162,0.144,-0.534,92.000
'0:14.980',-0.095,0.167,0.147,-0.536,92.000
'0:14.990',-0.050,0.171,0.151,-0.538,92.000
'0:15.000',-0.175,0.176,0.154,-0.540,92.000
'0:15.010',-0.110,0.180,0.158,-0.542,92.000
'0:15.020',-0.155,0.184,0.161,-0.544,92.000
'0:15.030',-0.205,0.188,0.165,-0.546,92.000
'0:15.040',-0.695,0.192,0.168,-0.548,92.000
'0:15.050',-0.775,0.196,0.172,-0.549,92.000
'0:15.060',-0.425,0.200,0.175,-0.551,92.000
'0:15.070',0.850,0.204,0.178,-0.553,92.000
'0:15.080',2.835,0.208,0.181,-0.554,92.000
'0:15.090',1.950,0.212,0.184,-0.556,92.000
'0:15.100',1.285,0.216,0.186,-0.558,92.000
'0:15.110',0.435,0.220,0.190,-0.559,92.000
'0:15.120',-0.150,0.225,0.193,-0.560,92.000
'0:15.130',-0.130,0.229,0.197,-0.561,92.000
'0:15.140',-0.185,0.234,0.200,-0.563,92.000
'0:15.150',-0.145,0.238,0.204,-0.564,92.000
'0:15.160',-0.185,0.241,0.207,-0.565,92.000
'0:15.170',-0.160,0.244,0.209,-0.566,92.000
'0:15.180',-0.150,0.248,0.212,-0.568,92.000
'0:15.190',-0.105,0.251,0.215,-0.569,92.000
'0:15.200',-0.185,0.254,0.218,-0.570,92.000
'0:15.210',-0.135,0.257,0.218,-0.571,92.000
'0:15.220',-0.190,0.261,0.220,-0.572,92.000
'0:15.230',-0.190,0.264,0.220,-0.573,92.000
'0:15.240',-0.240,0.267,0.221,-0.574,92.000
'0:15.250',-0.155,0.270,0.222,-0.575,92.000
'0:15.260',-0.165,0.274,0.224,-0.575,92.000
'0:15.270',-0.210,0.277,0.226,-0.576,92.000
'0:15.280',-0.240,0.280,0.228,-0.577,92.000
'0:15.290',-0.160,0.283,0.230,-0.578,92.000
'0:15.300',-0.210,0.287,0.232,-0.578,92.000
'0:15.310',-0.145,0.291,0.230,-0.579,92.000
'0:15.320',-0.235,0.295,0.228,-0.580,92.000
'0:15.330',-0.195,0.299,0.225,-0.580,92.000
'0:15.340',-0.160,0.303,0.223,-0.581,92.000
'0:15.350',-0.090,0.307,0.221,-0.582,92.000
'0:15.360',-0.020,0.311,0.219,-0.582,92.000
'0:15.370',-0.015,0.316,0.217,-0.582,92.000
'0:15.380',0.095,0.320,0.215,-0.583,92.000
'0:15.390',0.180,0.324,0.212,-0.583,92.000
'0:15.400',0.040,0.328,0.210,-0.583,92.000
'0:15.410',0.070,0.332,0.209,-0.584,92.000
'0:15.420',0.070,0.335,0.209,-0.584,92.000
'0:15.430',0.045,0.339,0.208,-0.584,92.000
'0:15.440',0.040,0.342,0.207,-0.585,92.000
'0:15.450',0.060,0.346,0.206,-0.585,92.000
'0:15.460',0.015,0.349,0.203,-0.585,92.000
'0:15.470',-0.105,0.352,0.200,-0.586,92.000
'0:15.480',-0.090,0.356,0.197,-0.586,92.000
'0:15.490',-0.035,0.359,0.195,-0.586,92.000
'0:15.500',-0.055,0.362,0.192,-0.586,92.000
'0:15.510',-0.115,0.364,0.190,-0.586,92.000
'0:15.520',-0.120,0.365,0.187,-0.586,92.000
'0:15.530',-0.190,0.367,0.185,-0.586,92.000
'0:15.540',0.015,0.369,0.183,-0.586,92.000
'0:15.550',0.030,0.370,0.181,-0.586,92.000
'0:15.560',0.200,0.371,0.179,-0.586,92.000
'0:15.570',0.040,0.372,0.177,-0.585,92.000
'0:15.580',0.165,0.373,0.175,-0.585,92.000
'0:15.590',-0.130,0.374,0.174,-0.585,92.000
'0:15.600',-0.060,0.375,0.172,-0.585,92.000
'0:15.610',-0.050,0.375,0.172,-0.584,92.000
'0:15.620',-0.005,0.376,0.173,-0.583,92.000
'0:15.630',-0.100,0.377,0.173,-0.583,92.000
'0:15.640',-0.095,0.378,0.174,-0.582,92.000
'0:15.650',-0.060,0.378,0.174,-0.581,92.000
'0:15.660',-0.030,0.377,0.174,-0.580,92.000
'0:15.670',-0.050,0.377,0.173,-0.578,92.000
'0:15.680',-0.085,0.376,0.173,-0.577,92.000
'0:15.690',0.050,0.375,0.173,-0.575,92.000
'0:15.700',-0.125,0.374,0.172,-0.573,92.000
'0:15.710',-0.065,0.373,0.169,-0.569,92.000
'0:15.720',-0.055,0.371,0.167,-0.564,92.000
'0:15.730',-0.075,0.369,0.164,-0.560,92.000
'0:15.740',-0.075,0.368,0.161,-0.555,92.000
'0:15.750',-0.100,0.366,0.158,-0.550,92.000
'0:15.760',-0.070,0.364,0.156,-0.542,92.000
'0:15.770',-0.005,0.362,0.155,-0.533,92.000
'0:15.780',-0.025,0.361,0.153,-0.525,92.000
'0:15.790',-0.105,0.359,0.151,-0.516,92.000
'0:15.800',0.040,0.357,0.149,-0.508,92.000
'0:15.810',0.080,0.355,0.150,-0.497,92.000
'0:15.820',0.140,0.353,0.150,-0.485,92.000
'0:15.830',0.265,0.351,0.150,-0.474,92.000
'0:15.840',0.290,0.349,0.150,-0.463,92.000
'0:15.850',0.130,0.347,0.150,-0.452,92.000
'0:15.860',0.180,0.345,0.150,-0.440,92.000
'0:15.870',-0.060,0.343,0.150,-0.427,92.000
'0:15.880',-0.105,0.340,0.149,-0.415,92.000
'0:15.890',-0.220,0.338,0.149,-0.403,92.000
'0:15.900',-0.115,0.336,0.149,-0.390,92.000
'0:15.910',-0.140,0.333,0.148,-0.377,92.000
'0:15.920',-0.165,0.330,0.147,-0.364,92.000
'0:15.930',-0.275,0.327,0.146,-0.351,92.000
'0:15.940',-0.345,0.324,0.146,-0.339,92.000
'0:15.950',-0.710,0.321,0.145,-0.326,92.000
'0:15.960',-0.825,0.319,0.144,-0.312,91.000
'0:15.970',-0.305,0.316,0.142,-0.299,91.000
'0:15.980',1.480,0.314,0.141,-0.286,91.000
'0:15.990',2.685,0.312,0.140,-0.272,91.000
'0:16.000',1.745,0.309,0.139,-0.259,91.000
'0:16.010',1.215,0.306,0.137,-0.245,91.000
'0:16.020',0.370,0.303,0.135,-0.232,91.000
'0:16.030',0.040,0.300,0.133,-0.218,91.000
'0:16.040',0.150,0.298,0.132,-0.205,91.000
'0:16.050',-0.080,0.295,0.130,-0.191,91.000
'0:16.060',-0.035,0.292,0.131,-0.179,91.000
'0:16.070',0.025,0.288,0.133,-0.166,91.000
'0:16.080',-0.105,0.285,0.134,-0.153,91.000
'0:16.090',-0.075,0.282,0.135,-0.140,91.000
'0:16.100',-0.120,0.279,0.137,-0.127,91.000
'0:16.110',-0.055,0.276,0.139,-0.116,91.000
'0:16.120',-0.330,0.273,0.141,-0.104,91.000
'0:16.130',-0.155,0.269,0.143,-0.092,91.000
'0:16.140',-0.250,0.266,0.145,-0.080,91.000
'0:16.150',-0.205,0.263,0.147,-0.068,91.000
'0:16.160',-0.480,0.260,0.145,-0.057,91.000
'0:16.170',-0.365,0.257,0.143,-0.047,91.000
'0:16.180',-0.285,0.254,0.141,-0.036,91.000
'0:16.190',-0.270,0.251,0.140,-0.025,91.000
'0:16.200',-0.355,0.248,0.138,-0.014,91.000
'0:16.210',-0.390,0.244,0.139,-0.004,91.000
'0:16.220',-0.295,0.241,0.139,0.006,91.000
'0:16.230',-0.220,0.238,0.140,0.016,91.000
'0:16.240',-0.285,0.235,0.141,0.026,91.000
'0:16.250',-0.285,0.233,0.141,0.036,91.000
'0:16.260',-0.210,0.228,0.144,0.045,91.000
'0:16.270',-0.130,0.224,0.147,0.055,91.000
'0:16.280',-0.080,0.219,0.150,0.065,91.000
'0:16.290',-0.050,0.215,0.153,0.075,91.000
'0:16.300',0.000,0.210,0.156,0.084,91.000
'0:16.310',0.060,0.207,0.154,0.094,91.000
'0:16.320',0.185,0.204,0.152,0.104,91.000
'0:16.330',0.040,0.201,0.151,0.113,91.000
'0:16.340',0.075,0.198,0.149,0.123,91.000
'0:16.350',0.020,0.195,0.147,0.132,91.000
'0:16.360',0.100,0.192,0.145,0.141,91.000
'0:16.370',0.020,0.190,0.142,0.150,91.000
'0:16.380',0.110,0.188,0.140,0.159,91.000
'0:16.390',-0.065,0.185,0.137,0.168,91.000
'0:16.400',0.110,0.183,0.135,0.177,91.000
'0:16.410',-0.100,0.180,0.134,0.185,91.000
'0:16.420',0.115,0.177,0.133,0.193,91.000
'0:16.430',-0.095,0.174,0.132,0.202,91.000
'0:16.440',-0.075,0.171,0.131,0.210,91.000
'0:16.450',-0.165,0.168,0.130,0.218,91.000
'0:16.460',-0.080,0.164,0.129,0.226,91.000
'0:16.470',-0.105,0.161,0.128,0.233,91.000
'0:16.480',-0.060,0.158,0.127,0.241,91.000
'0:16.490',-0.075,0.155,0.126,0.248,91.000
'0:16.500',0.005,0.151,0.125,0.256,91.000
'0:16.510',0.090,0.148,0.122,0.263,91.000
'0:16.520',-0.095,0.144,0.119,0.270,91.000
'0:16.530',-0.015,0.141,0.117,0.277,91.000
'0:16.540',-0.035,0.138,0.114,0.283,91.000
'0:16.550',0.010,0.134,0.111,0.290,91.000
'0:16.560',-0.070,0.131,0.109,0.297,91.000
'0:16.570',-0.110,0.127,0.106,0.303,91.000
'0:16.580',-0.095,0.124,0.104,0.309,91.000
'0:16.590',-0.015,0.121,0.101,0.315,91.000
'0:16.600',-0.005,0.117,0.099,0.322,91.000
'0:16.610',-0.095,0.114,0.096,0.327,91.000
'0:16.620',0.005,0.111,0.094,0.333,91.000
'0:16.630',-0.125,0.107,0.091,0.339,91.000
'0:16.640',-0.085,0.104,0.089,0.345,91.000
'0:16.650',-0.075,0.101,0.086,0.351,91.000
'0:16.660',-0.025,0.097,0.084,0.356,91.000
'0:16.670',-0.070,0.093,0.081,0.362,91.000
'0:16.680',-0.030,0.090,0.078,0.367,91.000
'0:16.690',-0.070,0.086,0.075,0.373,91.000
'0:16.700',-0.055,0.082,0.072,0.378,91.000
'0:16.710',-0.090,0.080,0.070,0.383,91.000
'0:16.720',0.020,0.078,0.069,0.389,91.000
'0:16.730',0.105,0.075,0.067,0.394,91.000
'0:16.740',0.120,0.073,0.065,0.399,91.000
'0:16.750',0.185,0.071,0.063,0.404,91.000
'0:16.760',0.275,0.067,0.061,0.409,91.000
'0:16.770',0.225,0.064,0.058,0.413,91.000
'0:16.780',0.220,0.061,0.056,0.418,91.000
'0:16.790',0.120,0.057,0.053,0.423,91.000
'0:16.800',0.045,0.054,0.051,0.428,91.000
'0:16.810',0.000,0.050,0.048,0.432,91.000
'0:16.820',0.075,0.047,0.046,0.436,91.000
'0:16.830',0.120,0.043,0.043,0.441,91.000
'0:16.840',-0.030,0.039,0.040,0.445,91.000
'0:16.850',-0.040,0.036,0.038,0.449,91.000
'0:16.860',-0.045,0.033,0.035,0.453,91.000
'0:16.870',-0.415,0.030,0.033,0.457,91.000
'0:16.880',-0.850,0.028,0.031,0.461,91.000
'0:16.890',-0.350,0.025,0.029,0.465,91.000
'0:16.900',0.870,0.023,0.026,0.469,91.000
'0:16.910',2.665,0.021,0.024,0.473,91.000
'0:16.920',1.755,0.019,0.022,0.477,91.000
'0:16.930',1.320,0.017,0.020,0.481,91.000
'0:16.940',0.345,0.015,0.018,0.485,91.000
'0:16.950',-0.270,0.013,0.016,0.488,91.000
'0:16.960',-0.265,0.010,0.014,0.492,91.000
'0:16.970',-0.175,0.008,0.012,0.496,91.000
'0:16.980',-0.320,0.006,0.010,0.499,91.000
'0:16.990',-0.405,0.004,0.008,0.503,91.000
'0:17.000',-0.295,0.002,0.007,0.507,91.000
'0:17.010',-0.260,-0.003,0.004,0.510,91.000
'0:17.020',-0.180,-0.007,0.001,0.513,91.000
'0:17.030',-0.270,-0.011,-0.002,0.516,91.000
'0:17.040',-0.060,-0.015,-0.005,0.520,91.000
'0:17.050',-0.055,-0.019,-0.008,0.523,91.000
'0:17.060',0.020,-0.023,-0.010,0.526,91.000
'0:17.070',-0.065,-0.026,-0.013,0.529,91.000
'0:17.080',-0.040,-0.030,-0.015,0.532,91.000
'0:17.090',-0.130,-0.033,-0.018,0.535,91.000
'0:17.100',-0.130,-0.036,-0.020,0.537,91.000
'0:17.110',-0.205,-0.038,-0.022,0.540,91.000
'0:17.120',-0.150,-0.041,-0.024,0.543,91.000
'0:17.130',-0.190,-0.043,-0.026,0.545,91.000
'0:17.140',-0.120,-0.045,-0.028,0.548,91.000
'0:17.150',-0.105,-0.047,-0.029,0.550,91.000
'0:17.160',-0.085,-0.049,-0.031,0.552,91.000
'0:17.170',-0.100,-0.052,-0.033,0.554,91.000
'0:17.180',-0.145,-0.054,-0.035,0.557,91.000
'0:17.190',-0.095,-0.056,-0.037,0.559,91.000
'0:17.200',0.000,-0.058,-0.039,0.561,91.000
'0:17.210',0.025,-0.060,-0.040,0.563,91.000
'0:17.220',0.100,-0.062,-0.042,0.564,91.000
'0:17.230',0.090,-0.064,-0.043,0.566,91.000
'0:17.240',0.135,-0.066,-0.045,0.568,91.000
'0:17.250',0.090,-0.068,-0.046,0.570,91.000
'0:17.260',0.080,-0.069,-0.048,0.572,91.000
'0:17.270',-0.005,-0.071,-0.049,0.573,91.000
'0:17.280',0.050,-0.073,-0.051,0.575,91.000
'0:17.290',0.035,-0.075,-0.053,0.576,91.000
'0:17.300',0.050,-0.077,-0.054,0.578,91.000
'0:17.310',0.065,-0.080,-0.056,0.579,91.000
'0:17.320',0.040,-0.082,-0.058,0.581,91.000
'0:17.330',-0.020,-0.085,-0.060,0.582,91.000
'0:17.340',0.045,-0.087,-0.062,0.584,91.000
'0:17.350',-0.070,-0.089,-0.064,0.585,91.000
'0:17.360',-0.120,-0.091,-0.066,0.586,91.000
'0:17.370',-0.190,-0.093,-0.067,0.588,91.000
'0:17.380',-0.145,-0.095,-0.069,0.589,91.000
'0:17.390',-0.170,-0.097,-0.070,0.590,91.000
'0:17.400',-0.295,-0.099,-0.072,0.591,91.000
'0:17.410',-0.345,-0.100,-0.073,0.592,91.000
'0:17.420',-0.350,-0.102,-0.075,0.594,91.000
'0:17.430',-0.190,-0.104,-0.077,0.595,91.000
'0:17.440',-0.180,-0.106,-0.078,0.596,91.000
'0:17.450',-0.125,-0.108,-0.080,0.597,91.000
'0:17.460',-0.130,-0.112,-0.083,0.598,91.000
'0:17.470',-0.080,-0.115,-0.085,0.599,91.000
'0:17.480',-0.080,-0.119,-0.088,0.600,91.000
'0:17.490',-0.100,-0.122,-0.091,0.600,91.000
'0:17.500',-0.070,-0.126,-0.094,0.601,91.000
'0:17.510',-0.085,-0.128,-0.096,0.602,91.000
'0:17.520',-0.120,-0.131,-0.098,0.603,91.000
'0:17.530',-0.070,-0.133,-0.100,0.604,91.000
'0:17.540',-0.095,-0.136,-0.102,0.605,91.000
'0:17.550',-0.055,-0.138,-0.104,0.605,91.000
'0:17.560',-0.045,-0.140,-0.105,0.606,91.000
'0:17.570',-0.090,-0.141,-0.107,0.607,91.000
'0:17.580',-0.050,-0.143,-0.108,0.607,91.000
'0:17.590',-0.060,-0.145,-0.109,0.608,91.000
'0:17.600',-0.045,-0.146,-0.111,0.609,91.000
'0:17.610',-0.005,-0.148,-0.112,0.609,91.000
'0:17.620',-0.025,-0.150,-0.113,0.610,91.000
'0:17.630',-0.065,-0.152,-0.115,0.611,91.000
'0:17.640',-0.035,-0.154,-0.116,0.611,91.000
'0:17.650',0.140,-0.156,-0.117,0.612,91.000
'0:17.660',0.105,-0.158,-0.118,0.613,91.000
'0:17.670',0.170,-0.160,-0.120,0.613,91.000
'0:17.680',0.300,-0.162,-0.121,0.614,91.000
'0:17.690',0.320,-0.164,-0.123,0.614,91.000
'0:17.700',0.200,-0.165,-0.124,0.615,91.000
'0:17.710',0.290,-0.169,-0.126,0.615,91.000
'0:17.720',0.165,-0.172,-0.128,0.615,91.000
'0:17.730',0.130,-0.175,-0.130,0.615,91.000
'0:17.740',0.205,-0.178,-0.132,0.616,91.000
'0:17.750',0.060,-0.181,-0.134,0.616,91.000
'0:17.760',-0.210,-0.184,-0.136,0.616,91.000
'0:17.770',-0.110,-0.187,-0.138,0.617,91.000
'0:17.780',-0.120,-0.190,-0.140,0.617,91.000
'0:17.790',-0.500,-0.193,-0.142,0.617,91.000
'0:17.800',-0.770,-0.196,-0.144,0.618,91.000
'0:17.810',-0.750,-0.198,-0.145,0.618,91.000
'0:17.820',-0.005,-0.200,-0.146,0.618,91.000
'0:17.830',2.225,-0.201,-0.147,0.618,91.000
'0:17.840',2.335,-0.203,-0.148,0.618,91.000
'0:17.850',1.390,-0.205,-0.149,0.618,91.000
'0:17.860',0.890,-0.206,-0.149,0.618,91.000
'0:17.870',0.050,-0.207,-0.150,0.618,91.000
'0:17.880',-0.020,-0.208,-0.151,0.619,91.000
'0:17.890',-0.190,-0.209,-0.151,0.619,91.000
'0:17.900',-0.200,-0.210,-0.152,0.619,91.000
'0:17.910',-0.165,-0.211,-0.153,0.619,91.000
'0:17.920',-0.145,-0.213,-0.154,0.619,91.000
'0:17.930',-0.160,-0.214,-0.156,0.619,91.000
'0:17.940',-0.155,-0.216,-0.157,0.619,91.000
'0:17.950',-0.200,-0.217,-0.159,0.619,91.000
'0:17.960',-0.160,-0.221,-0.160,0.619,90.000
'0:17.970',-0.115,-0.225,-0.162,0.619,90.000
'0:17.980',-0.080,-0.229,-0.163,0.618,90.000
'0:17.990',-0.250,-0.233,-0.165,0.618,90.000
'0:18.000',-0.215,-0.237,-0.166,0.618,90.000
'0:18.010',-0.140,-0.240,-0.167,0.618,90.000
'0:18.020',-0.185,-0.242,-0.168,0.618,90.000
'0:18.030',-0.200,-0.245,-0.169,0.617,90.000
'0:18.040',-0.200,-0.247,-0.170,0.617,90.000
'0:18.050',-0.210,-0.250,-0.171,0.617,90.000
'0:18.060',-0.195,-0.251,-0.172,0.617,90.000
'0:18.070',-0.160,-0.252,-0.173,0.616,90.000
'0:18.080',-0.180,-0.253,-0.175,0.616,90.000
'0:18.090',-0.180,-0.254,-0.176,0.616,90.000
'0:18.100',-0.130,-0.256,-0.177,0.615,90.000
'0:18.110',-0.040,-0.258,-0.178,0.615,90.000
'0:18.120',-0.015,-0.259,-0.179,0.615,90.000
'0:18.130',0.045,-0.261,-0.179,0.614,90.000
'0:18.140',0.100,-0.263,-0.180,0.614,90.000
'0:18.150',0.120,-0.265,-0.181,0.614,90.000
'0:18.160',0.115,-0.267,-0.182,0.613,90.000
'0:18.170',0.075,-0.269,-0.182,0.613,90.000
'0:18.180',0.060,-0.271,-0.183,0.612,90.000
'0:18.190',0.030,-0.273,-0.184,0.612,90.000
'0:18.200',0.005,-0.276,-0.185,0.612,90.000
'0:18.210',0.035,-0.278,-0.186,0.611,90.000
'0:18.220',0.060,-0.280,-0.187,0.611,90.000
'0:18.230',-0.020,-0.282,-0.188,0.610,90.000
'0:18.240',-0.045,-0.284,-0.189,0.610,90.000
'0:18.250',-0.040,-0.286,-0.190,0.609,90.000
'0:18.260',0.000,-0.288,-0.191,0.609,90.000
'0:18.270',-0.040,-0.289,-0.191,0.608,90.000
'0:18.280',-0.085,-0.291,-0.191,0.608,90.000
'0:18.290',-0.075,-0.293,-0.191,0.608,90.000
'0:18.300',-0.060,-0.294,-0.191,0.607,90.000
'0:18.310',-0.110,-0.296,-0.191,0.607,90.000
'0:18.320',-0.135,-0.298,-0.191,0.606,90.000
'0:18.330',-0.095,-0.300,-0.191,0.606,90.000
'0:18.340',-0.070,-0.303,-0.191,0.605,90.000
'0:18.350',-0.140,-0.305,-0.191,0.605,90.000
'0:18.360',-0.105,-0.307,-0.191,0.605,90.000
'0:18.370',-0.060,-0.309,-0.191,0.604,90.000
'0:18.380',-0.040,-0.311,-0.190,0.604,90.000
'0:18.390',-0.105,-0.313,-0.190,0.603,90.000
'0:18.400',-0.090,-0.315,-0.190,0.603,90.000
'0:18.410',-0.115,-0.319,-0.190,0.602,90.000
'0:18.420',-0.045,-0.322,-0.190,0.601,90.000
'0:18.430',-0.045,-0.325,-0.190,0.601,90.000
'0:18.440',-0.040,-0.328,-0.189,0.600,90.000
'0:18.450',-0.070,-0.332,-0.189,0.599,90.000
'0:18.460',-0.015,-0.333,-0.190,0.598,90.000
'0:18.470',-0.135,-0.333,-0.190,0.598,90.000
'0:18.480',-0.145,-0.334,-0.190,0.597,90.000
'0:18.490',-0.125,-0.335,-0.191,0.596,90.000
'0:18.500',-0.025,-0.336,-0.191,0.595,90.000
'0:18.510',-0.135,-0.336,-0.192,0.594,90.000
'0:18.520',-0.115,-0.336,-0.192,0.593,90.000
'0:18.530',-0.180,-0.336,-0.193,0.593,90.000
'0:18.540',-0.475,-0.336,-0.194,0.592,90.000
'0:18.550',-0.350,-0.335,-0.194,0.591,90.000
'0:18.560',-0.360,-0.336,-0.195,0.590,90.000
'0:18.570',-0.100,-0.337,-0.196,0.588,90.000
'0:18.580',0.095,-0.338,-0.197,0.587,90.000
'0:18.590',0.140,-0.339,-0.199,0.586,90.000
'0:18.600',0.130,-0.340,-0.200,0.584,90.000
'0:18.610',0.340,-0.339,-0.201,0.583,90.000
'0:18.620',0.315,-0.338,-0.202,0.581,90.000
'0:18.630',0.165,-0.337,-0.204,0.579,90.000
'0:18.640',0.100,-0.336,-0.205,0.577,90.000
'0:18.650',0.005,-0.336,-0.207,0.576,90.000
'0:18.660',-0.060,-0.335,-0.207,0.573,90.000
'0:18.670',-0.040,-0.334,-0.207,0.571,90.000
'0:18.680',-0.065,-0.333,-0.207,0.569,90.000
'0:18.690',-0.095,-0.332,-0.208,0.567,90.000
'0:18.700',-0.010,-0.331,-0.208,0.565,90.000
'0:18.710',-0.030,-0.330,-0.208,0.560,90.000
'0:18.720',-0.425,-0.329,-0.207,0.555,90.000
'0:18.730',-0.725,-0.328,-0.207,0.550,90.000
'0:18.740',-0.680,-0.326,-0.207,0.546,90.000
'0:18.750',0.030,-0.325,-0.207,0.541,90.000
'0:18.760',2.220,-0.323,-0.207,0.532,90.000
'0:18.770',2.480,-0.321,-0.206,0.523,90.000
'0:18.780',1.485,-0.318,-0.206,0.514,90.000
'0:18.790',1.000,-0.316,-0.206,0.505,90.000
'0:18.800',0.090,-0.314,-0.206,0.496,90.000
'0:18.810',-0.045,-0.310,-0.206,0.482,90.000
'0:18.820',-0.095,-0.307,-0.205,0.469,90.000
'0:18.830',-0.065,-0.304,-0.205,0.456,90.000
'0:18.840',-0.100,-0.300,-0.204,0.442,90.000
'0:18.850',-0.110,-0.297,-0.204,0.429,90.000
'0:18.860',-0.050,-0.295,-0.201,0.412,90.000
'0:18.870',-0.140,-0.293,-0.199,0.395,90.000
'0:18.880',-0.105,-0.290,-0.196,0.378,90.000
'0:18.890',-0.095,-0.288,-0.193,0.361,90.000
'0:18.900',-0.325,-0.286,-0.190,0.344,90.000
'0:18.910',-0.245,-0.285,-0.187,0.325,90.000
'0:18.920',-0.235,-0.284,-0.184,0.306,90.000
'0:18.930',-0.200,-0.283,-0.181,0.286,90.000
'0:18.940',-0.110,-0.282,-0.178,0.267,90.000
'0:18.950',-0.230,-0.280,-0.175,0.248,90.000
'0:18.960',-0.265,-0.276,-0.174,0.228,90.000
'0:18.970',-0.275,-0.272,-0.172,0.208,90.000
'0:18.980',-0.200,-0.268,-0.170,0.188,90.000
'0:18.990',-0.270,-0.263,-0.168,0.168,90.000
'0:19.000',-0.160,-0.259,-0.167,0.147,90.000
'0:19.010',-0.260,-0.254,-0.164,0.128,90.000
'0:19.020',-0.270,-0.249,-0.162,0.108,90.000
'0:19.030',-0.125,-0.244,-0.160,0.088,90.000
'0:19.040',-0.050,-0.239,-0.158,0.068,90.000
'0:19.050',-0.040,-0.234,-0.156,0.049,90.000
'0:19.060',0.045,-0.231,-0.153,0.030,90.000
'0:19.070',0.175,-0.227,-0.150,0.012,90.000
'0:19.080',0.255,-0.224,-0.147,-0.007,90.000
'0:19.090',0.100,-0.220,-0.144,-0.025,90.000
'0:19.100',0.080,-0.217,-0.141,-0.044,90.000
'0:19.110',0.120,-0.211,-0.138,-0.060,90.000
'0:19.120',0.095,-0.206,-0.135,-0.077,90.000
'0:19.130',0.035,-0.201,-0.132,-0.094,90.000
'0:19.140',-0.040,-0.196,-0.129,-0.110,90.000
'0:19.150',0.000,-0.191,-0.126,-0.127,90.000
'0:19.160',0.055,-0.186,-0.123,-0.142,90.000
'0:19.170',-0.030,-0.181,-0.120,-0.156,90.000
'0:19.180',-0.120,-0.177,-0.117,-0.171,90.000
'0:19.190',0.015,-0.172,-0.114,-0.186,90.000
'0:19.200',-0.040,-0.167,-0.111,-0.200,90.000
'0:19.210',-0.130,-0.164,-0.108,-0.213,90.000
'0:19.220',-0.145,-0.160,-0.106,-0.226,90.000
'0:19.230',-0.070,-0.157,-0.103,-0.238,90.000
