'Elapsed time','ECG'
'0:12.140',0.740
'0:12.150',0.730
'0:12.160',0.795
'0:12.170',0.775
'0:12.180',0.840
'0:12.190',0.945
'0:12.200',0.990
'0:12.210',1.070
'0:12.220',1.065
'0:12.230',1.040
'0:12.240',1.140
'0:12.250',1.140
'0:12.260',1.170
'0:12.270',1.295
'0:12.280',1.310
'0:12.290',1.340
'0:12.300',1.455
'0:12.310',1.430
'0:12.320',1.400
'0:12.330',1.470
'0:12.340',1.560
'0:12.350',1.530
'0:12.360',1.540
'0:12.370',1.655
'0:12.380',1.685
'0:12.390',1.755
'0:12.400',1.885
'0:12.410',1.820
'0:12.420',1.830
'0:12.430',1.800
'0:12.440',1.725
'0:12.450',1.755
'0:12.460',1.740
'0:12.470',1.700
'0:12.480',1.640
'0:12.490',1.540
'0:12.500',1.360
'0:12.510',1.660
'0:12.520',2.910
'0:12.530',4.680
'0:12.540',5.220
'0:12.550',3.350
'0:12.560',1.730
'0:12.570',1.530
'0:12.580',1.580
'0:12.590',1.525
'0:12.600',1.490
'0:12.610',1.510
'0:12.620',1.540
'0:12.630',1.520
'0:12.640',1.500
'0:12.650',1.570
'0:12.660',1.590
'0:12.670',1.560
'0:12.680',1.615
'0:12.690',1.610
'0:12.700',1.480
'0:12.710',1.460
'0:12.720',1.580
'0:12.730',1.585
'0:12.740',1.530
'0:12.750',1.630
'0:12.760',1.750
'0:12.770',1.750
'0:12.780',1.700
'0:12.790',1.765
'0:12.800',1.860
'0:12.810',1.870
'0:12.820',1.865
'0:12.830',1.660
'0:12.840',1.490
'0:12.850',1.520
'0:12.860',1.580
'0:12.870',1.530
'0:12.880',1.470
'0:12.890',1.490
'0:12.900',1.435
'0:12.910',1.390
'0:12.920',1.370
'0:12.930',1.370
'0:12.940',1.340
'0:12.950',1.280
'0:12.960',1.345
'0:12.970',1.390
'0:12.980',1.340
'0:12.990',1.310
'0:13.000',1.200
'0:13.010',1.160
'0:13.020',1.200
'0:13.030',1.160
'0:13.040',1.160
'0:13.050',1.140
'0:13.060',1.085
'0:13.070',0.980
'0:13.080',0.890
'0:13.090',0.920
'0:13.100',0.905
'0:13.110',0.920
'0:13.120',0.930
'0:13.130',0.830
'0:13.140',0.815
'0:13.150',0.770
'0:13.160',0.690
'0:13.170',0.540
'0:13.180',0.495
'0:13.190',0.490
'0:13.200',0.450
'0:13.210',0.360
'0:13.220',0.310
'0:13.230',0.120
'0:13.240',0.260
'0:13.250',1.510
'0:13.260',3.450
'0:13.270',4.100
'0:13.280',2.110
'0:13.290',0.335
'0:13.300',0.185
'0:13.310',0.190
'0:13.320',0.155
'0:13.330',0.135
'0:13.340',0.135
'0:13.350',0.170
'0:13.360',0.155
'0:13.370',0.150
'0:13.380',0.080
'0:13.390',0.040
'0:13.400',0.105
'0:13.410',0.120
'0:13.420',-0.005
'0:13.430',-0.055
'0:13.440',-0.040
'0:13.450',-0.100
'0:13.460',-0.130
'0:13.470',-0.115
'0:13.480',-0.230
'0:13.490',-0.240
'0:13.500',-0.175
'0:13.510',-0.240
'0:13.520',-0.240
'0:13.530',-0.240
'0:13.540',-0.320
'0:13.550',-0.460
'0:13.560',-0.690
'0:13.570',-0.905
'0:13.580',-1.000
'0:13.590',-1.110
'0:13.600',-1.235
'0:13.610',-1.335
'0:13.620',-1.390
'0:13.630',-1.425
'0:13.640',-1.490
'0:13.650',-1.580
'0:13.660',-1.705
'0:13.670',-1.780
'0:13.680',-1.790
'0:13.690',-1.825
'0:13.700',-1.925
'0:13.710',-2.035
'0:13.720',-2.175
'0:13.730',-2.195
'0:13.740',-2.160
'0:13.750',-2.225
'0:13.760',-2.085
'0:13.770',-1.925
'0:13.780',-2.220
'0:13.790',-2.410
'0:13.800',-2.235
'0:13.810',-2.240
'0:13.820',-2.320
'0:13.830',-2.210
'0:13.840',-2.065
'0:13.850',-2.175
'0:13.860',-2.240
'0:13.870',-2.295
'0:13.880',-2.350
'0:13.890',-2.425
'0:13.900',-2.540
'0:13.910',-2.510
'0:13.920',-2.575
'0:13.930',-2.840
'0:13.940',-2.975
'0:13.950',-2.470
'0:13.960',-0.905
'0:13.970',0.880
'0:13.980',0.600
'0:13.990',-1.690
'0:14.000',-2.800
'0:14.010',-2.790
'0:14.020',-3.015
'0:14.030',-3.060
'0:14.040',-3.000
'0:14.050',-3.175
'0:14.060',-3.275
'0:14.070',-3.205
'0:14.080',-3.310
'0:14.090',-3.355
'0:14.100',-3.390
'0:14.110',-3.420
'0:14.120',-3.400
'0:14.130',-3.500
'0:14.140',-3.460
'0:14.150',-3.440
'0:14.160',-3.440
'0:14.170',-3.565
'0:14.180',-3.540
'0:14.190',-3.560
'0:14.200',-3.615
'0:14.210',-3.545
'0:14.220',-3.495
'0:14.230',-3.450
'0:14.240',-3.525
'0:14.250',-3.660
'0:14.260',-3.780
'0:14.270',-3.850
'0:14.280',-4.005
'0:14.290',-4.225
'0:14.300',-4.180
'0:14.310',-4.340
'0:14.320',-4.535
'0:14.330',-4.620
'0:14.340',-4.695
'0:14.350',-4.690
'0:14.360',-4.695
'0:14.370',-4.900
'0:14.380',-4.875
'0:14.390',-4.955
'0:14.400',-5.120
'0:14.410',-5.025
'0:14.420',-5.120
'0:14.430',-5.190
'0:14.440',-5.185
'0:14.450',-5.215
'0:14.460',-5.240
'0:14.470',-5.270
'0:14.480',-5.300
'0:14.490',-5.275
'0:14.500',-5.345
'0:14.510',-5.400
'0:14.520',-5.385
'0:14.530',-5.400
'0:14.540',-5.435
'0:14.550',-5.490
'0:14.560',-5.605
'0:14.570',-5.785
'0:14.580',-5.985
'0:14.590',-6.040
'0:14.600',-6.025
'0:14.610',-6.080
'0:14.620',-6.180
'0:14.630',-6.435
'0:14.640',-6.275
'0:14.650',-5.095
'0:14.660',-3.205
'0:14.670',-2.355
'0:14.680',-4.230
'0:14.690',-6.090
'0:14.700',-6.320
'0:14.710',-6.440
'0:14.720',-6.460
'0:14.730',-6.455
'0:14.740',-6.435
'0:14.750',-6.345
'0:14.760',-6.405
'0:14.770',-6.515
'0:14.780',-6.505
'0:14.790',-6.480
'0:14.800',-6.435
'0:14.810',-6.360
'0:14.820',-6.425
'0:14.830',-6.410
'0:14.840',-6.225
'0:14.850',-6.230
'0:14.860',-6.295
'0:14.870',-6.190
'0:14.880',-6.200
'0:14.890',-6.175
'0:14.900',-6.025
'0:14.910',-5.675
'0:14.920',-5.785
'0:14.930',-5.985
'0:14.940',-5.835
'0:14.950',-5.970
'0:14.960',-5.975
'0:14.970',-5.950
'0:14.980',-6.080
'0:14.990',-5.990
'0:15.000',-5.990
'0:15.010',-6.135
'0:15.020',-6.185
'0:15.030',-6.285
'0:15.040',-6.375
'0:15.050',-6.245
'0:15.060',-6.290
'0:15.070',-6.370
'0:15.080',-6.320
'0:15.090',-6.345
'0:15.100',-6.410
'0:15.110',-6.230
'0:15.120',-6.370
'0:15.130',-6.610
'0:15.140',-6.510
'0:15.150',-6.480
'0:15.160',-6.635
'0:15.170',-6.665
'0:15.180',-6.420
'0:15.190',-6.540
'0:15.200',-6.695
'0:15.210',-6.585
'0:15.220',-6.570
'0:15.230',-6.595
'0:15.240',-6.700
'0:15.250',-6.820
'0:15.260',-7.010
'0:15.270',-7.025
'0:15.280',-6.960
'0:15.290',-6.985
'0:15.300',-7.045
'0:15.310',-7.280
'0:15.320',-7.275
'0:15.330',-6.280
'0:15.340',-4.460
'0:15.350',-3.410
'0:15.360',-4.990
'0:15.370',-6.905
'0:15.380',-7.195
'0:15.390',-7.185
'0:15.400',-7.280
'0:15.410',-7.335
'0:15.420',-7.310
'0:15.430',-7.340
'0:15.440',-7.365
'0:15.450',-7.360
'0:15.460',-7.360
'0:15.470',-7.375
'0:15.480',-7.175
'0:15.490',-7.160
'0:15.500',-7.355
'0:15.510',-7.250
'0:15.520',-7.190
'0:15.530',-7.170
'0:15.540',-7.120
'0:15.550',-7.060
'0:15.560',-6.980
'0:15.570',-6.890
'0:15.580',-6.815
'0:15.590',-6.765
'0:15.600',-6.640
'0:15.610',-6.550
'0:15.620',-6.505
'0:15.630',-6.500
'0:15.640',-6.510
'0:15.650',-6.545
'0:15.660',-6.570
'0:15.670',-6.570
'0:15.680',-6.500
'0:15.690',-6.460
'0:15.700',-6.480
'0:15.710',-6.455
'0:15.720',-6.395
'0:15.730',-6.315
'0:15.740',-6.290
'0:15.750',-6.250
'0:15.760',-6.220
'0:15.770',-6.215
'0:15.780',-6.185
'0:15.790',-6.150
'0:15.800',-6.080
'0:15.810',-6.000
'0:15.820',-6.000
'0:15.830',-6.000
'0:15.840',-5.910
'0:15.850',-5.905
'0:15.860',-5.835
'0:15.870',-5.745
'0:15.880',-5.665
'0:15.890',-5.595
'0:15.900',-5.585
'0:15.910',-5.605
'0:15.920',-5.475
'0:15.930',-5.625
'0:15.940',-5.770
'0:15.950',-5.630
'0:15.960',-5.725
'0:15.970',-5.730
'0:15.980',-5.640
'0:15.990',-5.840
'0:16.000',-5.725
'0:16.010',-4.525
'0:16.020',-2.575
'0:16.030',-2.045
'0:16.040',-3.955
'0:16.050',-5.500
'0:16.060',-5.520
'0:16.070',-5.535
'0:16.080',-5.580
'0:16.090',-5.515
'0:16.100',-5.510
'0:16.110',-5.580
'0:16.120',-5.560
'0:16.130',-5.500
'0:16.140',-5.495
'0:16.150',-5.470
'0:16.160',-5.390
'0:16.170',-5.405
'0:16.180',-5.420
'0:16.190',-5.360
'0:16.200',-5.375
'0:16.210',-5.345
'0:16.220',-5.320
'0:16.230',-5.270
'0:16.240',-5.230
'0:16.250',-5.235
'0:16.260',-5.180
'0:16.270',-5.040
'0:16.280',-4.950
'0:16.290',-4.940
'0:16.300',-4.940
'0:16.310',-4.850
'0:16.320',-4.880
'0:16.330',-4.860
'0:16.340',-5.000
'0:16.350',-5.150
'0:16.360',-4.860
'0:16.370',-4.870
'0:16.380',-4.730
'0:16.390',-4.480
'0:16.400',-4.585
'0:16.410',-4.600
'0:16.420',-4.455
'0:16.430',-4.550
'0:16.440',-4.500
'0:16.450',-3.840
'0:16.460',-4.100
'0:16.470',-4.075
'0:16.480',-3.690
'0:16.490',-3.690
'0:16.500',-4.360
'0:16.510',-4.145
'0:16.520',-3.735
'0:16.530',-4.595
'0:16.540',-4.535
'0:16.550',-4.100
'0:16.560',-4.530
'0:16.570',-4.445
'0:16.580',-4.455
'0:16.590',-4.895
'0:16.600',-5.020
'0:16.610',-5.295
'0:16.620',-5.915
'0:16.630',-5.605
'0:16.640',-5.460
'0:16.650',-5.400
'0:16.660',-5.695
'0:16.670',-6.000
'0:16.680',-5.110
'0:16.690',-6.055
'0:16.700',-5.665
'0:16.710',-3.380
'0:16.720',-1.840
'0:16.730',-2.330
'0:16.740',-4.140
'0:16.750',-5.720
'0:16.760',-6.025
'0:16.770',-5.630
'0:16.780',-5.485
'0:16.790',-5.615
'0:16.800',-5.760
'0:16.810',-6.025
'0:16.820',-5.970
'0:16.830',-5.905
'0:16.840',-5.875
'0:16.850',-6.030
'0:16.860',-6.365
'0:16.870',-6.175
'0:16.880',-5.900
'0:16.890',-5.555
'0:16.900',-5.775
'0:16.910',-5.935
'0:16.920',-5.505
'0:16.930',-5.110
'0:16.940',-5.225
'0:16.950',-5.245
'0:16.960',-5.265
'0:16.970',-5.165
'0:16.980',-5.000
'0:16.990',-5.315
'0:17.000',-5.320
'0:17.010',-5.290
'0:17.020',-5.320
'0:17.030',-5.155
'0:17.040',-5.330
'0:17.050',-5.575
'0:17.060',-5.500
'0:17.070',-5.310
'0:17.080',-5.200
'0:17.090',-5.195
'0:17.100',-5.290
'0:17.110',-5.325
'0:17.120',-5.040
'0:17.130',-4.975
'0:17.140',-4.880
'0:17.150',-4.840
'0:17.160',-4.880
'0:17.170',-4.800
'0:17.180',-4.745
'0:17.190',-4.735
'0:17.200',-4.665
'0:17.210',-4.505
'0:17.220',-4.445
'0:17.230',-4.525
'0:17.240',-4.520
'0:17.250',-4.400
'0:17.260',-4.300
'0:17.270',-4.180
'0:17.280',-4.160
'0:17.290',-4.205
'0:17.300',-4.150
'0:17.310',-4.160
'0:17.320',-4.235
'0:17.330',-4.215
'0:17.340',-4.165
'0:17.350',-4.300
'0:17.360',-4.375
'0:17.370',-4.370
'0:17.380',-4.590
'0:17.390',-4.600
'0:17.400',-3.590
'0:17.410',-1.785
'0:17.420',-0.535
'0:17.430',-1.905
'0:17.440',-4.020
'0:17.450',-4.460
'0:17.460',-4.360
'0:17.470',-4.370
'0:17.480',-4.400
'0:17.490',-4.400
'0:17.500',-4.365
'0:17.510',-4.415
'0:17.520',-4.400
'0:17.530',-4.350
'0:17.540',-4.400
'0:17.550',-4.385
'0:17.560',-4.350
'0:17.570',-4.340
'0:17.580',-4.325
'0:17.590',-4.285
'0:17.600',-4.270
'0:17.610',-4.215
'0:17.620',-4.195
'0:17.630',-4.160
'0:17.640',-4.040
'0:17.650',-4.020
'0:17.660',-4.035
'0:17.670',-3.940
'0:17.680',-3.875
'0:17.690',-3.825
'0:17.700',-3.810
'0:17.710',-3.800
'0:17.720',-3.860
'0:17.730',-3.900
'0:17.740',-3.930
'0:17.750',-3.930
'0:17.760',-3.950
'0:17.770',-3.980
'0:17.780',-3.915
'0:17.790',-3.900
'0:17.800',-3.920
'0:17.810',-3.915
'0:17.820',-3.920
'0:17.830',-3.895
'0:17.840',-3.860
'0:17.850',-3.895
'0:17.860',-3.920
'0:17.870',-3.890
'0:17.880',-3.870
'0:17.890',-3.820
'0:17.900',-3.750
'0:17.910',-3.735
'0:17.920',-3.725
'0:17.930',-3.690
'0:17.940',-3.655
'0:17.950',-3.570
'0:17.960',-3.500
'0:17.970',-3.470
'0:17.980',-3.395
'0:17.990',-3.320
'0:18.000',-3.300
'0:18.010',-3.330
'0:18.020',-3.360
'0:18.030',-3.420
'0:18.040',-3.420
'0:18.050',-3.420
'0:18.060',-3.320
'0:18.070',-3.320
'0:18.080',-3.510
'0:18.090',-3.660
'0:18.100',-3.080
'0:18.110',-1.390
'0:18.120',0.530
'0:18.130',0.290
'0:18.140',-2.070
'0:18.150',-3.155
'0:18.160',-2.915
'0:18.170',-2.935
'0:18.180',-2.920
'0:18.190',-2.840
'0:18.200',-2.825
'0:18.210',-2.830
'0:18.220',-2.745
'0:18.230',-2.660
'0:18.240',-2.670
'0:18.250',-2.630
'0:18.260',-2.460
'0:18.270',-2.365
'0:18.280',-2.450
'0:18.290',-2.380
'0:18.300',-2.240
'0:18.310',-2.270
'0:18.320',-2.195
'0:18.330',-1.975
'0:18.340',-1.860
'0:18.350',-1.865
'0:18.360',-2.040
'0:18.370',-1.905
'0:18.380',-1.515
'0:18.390',-1.450
'0:18.400',-1.420
'0:18.410',-1.375
'0:18.420',-1.500
'0:18.430',-1.620
'0:18.440',-1.560
'0:18.450',-1.560
'0:18.460',-1.580
'0:18.470',-1.505
'0:18.480',-1.475
'0:18.490',-1.420
'0:18.500',-1.360
'0:18.510',-1.410
'0:18.520',-1.360
'0:18.530',-1.230
'0:18.540',-1.310
'0:18.550',-1.355
'0:18.560',-1.255
'0:18.570',-1.170
'0:18.580',-1.190
'0:18.590',-1.075
'0:18.600',-1.110
'0:18.610',-1.120
'0:18.620',-0.975
'0:18.630',-1.000
'0:18.640',-0.995
'0:18.650',-0.960
'0:18.660',-0.880
'0:18.670',-0.820
'0:18.680',-0.820
'0:18.690',-0.715
'0:18.700',-0.665
'0:18.710',-0.625
'0:18.720',-0.620
'0:18.730',-0.645
'0:18.740',-0.645
'0:18.750',-0.675
'0:18.760',-0.630
'0:18.770',-0.620
'0:18.780',-0.660
'0:18.790',-0.780
'0:18.800',-0.905
'0:18.810',-0.380
'0:18.820',1.215
'0:18.830',3.035
'0:18.840',3.085
'0:18.850',1.080
'0:18.860',-0.375
'0:18.870',-0.455
'0:18.880',-0.335
'0:18.890',-0.355
'0:18.900',-0.515
'0:18.910',-0.485
'0:18.920',-0.375
'0:18.930',-0.400
'0:18.940',-0.420
'0:18.950',-0.270
'0:18.960',-0.260
'0:18.970',-0.290
'0:18.980',-0.255
'0:18.990',-0.250
'0:19.000',-0.200
'0:19.010',-0.200
'0:19.020',-0.260
'0:19.030',-0.170
'0:19.040',-0.060
'0:19.050',-0.020
'0:19.060',0.010
'0:19.070',0.000
'0:19.080',0.025
'0:19.090',0.040
'0:19.100',0.120
'0:19.110',0.215
'0:19.120',0.220
'0:19.130',0.180
'0:19.140',0.130
'0:19.150',0.130
'0:19.160',0.170
'0:19.170',0.155
'0:19.180',0.165
'0:19.190',0.140
'0:19.200',0.155
'0:19.210',0.190
'0:19.220',0.145
'0:19.230',0.200
'0:19.240',0.290
'0:19.250',0.270
'0:19.260',0.160
'0:19.270',0.225
'0:19.280',0.290
'0:19.290',0.280
'0:19.300',0.290
'0:19.310',0.320
'0:19.320',0.300
'0:19.330',0.265
'0:19.340',0.325
'0:19.350',0.440
'0:19.360',0.400
'0:19.370',0.290
'0:19.380',0.425
'0:19.390',0.470
'0:19.400',0.425
'0:19.410',0.580
'0:19.420',0.615
'0:19.430',0.595
'0:19.440',0.615
'0:19.450',0.560
'0:19.460',0.560
'0:19.470',0.425
'0:19.480',0.350
'0:19.490',0.365
'0:19.500',0.345
'0:19.510',0.210
'0:19.520',0.270
'0:19.530',1.180
'0:19.540',2.905
'0:19.550',4.110
'0:19.560',2.880
'0:19.570',0.950
'0:19.580',0.500
'0:19.590',0.580
'0:19.600',0.665
'0:19.610',0.630
'0:19.620',0.580
'0:19.630',0.705
'0:19.640',0.795
'0:19.650',0.780
'0:19.660',0.645
'0:19.670',0.680
'0:19.680',0.760
'0:19.690',0.820
'0:19.700',0.910
'0:19.710',0.860
'0:19.720',0.840
'0:19.730',0.940
'0:19.740',1.020
'0:19.750',1.000
'0:19.760',1.030
'0:19.770',1.065
'0:19.780',1.060
'0:19.790',1.090
'0:19.800',1.160
'0:19.810',1.200
'0:19.820',1.225
'0:19.830',1.295
'0:19.840',1.255
'0:19.850',1.220
'0:19.860',1.245
'0:19.870',1.145
'0:19.880',1.160
'0:19.890',1.175
'0:19.900',1.060
'0:19.910',1.135
'0:19.920',1.165
'0:19.930',1.130
'0:19.940',1.160
'0:19.950',1.200
'0:19.960',1.200
'0:19.970',1.205
'0:19.980',1.165
'0:19.990',1.150
'0:20.000',1.160
'0:20.010',1.160
'0:20.020',1.200
'0:20.030',1.210
'0:20.040',1.290
'0:20.050',1.320
'0:20.060',1.125
'0:20.070',1.080
'0:20.080',1.100
'0:20.090',1.175
'0:20.100',1.270
'0:20.110',1.305
'0:20.120',1.320
'0:20.130',1.390
'0:20.140',1.510
'0:20.150',1.480
'0:20.160',1.440
'0:20.170',1.480
'0:20.180',1.460
'0:20.190',1.360
'0:20.200',1.320
'0:20.210',1.330
'0:20.220',1.310
'0:20.230',1.300
'0:20.240',1.175
'0:20.250',0.975
'0:20.260',1.495
'0:20.270',3.000
'0:20.280',4.740
'0:20.290',4.475
'0:20.300',2.240
'0:20.310',1.230
'0:20.320',1.360
'0:20.330',1.310
'0:20.340',1.320
'0:20.350',1.260
'0:20.360',1.250
'0:20.370',1.330
'0:20.380',1.375
'0:20.390',1.360
'0:20.400',1.340
'0:20.410',1.365
'0:20.420',1.400
'0:20.430',1.380
'0:20.440',1.370
'0:20.450',1.400
'0:20.460',1.445
'0:20.470',1.460
'0:20.480',1.480
'0:20.490',1.505
'0:20.500',1.520
'0:20.510',1.520
'0:20.520',1.600
'0:20.530',1.640
'0:20.540',1.645
'0:20.550',1.725
'0:20.560',1.780
'0:20.570',1.745
'0:20.580',1.745
'0:20.590',1.740
'0:20.600',1.700
'0:20.610',1.700
'0:20.620',1.660
'0:20.630',1.650
'0:20.640',1.640
'0:20.650',1.640
'0:20.660',1.660
'0:20.670',1.680
'0:20.680',1.685
'0:20.690',1.660
'0:20.700',1.660
'0:20.710',1.690
'0:20.720',1.680
'0:20.730',1.685
'0:20.740',1.690
'0:20.750',1.680
'0:20.760',1.680
'0:20.770',1.700
'0:20.780',1.705
'0:20.790',1.685
'0:20.800',1.710
'0:20.810',1.725
'0:20.820',1.720
'0:20.830',1.725
'0:20.840',1.740
'0:20.850',1.710
'0:20.860',1.785
'0:20.870',1.825
'0:20.880',1.840
'0:20.890',1.960
'0:20.900',2.000
'0:20.910',2.000
'0:20.920',2.005
'0:20.930',1.880
'0:20.940',1.700
'0:20.950',1.620
'0:20.960',1.705
'0:20.970',1.640
'0:20.980',1.600
'0:20.990',1.520
'0:21.000',1.470
'0:21.010',2.060
'0:21.020',3.530
'0:21.030',5.105
'0:21.040',4.460
'0:21.050',2.360
'0:21.060',1.560
'0:21.070',1.725
'0:21.080',1.660
'0:21.090',1.570
'0:21.100',1.640
'0:21.110',1.660
'0:21.120',1.600
'0:21.130',1.625
'0:21.140',1.690
'0:21.150',1.625
'0:21.160',1.650
'0:21.170',1.730
'0:21.180',1.665
'0:21.190',1.700
'0:21.200',1.700
'0:21.210',1.680
'0:21.220',1.700
'0:21.230',1.745
'0:21.240',1.800
'0:21.250',1.780
'0:21.260',1.780
'0:21.270',1.775
'0:21.280',1.810
'0:21.290',1.845
'0:21.300',1.915
'0:21.310',2.040
'0:21.320',2.000
'0:21.330',1.915
'0:21.340',1.930
'0:21.350',1.815
'0:21.360',1.780
'0:21.370',1.855
'0:21.380',1.860
'0:21.390',1.820
'0:21.400',1.800
'0:21.410',1.800
'0:21.420',1.840
'0:21.430',1.790
'0:21.440',1.790
'0:21.450',1.840
'0:21.460',1.870
'0:21.470',1.785
'0:21.480',1.765
'0:21.490',1.880
'0:21.500',1.820
'0:21.510',1.780
'0:21.520',1.770
'0:21.530',1.800
'0:21.540',1.880
'0:21.550',1.850
'0:21.560',1.800
'0:21.570',1.790
'0:21.580',1.805
'0:21.590',1.850
'0:21.600',1.845
'0:21.610',1.915
'0:21.620',1.940
'0:21.630',1.980
'0:21.640',2.000
'0:21.650',2.080
'0:21.660',2.040
'0:21.670',1.920
'0:21.680',1.910
'0:21.690',1.800
'0:21.700',1.785
'0:21.710',1.840
'0:21.720',1.820
'0:21.730',1.665
'0:21.740',1.520
'0:21.750',2.230
'0:21.760',3.900
'0:21.770',5.390
'0:21.780',4.470
'0:21.790',2.270
'0:21.800',1.690
'0:21.810',1.860
'0:21.820',1.830
'0:21.830',1.825
'0:21.840',1.805
'0:21.850',1.745
'0:21.860',1.760
'0:21.870',1.800
'0:21.880',1.815
'0:21.890',1.860
'0:21.900',1.845
'0:21.910',1.810
'0:21.920',1.880
'0:21.930',1.885
'0:21.940',1.850
'0:21.950',1.920
'0:21.960',1.900
'0:21.970',1.905
'0:21.980',1.960
'0:21.990',2.000
'0:22.000',1.970
'0:22.010',1.980
'0:22.020',2.040
'0:22.030',2.080
'0:22.040',2.110
'0:22.050',2.180
'0:22.060',2.200
'0:22.070',2.140
'0:22.080',2.100
'0:22.090',2.095
'0:22.100',2.075
'0:22.110',2.080
'0:22.120',2.110
'0:22.130',2.085
'0:22.140',2.085
'0:22.150',2.070
'0:22.160',2.055
'0:22.170',2.075
'0:22.180',2.110
'0:22.190',2.090
'0:22.200',2.090
'0:22.210',2.145
'0:22.220',2.100
'0:22.230',2.060
'0:22.240',2.120
'0:22.250',2.095
'0:22.260',2.125
'0:22.270',2.110
'0:22.280',2.120
'0:22.290',2.125
'0:22.300',2.120
'0:22.310',2.125
'0:22.320',2.080
'0:22.330',2.105
'0:22.340',2.180
'0:22.350',2.240
'0:22.360',2.260
'0:22.370',2.270
'0:22.380',2.280
'0:22.390',2.285
'0:22.400',2.340
'0:22.410',2.200
'0:22.420',2.120
'0:22.430',2.110
'0:22.440',2.120
'0:22.450',2.065
'0:22.460',2.000
'0:22.470',1.890
'0:22.480',1.805
'0:22.490',2.480
'0:22.500',4.090
'0:22.510',5.595
'0:22.520',4.710
'0:22.530',2.555
'0:22.540',1.925
'0:22.550',2.060
'0:22.560',2.040
'0:22.570',1.985
'0:22.580',1.990
'0:22.590',1.950
'0:22.600',1.910
'0:22.610',1.940
'0:22.620',1.925
'0:22.630',1.910
'0:22.640',1.880
'0:22.650',1.840
'0:22.660',1.880
'0:22.670',1.895
'0:22.680',1.880
'0:22.690',1.880
'0:22.700',1.890
'0:22.710',1.850
'0:22.720',1.860
'0:22.730',1.885
'0:22.740',1.830
'0:22.750',1.805
'0:22.760',1.860
'0:22.770',1.885
'0:22.780',1.880
'0:22.790',1.880
'0:22.800',1.890
'0:22.810',1.820
'0:22.820',1.765
'0:22.830',1.765
'0:22.840',1.745
'0:22.850',1.740
'0:22.860',1.675
'0:22.870',1.640
'0:22.880',1.630
'0:22.890',1.620
'0:22.900',1.640
'0:22.910',1.605
'0:22.920',1.650
'0:22.930',1.680
'0:22.940',1.610
'0:22.950',1.580
'0:22.960',1.540
'0:22.970',1.600
'0:22.980',1.600
'0:22.990',1.560
'0:23.000',1.520
'0:23.010',1.540
'0:23.020',1.555
'0:23.030',1.570
'0:23.040',1.510
'0:23.050',1.525
'0:23.060',1.575
'0:23.070',1.655
'0:23.080',1.640
'0:23.090',1.660
'0:23.100',1.755
'0:23.110',1.755
'0:23.120',1.755
'0:23.130',1.770
'0:23.140',1.660
'0:23.150',1.600
'0:23.160',1.680
'0:23.170',1.710
'0:23.180',1.690
'0:23.190',1.550
'0:23.200',1.500
'0:23.210',2.280
'0:23.220',3.835
'0:23.230',5.205
'0:23.240',4.190
'0:23.250',2.120
'0:23.260',1.730
'0:23.270',1.840
'0:23.280',1.800
'0:23.290',1.780
'0:23.300',1.660
'0:23.310',1.750
'0:23.320',2.005
'0:23.330',2.070
'0:23.340',2.040
'0:23.350',2.065
'0:23.360',2.200
'0:23.370',2.185
'0:23.380',2.120
'0:23.390',2.290
'0:23.400',2.390
'0:23.410',2.450
'0:23.420',2.580
'0:23.430',2.720
'0:23.440',2.760
'0:23.450',2.860
'0:23.460',2.980
'0:23.470',3.030
'0:23.480',3.100
'0:23.490',3.190
'0:23.500',3.270
'0:23.510',3.260
'0:23.520',3.310
'0:23.530',3.265
'0:23.540',3.130
'0:23.550',3.220
'0:23.560',3.245
'0:23.570',3.245
'0:23.580',3.220
'0:23.590',3.200
'0:23.600',3.195
'0:23.610',3.230
'0:23.620',3.165
'0:23.630',3.250
'0:23.640',3.425
'0:23.650',3.280
'0:23.660',3.195
'0:23.670',3.240
'0:23.680',3.215
'0:23.690',3.260
'0:23.700',3.190
'0:23.710',3.160
'0:23.720',3.260
'0:23.730',3.230
'0:23.740',3.170
'0:23.750',3.180
'0:23.760',3.340
'0:23.770',3.285
'0:23.780',3.220
'0:23.790',3.355
'0:23.800',3.340
'0:23.810',3.355
'0:23.820',3.490
'0:23.830',3.450
'0:23.840',3.295
'0:23.850',3.170
'0:23.860',3.080
'0:23.870',3.080
'0:23.880',3.030
'0:23.890',2.965
'0:23.900',2.770
'0:23.910',2.890
'0:23.920',3.845
'0:23.930',5.320
'0:23.940',6.175
'0:23.950',4.750
'0:23.960',2.880
'0:23.970',2.590
'0:23.980',2.705
'0:23.990',2.680
'0:24.000',2.610
'0:24.010',2.620
'0:24.020',2.545
'0:24.030',2.485
'0:24.040',2.455
'0:24.050',2.465
'0:24.060',2.450
'0:24.070',2.380
'0:24.080',2.330
'0:24.090',2.340
'0:24.100',2.330
'0:24.110',2.290
'0:24.120',2.330
'0:24.130',2.340
'0:24.140',2.320
'0:24.150',2.280
'0:24.160',2.210
'0:24.170',2.210
'0:24.180',2.170
'0:24.190',2.070
'0:24.200',2.150
'0:24.210',2.070
'0:24.220',2.030
'0:24.230',2.055
'0:24.240',1.810
'0:24.250',1.840
'0:24.260',1.820
'0:24.270',1.770
'0:24.280',1.755
'0:24.290',1.665
'0:24.300',1.655
'0:24.310',1.610
'0:24.320',1.600
'0:24.330',1.640
'0:24.340',1.565
