'Elapsed time','Resp C','Resp A','Resp N','SpO2'
'0:12.160',0.244,0.155,-0.151,94.000
'0:12.170',0.239,0.157,-0.138,94.000
'0:12.180',0.235,0.159,-0.125,94.000
'0:12.190',0.230,0.161,-0.112,94.000
'0:12.200',0.226,0.162,-0.099,94.000
'0:12.210',0.221,0.162,-0.086,94.000
'0:12.220',0.217,0.161,-0.074,94.000
'0:12.230',0.213,0.161,-0.062,94.000
'0:12.240',0.208,0.160,-0.050,94.000
'0:12.250',0.204,0.160,-0.037,94.000
'0:12.260',0.201,0.156,-0.026,94.000
'0:12.270',0.198,0.152,-0.014,94.000
'0:12.280',0.196,0.148,-0.003,94.000
'0:12.290',0.193,0.144,0.009,94.000
'0:12.300',0.190,0.141,0.020,94.000
'0:12.310',0.186,0.138,0.031,94.000
'0:12.320',0.183,0.136,0.043,94.000
'0:12.330',0.179,0.134,0.054,94.000
'0:12.340',0.176,0.131,0.065,94.000
'0:12.350',0.172,0.129,0.076,94.000
'0:12.360',0.167,0.127,0.086,94.000
'0:12.370',0.161,0.126,0.096,94.000
'0:12.380',0.156,0.124,0.107,94.000
'0:12.390',0.150,0.122,0.117,94.000
'0:12.400',0.145,0.120,0.127,94.000
'0:12.410',0.140,0.117,0.137,94.000
'0:12.420',0.136,0.113,0.146,94.000
'0:12.430',0.132,0.110,0.155,94.000
'0:12.440',0.127,0.106,0.165,94.000
'0:12.450',0.123,0.103,0.174,94.000
'0:12.460',0.119,0.100,0.183,94.000
'0:12.470',0.116,0.097,0.191,94.000
'0:12.480',0.113,0.094,0.200,94.000
'0:12.490',0.110,0.091,0.209,94.000
'0:12.500',0.106,0.088,0.217,94.000
'0:12.510',0.102,0.085,0.225,94.000
'0:12.520',0.098,0.082,0.233,94.000
'0:12.530',0.094,0.078,0.241,94.000
'0:12.540',0.090,0.075,0.250,94.000
'0:12.550',0.086,0.071,0.258,94.000
'0:12.560',0.081,0.068,0.265,94.000
'0:12.570',0.077,0.065,0.272,94.000
'0:12.580',0.072,0.062,0.280,94.000
'0:12.590',0.068,0.059,0.287,94.000
'0:12.600',0.063,0.056,0.294,94.000
'0:12.610',0.059,0.053,0.301,94.000
'0:12.620',0.056,0.050,0.308,94.000
'0:12.630',0.052,0.047,0.315,94.000
'0:12.640',0.048,0.044,0.322,94.000
'0:12.650',0.045,0.041,0.329,94.000
'0:12.660',0.041,0.039,0.336,94.000
'0:12.670',0.038,0.036,0.342,94.000
'0:12.680',0.035,0.033,0.349,94.000
'0:12.690',0.032,0.030,0.355,94.000
'0:12.700',0.029,0.027,0.362,94.000
'0:12.710',0.024,0.023,0.368,94.000
'0:12.720',0.019,0.020,0.374,94.000
'0:12.730',0.014,0.016,0.379,94.000
'0:12.740',0.009,0.013,0.385,94.000
'0:12.750',0.004,0.009,0.391,94.000
'0:12.760',-0.001,0.006,0.397,94.000
'0:12.770',-0.006,0.002,0.402,94.000
'0:12.780',-0.011,-0.002,0.408,94.000
'0:12.790',-0.015,-0.005,0.413,94.000
'0:12.800',-0.020,-0.009,0.419,94.000
'0:12.810',-0.023,-0.012,0.424,94.000
'0:12.820',-0.026,-0.015,0.429,94.000
'0:12.830',-0.029,-0.017,0.434,94.000
'0:12.840',-0.033,-0.020,0.439,94.000
'0:12.850',-0.036,-0.023,0.444,94.000
'0:12.860',-0.040,-0.027,0.449,94.000
'0:12.870',-0.044,-0.030,0.453,94.000
'0:12.880',-0.048,-0.034,0.458,94.000
'0:12.890',-0.052,-0.037,0.463,94.000
'0:12.900',-0.057,-0.040,0.467,94.000
'0:12.910',-0.060,-0.043,0.471,94.000
'0:12.920',-0.063,-0.045,0.475,94.000
'0:12.930',-0.067,-0.047,0.480,94.000
'0:12.940',-0.070,-0.049,0.484,94.000
'0:12.950',-0.073,-0.051,0.488,94.000
'0:12.960',-0.077,-0.053,0.492,93.000
'0:12.970',-0.080,-0.056,0.495,93.000
'0:12.980',-0.083,-0.058,0.499,93.000
'0:12.990',-0.087,-0.061,0.503,93.000
'0:13.000',-0.090,-0.063,0.507,93.000
'0:13.010',-0.095,-0.066,0.510,93.000
'0:13.020',-0.099,-0.070,0.514,93.000
'0:13.030',-0.103,-0.073,0.517,93.000
'0:13.040',-0.107,-0.077,0.521,93.000
'0:13.050',-0.112,-0.081,0.524,93.000
'0:13.060',-0.115,-0.083,0.527,93.000
'0:13.070',-0.118,-0.085,0.530,93.000
'0:13.080',-0.121,-0.088,0.534,93.000
'0:13.090',-0.125,-0.090,0.537,93.000
'0:13.100',-0.128,-0.093,0.540,93.000
'0:13.110',-0.131,-0.095,0.543,93.000
'0:13.120',-0.135,-0.097,0.545,93.000
'0:13.130',-0.138,-0.099,0.548,93.000
'0:13.140',-0.142,-0.102,0.551,93.000
'0:13.150',-0.145,-0.104,0.554,93.000
'0:13.160',-0.149,-0.106,0.556,93.000
'0:13.170',-0.153,-0.109,0.558,93.000
'0:13.180',-0.157,-0.112,0.560,93.000
'0:13.190',-0.160,-0.114,0.563,93.000
'0:13.200',-0.164,-0.117,0.565,93.000
'0:13.210',-0.167,-0.119,0.567,93.000
'0:13.220',-0.169,-0.121,0.569,93.000
'0:13.230',-0.171,-0.123,0.571,93.000
'0:13.240',-0.173,-0.125,0.573,93.000
'0:13.250',-0.176,-0.127,0.575,93.000
'0:13.260',-0.178,-0.129,0.577,93.000
'0:13.270',-0.181,-0.131,0.578,93.000
'0:13.280',-0.183,-0.133,0.580,93.000
'0:13.290',-0.186,-0.135,0.582,93.000
'0:13.300',-0.189,-0.137,0.583,93.000
'0:13.310',-0.193,-0.138,0.584,93.000
'0:13.320',-0.197,-0.140,0.586,93.000
'0:13.330',-0.201,-0.142,0.587,93.000
'0:13.340',-0.205,-0.143,0.588,93.000
'0:13.350',-0.209,-0.145,0.589,93.000
'0:13.360',-0.213,-0.146,0.590,93.000
'0:13.370',-0.216,-0.148,0.591,93.000
'0:13.380',-0.220,-0.149,0.592,93.000
'0:13.390',-0.224,-0.151,0.593,93.000
'0:13.400',-0.227,-0.152,0.594,93.000
'0:13.410',-0.231,-0.153,0.595,93.000
'0:13.420',-0.235,-0.154,0.596,93.000
'0:13.430',-0.239,-0.154,0.596,93.000
'0:13.440',-0.243,-0.155,0.597,93.000
'0:13.450',-0.247,-0.156,0.598,93.000
'0:13.460',-0.249,-0.157,0.598,93.000
'0:13.470',-0.252,-0.159,0.599,93.000
'0:13.480',-0.254,-0.161,0.599,93.000
'0:13.490',-0.257,-0.162,0.600,93.000
'0:13.500',-0.259,-0.164,0.600,93.000
'0:13.510',-0.260,-0.166,0.600,93.000
'0:13.520',-0.260,-0.167,0.601,93.000
'0:13.530',-0.261,-0.169,0.601,93.000
'0:13.540',-0.261,-0.170,0.601,93.000
'0:13.550',-0.262,-0.172,0.601,93.000
'0:13.560',-0.263,-0.172,0.601,93.000
'0:13.570',-0.263,-0.173,0.601,93.000
'0:13.580',-0.264,-0.173,0.601,93.000
'0:13.590',-0.264,-0.174,0.601,93.000
'0:13.600',-0.265,-0.174,0.601,93.000
'0:13.610',-0.265,-0.175,0.601,93.000
'0:13.620',-0.266,-0.176,0.601,93.000
'0:13.630',-0.266,-0.176,0.601,93.000
'0:13.640',-0.267,-0.177,0.600,93.000
'0:13.650',-0.267,-0.178,0.600,93.000
'0:13.660',-0.268,-0.179,0.599,93.000
'0:13.670',-0.268,-0.180,0.599,93.000
'0:13.680',-0.269,-0.180,0.598,93.000
'0:13.690',-0.269,-0.181,0.598,93.000
'0:13.700',-0.270,-0.182,0.597,93.000
'0:13.710',-0.269,-0.183,0.596,93.000
'0:13.720',-0.269,-0.184,0.594,93.000
'0:13.730',-0.268,-0.186,0.593,93.000
'0:13.740',-0.268,-0.187,0.592,93.000
'0:13.750',-0.267,-0.188,0.591,93.000
'0:13.760',-0.266,-0.189,0.589,93.000
'0:13.770',-0.266,-0.189,0.588,93.000
'0:13.780',-0.265,-0.190,0.586,93.000
'0:13.790',-0.264,-0.190,0.585,93.000
'0:13.800',-0.263,-0.191,0.583,93.000
'0:13.810',-0.263,-0.190,0.580,93.000
'0:13.820',-0.263,-0.190,0.577,93.000
'0:13.830',-0.263,-0.190,0.575,93.000
'0:13.840',-0.263,-0.189,0.572,93.000
'0:13.850',-0.263,-0.189,0.569,93.000
'0:13.860',-0.261,-0.187,0.563,93.000
'0:13.870',-0.259,-0.185,0.556,93.000
'0:13.880',-0.258,-0.183,0.550,93.000
'0:13.890',-0.256,-0.181,0.544,93.000
'0:13.900',-0.254,-0.179,0.537,93.000
'0:13.910',-0.251,-0.177,0.526,93.000
'0:13.920',-0.247,-0.175,0.515,93.000
'0:13.930',-0.244,-0.173,0.504,93.000
'0:13.940',-0.241,-0.172,0.493,93.000
'0:13.950',-0.238,-0.170,0.482,93.000
'0:13.960',-0.234,-0.168,0.467,93.000
'0:13.970',-0.231,-0.166,0.452,93.000
'0:13.980',-0.227,-0.164,0.436,93.000
'0:13.990',-0.224,-0.162,0.421,93.000
'0:14.000',-0.221,-0.160,0.406,93.000
'0:14.010',-0.217,-0.157,0.388,93.000
'0:14.020',-0.213,-0.154,0.370,93.000
'0:14.030',-0.209,-0.151,0.353,93.000
'0:14.040',-0.205,-0.148,0.335,93.000
'0:14.050',-0.201,-0.145,0.317,93.000
'0:14.060',-0.199,-0.143,0.298,93.000
'0:14.070',-0.197,-0.141,0.279,93.000
'0:14.080',-0.195,-0.139,0.260,93.000
'0:14.090',-0.193,-0.136,0.241,93.000
'0:14.100',-0.191,-0.134,0.222,93.000
'0:14.110',-0.188,-0.132,0.203,93.000
'0:14.120',-0.185,-0.129,0.183,93.000
'0:14.130',-0.183,-0.127,0.164,93.000
'0:14.140',-0.180,-0.125,0.145,93.000
'0:14.150',-0.177,-0.122,0.126,93.000
'0:14.160',-0.172,-0.119,0.107,93.000
'0:14.170',-0.168,-0.116,0.089,93.000
'0:14.180',-0.163,-0.113,0.071,93.000
'0:14.190',-0.158,-0.109,0.052,93.000
'0:14.200',-0.154,-0.106,0.034,93.000
'0:14.210',-0.148,-0.102,0.018,93.000
'0:14.220',-0.143,-0.098,0.001,93.000
'0:14.230',-0.138,-0.094,-0.016,93.000
'0:14.240',-0.132,-0.090,-0.032,93.000
'0:14.250',-0.127,-0.086,-0.049,93.000
'0:14.260',-0.123,-0.082,-0.064,93.000
'0:14.270',-0.120,-0.079,-0.079,93.000
'0:14.280',-0.116,-0.075,-0.093,93.000
'0:14.290',-0.112,-0.072,-0.108,93.000
'0:14.300',-0.108,-0.069,-0.123,93.000
'0:14.310',-0.106,-0.067,-0.136,93.000
'0:14.320',-0.104,-0.064,-0.148,93.000
'0:14.330',-0.101,-0.062,-0.161,93.000
'0:14.340',-0.099,-0.060,-0.174,93.000
'0:14.350',-0.097,-0.058,-0.187,93.000
'0:14.360',-0.093,-0.055,-0.198,93.000
'0:14.370',-0.089,-0.052,-0.209,93.000
'0:14.380',-0.085,-0.050,-0.220,93.000
'0:14.390',-0.081,-0.047,-0.232,93.000
'0:14.400',-0.077,-0.045,-0.243,93.000
'0:14.410',-0.072,-0.041,-0.253,93.000
'0:14.420',-0.068,-0.038,-0.262,93.000
'0:14.430',-0.063,-0.034,-0.272,93.000
'0:14.440',-0.058,-0.030,-0.282,93.000
'0:14.450',-0.053,-0.027,-0.291,93.000
'0:14.460',-0.049,-0.023,-0.300,93.000
'0:14.470',-0.044,-0.019,-0.308,93.000
'0:14.480',-0.039,-0.016,-0.316,93.000
'0:14.490',-0.035,-0.012,-0.324,93.000
'0:14.500',-0.030,-0.008,-0.333,93.000
'0:14.510',-0.026,-0.005,-0.340,93.000
'0:14.520',-0.022,-0.002,-0.347,93.000
'0:14.530',-0.018,0.001,-0.354,93.000
'0:14.540',-0.014,0.004,-0.361,93.000
'0:14.550',-0.010,0.008,-0.368,93.000
'0:14.560',-0.005,0.012,-0.374,93.000
'0:14.570',0.000,0.016,-0.381,93.000
'0:14.580',0.005,0.020,-0.387,93.000
'0:14.590',0.011,0.024,-0.393,93.000
'0:14.600',0.016,0.028,-0.399,93.000
'0:14.610',0.020,0.031,-0.405,93.000
'0:14.620',0.024,0.035,-0.410,93.000
'0:14.630',0.029,0.038,-0.415,93.000
'0:14.640',0.033,0.042,-0.421,93.000
'0:14.650',0.038,0.045,-0.426,93.000
'0:14.660',0.042,0.048,-0.431,93.000
'0:14.670',0.045,0.051,-0.436,93.000
'0:14.680',0.049,0.054,-0.440,93.000
'0:14.690',0.053,0.057,-0.445,93.000
'0:14.700',0.057,0.060,-0.450,93.000
'0:14.710',0.062,0.064,-0.454,93.000
'0:14.720',0.066,0.067,-0.458,93.000
'0:14.730',0.071,0.071,-0.462,93.000
'0:14.740',0.076,0.075,-0.466,93.000
'0:14.750',0.081,0.078,-0.470,93.000
'0:14.760',0.084,0.081,-0.474,93.000
'0:14.770',0.087,0.084,-0.477,93.000
'0:14.780',0.091,0.087,-0.481,93.000
'0:14.790',0.094,0.089,-0.485,93.000
'0:14.800',0.098,0.092,-0.488,93.000
'0:14.810',0.101,0.095,-0.492,93.000
'0:14.820',0.104,0.098,-0.495,93.000
'0:14.830',0.108,0.101,-0.498,93.000
'0:14.840',0.111,0.104,-0.501,93.000
'0:14.850',0.114,0.107,-0.504,93.000
'0:14.860',0.118,0.110,-0.507,93.000
'0:14.870',0.122,0.113,-0.510,93.000
'0:14.880',0.126,0.116,-0.512,93.000
'0:14.890',0.129,0.119,-0.515,93.000
'0:14.900',0.133,0.122,-0.518,93.000
'0:14.910',0.137,0.125,-0.520,93.000
'0:14.920',0.141,0.128,-0.523,93.000
'0:14.930',0.144,0.131,-0.525,93.000
'0:14.940',0.148,0.134,-0.528,93.000
'0:14.950',0.152,0.137,-0.530,93.000
'0:14.960',0.157,0.140,-0.532,92.000
'0:14.970',0.162,0.144,-0.534,92.000
'0:14.980',0.167,0.147,-0.536,92.000
'0:14.990',0.171,0.151,-0.538,92.000
'0:15.000',0.176,0.154,-0.540,92.000
'0:15.010',0.180,0.158,-0.542,92.000
'0:15.020',0.184,0.161,-0.544,92.000
'0:15.030',0.188,0.165,-0.546,92.000
'0:15.040',0.192,0.168,-0.548,92.000
'0:15.050',0.196,0.172,-0.549,92.000
'0:15.060',0.200,0.175,-0.551,92.000
'0:15.070',0.204,0.178,-0.553,92.000
'0:15.080',0.208,0.181,-0.554,92.000
'0:15.090',0.212,0.184,-0.556,92.000
'0:15.100',0.216,0.186,-0.558,92.000
'0:15.110',0.220,0.190,-0.559,92.000
'0:15.120',0.225,0.193,-0.560,92.000
'0:15.130',0.229,0.197,-0.561,92.000
'0:15.140',0.234,0.200,-0.563,92.000
'0:15.150',0.238,0.204,-0.564,92.000
'0:15.160',0.241,0.207,-0.565,92.000
'0:15.170',0.244,0.209,-0.566,92.000
'0:15.180',0.248,0.212,-0.568,92.000
'0:15.190',0.251,0.215,-0.569,92.000
'0:15.200',0.254,0.218,-0.570,92.000
'0:15.210',0.257,0.218,-0.571,92.000
'0:15.220',0.261,0.220,-0.572,92.000
'0:15.230',0.264,0.220,-0.573,92.000
'0:15.240',0.267,0.221,-0.574,92.000
'0:15.250',0.270,0.222,-0.575,92.000
'0:15.260',0.274,0.224,-0.575,92.000
'0:15.270',0.277,0.226,-0.576,92.000
'0:15.280',0.280,0.228,-0.577,92.000
'0:15.290',0.283,0.230,-0.578,92.000
'0:15.300',0.287,0.232,-0.578,92.000
'0:15.310',0.291,0.230,-0.579,92.000
'0:15.320',0.295,0.228,-0.580,92.000
'0:15.330',0.299,0.225,-0.580,92.000
'0:15.340',0.303,0.223,-0.581,92.000
'0:15.350',0.307,0.221,-0.582,92.000
'0:15.360',0.311,0.219,-0.582,92.000
'0:15.370',0.316,0.217,-0.582,92.000
'0:15.380',0.320,0.215,-0.583,92.000
'0:15.390',0.324,0.212,-0.583,92.000
'0:15.400',0.328,0.210,-0.583,92.000
'0:15.410',0.332,0.209,-0.584,92.000
'0:15.420',0.335,0.209,-0.584,92.000
'0:15.430',0.339,0.208,-0.584,92.000
'0:15.440',0.342,0.207,-0.585,92.000
'0:15.450',0.346,0.206,-0.585,92.000
'0:15.460',0.349,0.203,-0.585,92.000
'0:15.470',0.352,0.200,-0.586,92.000
'0:15.480',0.356,0.197,-0.586,92.000
'0:15.490',0.359,0.195,-0.586,92.000
'0:15.500',0.362,0.192,-0.586,92.000
'0:15.510',0.364,0.190,-0.586,92.000
'0:15.520',0.365,0.187,-0.586,92.000
'0:15.530',0.367,0.185,-0.586,92.000
'0:15.540',0.369,0.183,-0.586,92.000
'0:15.550',0.370,0.181,-0.586,92.000
'0:15.560',0.371,0.179,-0.586,92.000
'0:15.570',0.372,0.177,-0.585,92.000
'0:15.580',0.373,0.175,-0.585,92.000
'0:15.590',0.374,0.174,-0.585,92.000
'0:15.600',0.375,0.172,-0.585,92.000
'0:15.610',0.375,0.172,-0.584,92.000
'0:15.620',0.376,0.173,-0.583,92.000
'0:15.630',0.377,0.173,-0.583,92.000
'0:15.640',0.378,0.174,-0.582,92.000
'0:15.650',0.378,0.174,-0.581,92.000
'0:15.660',0.377,0.174,-0.580,92.000
'0:15.670',0.377,0.173,-0.578,92.000
'0:15.680',0.376,0.173,-0.577,92.000
'0:15.690',0.375,0.173,-0.575,92.000
'0:15.700',0.374,0.172,-0.573,92.000
'0:15.710',0.373,0.169,-0.569,92.000
'0:15.720',0.371,0.167,-0.564,92.000
'0:15.730',0.369,0.164,-0.560,92.000
'0:15.740',0.368,0.161,-0.555,92.000
'0:15.750',0.366,0.158,-0.550,92.000
'0:15.760',0.364,0.156,-0.542,92.000
'0:15.770',0.362,0.155,-0.533,92.000
'0:15.780',0.361,0.153,-0.525,92.000
'0:15.790',0.359,0.151,-0.516,92.000
'0:15.800',0.357,0.149,-0.508,92.000
'0:15.810',0.355,0.150,-0.497,92.000
'0:15.820',0.353,0.150,-0.485,92.000
'0:15.830',0.351,0.150,-0.474,92.000
'0:15.840',0.349,0.150,-0.463,92.000
'0:15.850',0.347,0.150,-0.452,92.000
'0:15.860',0.345,0.150,-0.440,92.000
'0:15.870',0.343,0.150,-0.427,92.000
'0:15.880',0.340,0.149,-0.415,92.000
'0:15.890',0.338,0.149,-0.403,92.000
'0:15.900',0.336,0.149,-0.390,92.000
'0:15.910',0.333,0.148,-0.377,92.000
'0:15.920',0.330,0.147,-0.364,92.000
'0:15.930',0.327,0.146,-0.351,92.000
'0:15.940',0.324,0.146,-0.339,92.000
'0:15.950',0.321,0.145,-0.326,92.000
'0:15.960',0.319,0.144,-0.312,91.000
'0:15.970',0.316,0.142,-0.299,91.000
'0:15.980',0.314,0.141,-0.286,91.000
'0:15.990',0.312,0.140,-0.272,91.000
'0:16.000',0.309,0.139,-0.259,91.000
'0:16.010',0.306,0.137,-0.245,91.000
'0:16.020',0.303,0.135,-0.232,91.000
'0:16.030',0.300,0.133,-0.218,91.000
'0:16.040',0.298,0.132,-0.205,91.000
'0:16.050',0.295,0.130,-0.191,91.000
'0:16.060',0.292,0.131,-0.179,91.000
'0:16.070',0.288,0.133,-0.166,91.000
'0:16.080',0.285,0.134,-0.153,91.000
'0:16.090',0.282,0.135,-0.140,91.000
'0:16.100',0.279,0.137,-0.127,91.000
'0:16.110',0.276,0.139,-0.116,91.000
'0:16.120',0.273,0.141,-0.104,91.000
'0:16.130',0.269,0.143,-0.092,91.000
'0:16.140',0.266,0.145,-0.080,91.000
'0:16.150',0.263,0.147,-0.068,91.000
'0:16.160',0.260,0.145,-0.057,91.000
'0:16.170',0.257,0.143,-0.047,91.000
'0:16.180',0.254,0.141,-0.036,91.000
'0:16.190',0.251,0.140,-0.025,91.000
'0:16.200',0.248,0.138,-0.014,91.000
'0:16.210',0.244,0.139,-0.004,91.000
'0:16.220',0.241,0.139,0.006,91.000
'0:16.230',0.238,0.140,0.016,91.000
'0:16.240',0.235,0.141,0.026,91.000
'0:16.250',0.233,0.141,0.036,91.000
'0:16.260',0.228,0.144,0.045,91.000
'0:16.270',0.224,0.147,0.055,91.000
'0:16.280',0.219,0.150,0.065,91.000
'0:16.290',0.215,0.153,0.075,91.000
'0:16.300',0.210,0.156,0.084,91.000
'0:16.310',0.207,0.154,0.094,91.000
'0:16.320',0.204,0.152,0.104,91.000
'0:16.330',0.201,0.151,0.113,91.000
'0:16.340',0.198,0.149,0.123,91.000
'0:16.350',0.195,0.147,0.132,91.000
'0:16.360',0.192,0.145,0.141,91.000
'0:16.370',0.190,0.142,0.150,91.000
'0:16.380',0.188,0.140,0.159,91.000
'0:16.390',0.185,0.137,0.168,91.000
'0:16.400',0.183,0.135,0.177,91.000
'0:16.410',0.180,0.134,0.185,91.000
'0:16.420',0.177,0.133,0.193,91.000
'0:16.430',0.174,0.132,0.202,91.000
'0:16.440',0.171,0.131,0.210,91.000
'0:16.450',0.168,0.130,0.218,91.000
'0:16.460',0.164,0.129,0.226,91.000
'0:16.470',0.161,0.128,0.233,91.000
'0:16.480',0.158,0.127,0.241,91.000
'0:16.490',0.155,0.126,0.248,91.000
'0:16.500',0.151,0.125,0.256,91.000
'0:16.510',0.148,0.122,0.263,91.000
'0:16.520',0.144,0.119,0.270,91.000
'0:16.530',0.141,0.117,0.277,91.000
'0:16.540',0.138,0.114,0.283,91.000
'0:16.550',0.134,0.111,0.290,91.000
'0:16.560',0.131,0.109,0.297,91.000
'0:16.570',0.127,0.106,0.303,91.000
'0:16.580',0.124,0.104,0.309,91.000
'0:16.590',0.121,0.101,0.315,91.000
'0:16.600',0.117,0.099,0.322,91.000
'0:16.610',0.114,0.096,0.327,91.000
'0:16.620',0.111,0.094,0.333,91.000
'0:16.630',0.107,0.091,0.339,91.000
'0:16.640',0.104,0.089,0.345,91.000
'0:16.650',0.101,0.086,0.351,91.000
'0:16.660',0.097,0.084,0.356,91.000
'0:16.670',0.093,0.081,0.362,91.000
'0:16.680',0.090,0.078,0.367,91.000
'0:16.690',0.086,0.075,0.373,91.000
'0:16.700',0.082,0.072,0.378,91.000
'0:16.710',0.080,0.070,0.383,91.000
'0:16.720',0.078,0.069,0.389,91.000
'0:16.730',0.075,0.067,0.394,91.000
'0:16.740',0.073,0.065,0.399,91.000
'0:16.750',0.071,0.063,0.404,91.000
'0:16.760',0.067,0.061,0.409,91.000
'0:16.770',0.064,0.058,0.413,91.000
'0:16.780',0.061,0.056,0.418,91.000
'0:16.790',0.057,0.053,0.423,91.000
'0:16.800',0.054,0.051,0.428,91.000
'0:16.810',0.050,0.048,0.432,91.000
'0:16.820',0.047,0.046,0.436,91.000
'0:16.830',0.043,0.043,0.441,91.000
'0:16.840',0.039,0.040,0.445,91.000
'0:16.850',0.036,0.038,0.449,91.000
'0:16.860',0.033,0.035,0.453,91.000
'0:16.870',0.030,0.033,0.457,91.000
'0:16.880',0.028,0.031,0.461,91.000
'0:16.890',0.025,0.029,0.465,91.000
'0:16.900',0.023,0.026,0.469,91.000
'0:16.910',0.021,0.024,0.473,91.000
'0:16.920',0.019,0.022,0.477,91.000
'0:16.930',0.017,0.020,0.481,91.000
'0:16.940',0.015,0.018,0.485,91.000
'0:16.950',0.013,0.016,0.488,91.000
'0:16.960',0.010,0.014,0.492,91.000
'0:16.970',0.008,0.012,0.496,91.000
'0:16.980',0.006,0.010,0.499,91.000
'0:16.990',0.004,0.008,0.503,91.000
'0:17.000',0.002,0.007,0.507,91.000
'0:17.010',-0.003,0.004,0.510,91.000
'0:17.020',-0.007,0.001,0.513,91.000
'0:17.030',-0.011,-0.002,0.516,91.000
'0:17.040',-0.015,-0.005,0.520,91.000
'0:17.050',-0.019,-0.008,0.523,91.000
'0:17.060',-0.023,-0.010,0.526,91.000
'0:17.070',-0.026,-0.013,0.529,91.000
'0:17.080',-0.030,-0.015,0.532,91.000
'0:17.090',-0.033,-0.018,0.535,91.000
'0:17.100',-0.036,-0.020,0.537,91.000
'0:17.110',-0.038,-0.022,0.540,91.000
'0:17.120',-0.041,-0.024,0.543,91.000
'0:17.130',-0.043,-0.026,0.545,91.000
'0:17.140',-0.045,-0.028,0.548,91.000
'0:17.150',-0.047,-0.029,0.550,91.000
'0:17.160',-0.049,-0.031,0.552,91.000
'0:17.170',-0.052,-0.033,0.554,91.000
'0:17.180',-0.054,-0.035,0.557,91.000
'0:17.190',-0.056,-0.037,0.559,91.000
'0:17.200',-0.058,-0.039,0.561,91.000
'0:17.210',-0.060,-0.040,0.563,91.000
'0:17.220',-0.062,-0.042,0.564,91.000
'0:17.230',-0.064,-0.043,0.566,91.000
'0:17.240',-0.066,-0.045,0.568,91.000
'0:17.250',-0.068,-0.046,0.570,91.000
'0:17.260',-0.069,-0.048,0.572,91.000
'0:17.270',-0.071,-0.049,0.573,91.000
'0:17.280',-0.073,-0.051,0.575,91.000
'0:17.290',-0.075,-0.053,0.576,91.000
'0:17.300',-0.077,-0.054,0.578,91.000
'0:17.310',-0.080,-0.056,0.579,91.000
'0:17.320',-0.082,-0.058,0.581,91.000
'0:17.330',-0.085,-0.060,0.582,91.000
'0:17.340',-0.087,-0.062,0.584,91.000
'0:17.350',-0.089,-0.064,0.585,91.000
'0:17.360',-0.091,-0.066,0.586,91.000
'0:17.370',-0.093,-0.067,0.588,91.000
'0:17.380',-0.095,-0.069,0.589,91.000
'0:17.390',-0.097,-0.070,0.590,91.000
'0:17.400',-0.099,-0.072,0.591,91.000
'0:17.410',-0.100,-0.073,0.592,91.000
'0:17.420',-0.102,-0.075,0.594,91.000
'0:17.430',-0.104,-0.077,0.595,91.000
'0:17.440',-0.106,-0.078,0.596,91.000
'0:17.450',-0.108,-0.080,0.597,91.000
'0:17.460',-0.112,-0.083,0.598,91.000
'0:17.470',-0.115,-0.085,0.599,91.000
'0:17.480',-0.119,-0.088,0.600,91.000
'0:17.490',-0.122,-0.091,0.600,91.000
'0:17.500',-0.126,-0.094,0.601,91.000
'0:17.510',-0.128,-0.096,0.602,91.000
'0:17.520',-0.131,-0.098,0.603,91.000
'0:17.530',-0.133,-0.100,0.604,91.000
'0:17.540',-0.136,-0.102,0.605,91.000
'0:17.550',-0.138,-0.104,0.605,91.000
'0:17.560',-0.140,-0.105,0.606,91.000
'0:17.570',-0.141,-0.107,0.607,91.000
'0:17.580',-0.143,-0.108,0.607,91.000
'0:17.590',-0.145,-0.109,0.608,91.000
'0:17.600',-0.146,-0.111,0.609,91.000
'0:17.610',-0.148,-0.112,0.609,91.000
'0:17.620',-0.150,-0.113,0.610,91.000
'0:17.630',-0.152,-0.115,0.611,91.000
'0:17.640',-0.154,-0.116,0.611,91.000
'0:17.650',-0.156,-0.117,0.612,91.000
'0:17.660',-0.158,-0.118,0.613,91.000
'0:17.670',-0.160,-0.120,0.613,91.000
'0:17.680',-0.162,-0.121,0.614,91.000
'0:17.690',-0.164,-0.123,0.614,91.000
'0:17.700',-0.165,-0.124,0.615,91.000
'0:17.710',-0.169,-0.126,0.615,91.000
'0:17.720',-0.172,-0.128,0.615,91.000
'0:17.730',-0.175,-0.130,0.615,91.000
'0:17.740',-0.178,-0.132,0.616,91.000
'0:17.750',-0.181,-0.134,0.616,91.000
'0:17.760',-0.184,-0.136,0.616,91.000
'0:17.770',-0.187,-0.138,0.617,91.000
'0:17.780',-0.190,-0.140,0.617,91.000
'0:17.790',-0.193,-0.142,0.617,91.000
'0:17.800',-0.196,-0.144,0.618,91.000
'0:17.810',-0.198,-0.145,0.618,91.000
'0:17.820',-0.200,-0.146,0.618,91.000
'0:17.830',-0.201,-0.147,0.618,91.000
'0:17.840',-0.203,-0.148,0.618,91.000
'0:17.850',-0.205,-0.149,0.618,91.000
'0:17.860',-0.206,-0.149,0.618,91.000
'0:17.870',-0.207,-0.150,0.618,91.000
'0:17.880',-0.208,-0.151,0.619,91.000
'0:17.890',-0.209,-0.151,0.619,91.000
'0:17.900',-0.210,-0.152,0.619,91.000
